"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D320307","D320308","D3203082","D3203085","D3203086","D320309","D320310","D3203102","D3203103","D3203104","D3203105","D3203106","D3203107","D3203108","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320409"
"調査年 コード","調査年","地域 コード","地域","/項目","D320307_商工費（市町村財政）【千円】","D320308_土木費（市町村財政）【千円】","D3203082_道路橋りょう費（市町村財政）【千円】","D3203085_都市計画費（市町村財政）【千円】","D3203086_住宅費（市町村財政）【千円】","D320309_消防費（市町村財政）【千円】","D320310_教育費（市町村財政）【千円】","D3203102_小学校費（市町村財政）【千円】","D3203103_中学校費（市町村財政）【千円】","D3203104_高等学校費（市町村財政）【千円】","D3203105_特別支援学校費（市町村財政）【千円】","D3203106_幼稚園費（市町村財政）【千円】","D3203107_社会教育費（市町村財政）【千円】","D3203108_保健体育費（市町村財政）【千円】","D320311_災害復旧費（市町村財政）【千円】","D320312_公債費（市町村財政）（目的別歳出内訳）【千円】","D320401_人件費（市町村財政）【千円】","D320402_物件費（市町村財政）【千円】","D320403_維持補修費（市町村財政）【千円】","D320404_扶助費（市町村財政）【千円】","D320405_補助費等（市町村財政）【千円】","D320406_普通建設事業費（市町村財政）【千円】","D320407_災害復旧事業費（市町村財政）【千円】","D320408_失業対策事業費（市町村財政）【千円】","D320409_公債費（市町村財政）（性質別歳出内訳）【千円】"
"2020100000","2020年度","12102","千葉県 千葉市 花見川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","12103","千葉県 千葉市 稲毛区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","12104","千葉県 千葉市 若葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","12105","千葉県 千葉市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","12106","千葉県 千葉市 美浜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","13101","東京都 千代田区","","1,786,468","8,759,045","3,354,212","1,340,452","2,399,707","503,971","9,504,168","3,516,780","1,359,539","553,558","0","764,997","1,890,543","719,694","0","69,690","11,467,833","14,891,875","1,060,200","8,505,801","20,688,318","10,372,789","0","0","69,690"
"2020100000","2020年度","13102","東京都 中央区","","4,285,654","33,985,746","3,088,144","27,133,339","1,841,228","376,804","20,655,338","10,725,953","1,946,061","0","0","1,630,228","2,169,599","2,153,455","0","1,032,179","15,999,132","21,217,974","960,154","19,027,738","24,598,968","34,992,531","0","0","1,029,527"
"2020100000","2020年度","13103","東京都 港区","","5,223,142","15,755,939","2,853,230","8,962,523","2,994,989","5,528,641","20,892,995","5,259,299","2,221,831","0","0","1,248,468","3,127,644","2,118,454","0","188,508","20,342,109","42,183,170","859,170","29,261,390","40,012,875","20,249,652","0","0","188,508"
"2020100000","2020年度","13104","東京都 新宿区","","2,867,753","10,029,995","3,465,377","4,061,299","1,864,731","881,130","15,010,943","3,432,109","1,626,978","0","208,863","1,052,322","2,330,155","3,149,166","0","2,314,703","26,791,428","30,790,294","1,319,697","52,068,715","45,257,865","8,427,158","0","0","2,313,086"
"2020100000","2020年度","13105","東京都 文京区","","2,277,537","13,253,530","2,209,123","10,466,479","158,723","1,306,865","18,253,850","7,975,824","2,355,693","0","0","1,116,526","2,794,651","1,658,723","0","713,755","20,776,427","21,609,217","516,626","24,105,063","32,549,464","20,816,629","0","0","713,724"
"2020100000","2020年度","13106","東京都 台東区","","5,343,301","5,006,693","2,191,219","2,043,258","252,902","1,064,975","11,177,992","3,676,889","1,002,600","0","0","1,101,554","2,530,695","1,513,771","0","1,483,879","17,439,978","16,392,915","1,435,199","37,217,021","26,464,906","7,550,335","0","0","1,481,681"
"2020100000","2020年度","13107","東京都 墨田区","","2,545,901","12,048,350","3,445,226","6,995,177","506,729","623,103","13,204,170","3,597,605","1,524,012","0","0","352,313","3,155,718","2,758,668","251,595","2,796,392","18,801,596","21,618,606","939,997","42,144,087","35,432,741","16,331,906","251,595","0","2,795,270"
"2020100000","2020年度","13108","東京都 江東区","","2,345,521","9,479,954","4,081,307","3,519,259","377,892","3,405,446","35,260,312","10,352,600","6,555,635","0","0","2,490,017","2,444,415","5,045,509","0","2,238,707","27,169,135","40,622,737","2,202,439","69,284,884","66,516,742","16,197,314","0","0","2,238,679"
"2020100000","2020年度","13109","東京都 品川区","","4,250,337","19,278,116","3,615,137","11,611,587","726,026","1,955,973","30,295,757","12,103,184","2,868,695","0","0","718,269","3,375,594","3,034,612","0","1,252,002","24,920,620","34,312,221","1,503,676","44,396,420","67,632,151","33,694,151","0","0","1,252,002"
"2020100000","2020年度","13110","東京都 目黒区","","1,212,039","5,555,171","2,049,280","2,020,376","715,885","990,812","13,034,406","3,557,656","1,340,749","0","0","218,603","2,360,970","2,468,728","0","2,164,432","20,640,299","19,316,195","1,478,877","30,112,173","37,526,487","8,516,950","0","0","2,163,728"
"2020100000","2020年度","13111","東京都 大田区","","6,964,748","23,546,172","7,293,938","10,356,776","927,193","2,703,681","34,719,641","9,588,194","7,809,717","0","122,277","0","4,322,400","5,815,045","0","2,714,008","41,447,695","49,884,260","5,279,677","101,650,434","89,569,647","28,008,564","0","0","2,713,940"
"2020100000","2020年度","13112","東京都 世田谷区","","1,956,389","36,352,156","8,583,523","20,093,579","2,037,433","992,614","41,275,061","11,017,458","3,744,232","0","0","964,348","4,667,804","7,942,841","221,936","5,198,155","55,923,598","60,089,792","500,912","102,755,057","111,169,328","39,789,958","221,936","0","5,183,251"
"2020100000","2020年度","13113","東京都 渋谷区","","1,569,627","9,081,105","1,629,465","4,710,844","1,857,961","1,349,663","12,513,185","4,504,357","945,318","0","0","268,987","2,356,922","2,136,391","0","1,051,415","18,674,466","22,535,375","632,552","23,398,443","30,824,467","13,648,876","0","0","1,051,415"
"2020100000","2020年度","13114","東京都 中野区","","1,387,654","15,117,521","2,666,777","11,841,013","250,820","985,471","43,473,598","24,613,968","4,262,492","0","0","220,069","1,399,674","7,676,768","0","1,688,307","20,250,697","20,677,440","1,155,022","43,836,195","39,714,420","42,306,668","0","0","1,688,276"
"2020100000","2020年度","13115","東京都 杉並区","","1,449,914","12,381,139","5,122,984","4,905,016","1,242,364","947,140","24,676,596","7,919,377","3,711,081","0","381,340","522,253","4,120,034","3,546,776","0","7,357,767","37,930,571","37,216,535","1,448,220","62,516,210","70,425,836","17,776,031","0","0","7,351,007"
"2020100000","2020年度","13116","東京都 豊島区","","1,496,128","15,120,572","5,393,371","7,294,591","803,759","728,190","11,277,135","4,094,267","1,238,097","0","0","366,951","1,848,402","1,712,928","0","2,930,290","23,951,597","22,928,952","1,510,917","37,639,102","36,642,465","13,555,105","0","0","2,930,146"
"2020100000","2020年度","13117","東京都 北区","","3,062,301","10,420,209","3,349,321","5,577,197","466,741","738,805","18,811,244","6,585,232","2,595,261","0","0","277,927","2,974,506","2,306,902","0","3,394,469","25,272,464","24,765,577","1,151,296","49,958,015","44,592,090","16,917,506","0","0","3,389,966"
"2020100000","2020年度","13118","東京都 荒川区","","2,728,700","8,588,412","2,119,397","5,866,201","295,772","924,525","10,534,080","3,086,170","1,220,202","0","0","419,436","2,309,076","1,768,534","116,541","1,723,253","17,961,621","17,474,907","441,446","33,132,749","28,739,452","10,836,961","116,541","0","1,723,218"
"2020100000","2020年度","13119","東京都 板橋区","","2,110,035","15,253,588","4,007,396","7,981,741","2,072,641","467,963","31,192,220","10,341,601","3,833,988","0","146,863","763,065","6,153,392","4,413,401","0","5,602,181","32,378,006","37,791,906","1,002,684","87,382,055","67,620,240","20,696,248","0","0","5,592,043"
"2020100000","2020年度","13120","東京都 練馬区","","3,501,126","18,330,355","6,281,972","6,751,302","423,608","1,163,612","37,811,913","12,287,329","7,108,805","0","0","278,572","5,009,239","6,079,858","0","4,658,837","44,653,162","46,173,767","2,990,163","103,003,926","92,306,443","26,452,053","0","0","4,649,508"
"2020100000","2020年度","13121","東京都 足立区","","3,144,128","25,253,264","5,221,610","13,610,764","2,141,154","1,344,349","42,187,906","14,394,035","5,777,388","0","0","178,067","6,419,689","4,861,371","0","4,844,941","38,264,213","45,326,302","1,947,363","109,903,446","86,674,361","30,131,674","0","0","4,844,744"
"2020100000","2020年度","13122","東京都 葛飾区","","4,661,344","26,663,077","6,916,191","16,625,778","207,816","1,353,310","27,741,220","9,619,309","6,445,476","0","83,687","127,907","2,672,132","4,345,785","0","1,238,795","29,500,856","31,476,555","2,202,048","71,339,960","59,549,064","32,286,452","0","0","1,235,687"
"2020100000","2020年度","13123","東京都 江戸川区","","2,196,414","29,294,362","5,538,398","17,352,626","188,632","3,817,071","46,609,633","17,963,335","12,673,366","0","0","91,407","4,085,581","6,751,447","0","161,973","36,745,559","43,991,005","5,610,279","101,136,125","85,474,833","33,697,458","0","0","161,973"
"2020100000","2020年度","14100","神奈川県 横浜市","","232,357,676","252,568,063","41,344,821","142,218,942","22,844,336","42,586,908","332,419,984","129,387,489","58,342,072","7,835,873","10,519,235","0","23,271,427","29,889,238","1,380,274","200,036,756","359,094,594","190,644,255","13,217,614","499,280,443","536,264,168","228,994,699","1,380,274","0","199,391,581"
"2020100000","2020年度","14101","神奈川県 横浜市 鶴見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14102","神奈川県 横浜市 神奈川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14103","神奈川県 横浜市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14104","神奈川県 横浜市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14105","神奈川県 横浜市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14106","神奈川県 横浜市 保土ケ谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14107","神奈川県 横浜市 磯子区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14108","神奈川県 横浜市 金沢区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14109","神奈川県 横浜市 港北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14110","神奈川県 横浜市 戸塚区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14111","神奈川県 横浜市 港南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14112","神奈川県 横浜市 旭区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14113","神奈川県 横浜市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14114","神奈川県 横浜市 瀬谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14115","神奈川県 横浜市 栄区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14116","神奈川県 横浜市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14117","神奈川県 横浜市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14118","神奈川県 横浜市 都筑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14130","神奈川県 川崎市","","43,203,365","87,288,967","16,472,830","48,384,804","8,537,599","16,492,747","132,142,380","63,435,848","28,032,786","5,698,294","3,971,989","5,433,520","5,725,392","10,020,354","1,822,141","69,789,121","148,540,854","78,999,914","6,438,553","207,399,100","199,052,347","109,240,246","1,822,141","0","69,471,940"
"2020100000","2020年度","14131","神奈川県 川崎市 川崎区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14132","神奈川県 川崎市 幸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14133","神奈川県 川崎市 中原区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14134","神奈川県 川崎市 高津区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14135","神奈川県 川崎市 多摩区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14136","神奈川県 川崎市 宮前区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14137","神奈川県 川崎市 麻生区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14150","神奈川県 相模原市","","16,478,493","24,915,822","7,644,467","15,249,604","1,019,734","7,945,134","52,606,770","22,341,599","12,969,060","0","0","406,132","2,985,572","4,283,241","2,072,308","26,878,965","72,437,485","39,735,961","3,836,642","92,214,601","87,424,766","21,212,388","2,072,308","0","26,813,710"
"2020100000","2020年度","14151","神奈川県 相模原市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14152","神奈川県 相模原市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","14153","神奈川県 相模原市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15100","新潟県 新潟市","","13,406,893","70,963,394","33,688,282","26,805,756","1,659,459","9,928,794","75,735,392","29,382,622","17,174,840","1,543,391","2,314,171","496,414","6,778,793","7,423,236","0","44,793,464","92,432,549","47,123,534","13,738,978","82,860,962","111,205,229","46,687,767","0","0","44,671,047"
"2020100000","2020年度","15101","新潟県 新潟市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15102","新潟県 新潟市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15103","新潟県 新潟市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15104","新潟県 新潟市 江南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15105","新潟県 新潟市 秋葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15106","新潟県 新潟市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15107","新潟県 新潟市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","15108","新潟県 新潟市 西蒲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22100","静岡県 静岡市","","9,998,217","45,567,000","22,975,231","16,593,576","2,421,132","12,917,630","58,782,379","22,140,605","13,573,624","1,504,533","0","707,957","5,507,222","5,535,801","1,750,283","37,782,648","74,014,431","35,804,417","5,111,489","70,466,934","99,900,396","45,551,881","1,750,283","0","37,782,648"
"2020100000","2020年度","22101","静岡県 静岡市 葵区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22102","静岡県 静岡市 駿河区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22103","静岡県 静岡市 清水区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22130","静岡県 浜松市","","11,460,776","43,519,423","26,827,782","11,495,264","1,232,693","11,213,754","77,404,605","28,991,290","15,531,012","941,388","0","5,205,184","9,965,124","6,876,191","2,123,805","37,675,173","80,105,738","43,648,259","6,903,943","76,692,605","103,186,015","56,456,955","2,123,805","0","37,595,721"
"2020100000","2020年度","22138","静岡県 浜松市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22139","静岡県 浜松市 浜名区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","22140","静岡県 浜松市 天竜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23100","愛知県 名古屋市","","109,921,569","145,086,369","28,713,367","70,961,817","22,411,373","28,750,090","219,437,320","88,316,064","45,314,209","11,667,532","6,033,236","1,892,463","15,668,526","20,151,449","0","129,047,467","264,167,652","110,001,520","25,542,434","334,055,286","354,585,528","117,018,562","0","0","128,630,983"
"2020100000","2020年度","23101","愛知県 名古屋市 千種区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23102","愛知県 名古屋市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23103","愛知県 名古屋市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23104","愛知県 名古屋市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23105","愛知県 名古屋市 中村区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23106","愛知県 名古屋市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23107","愛知県 名古屋市 昭和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23108","愛知県 名古屋市 瑞穂区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23109","愛知県 名古屋市 熱田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23110","愛知県 名古屋市 中川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23111","愛知県 名古屋市 港区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23112","愛知県 名古屋市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23113","愛知県 名古屋市 守山区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23114","愛知県 名古屋市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23115","愛知県 名古屋市 名東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","23116","愛知県 名古屋市 天白区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26100","京都府 京都市","","191,077,105","68,935,435","17,043,375","32,025,662","13,525,193","21,285,203","126,358,632","45,130,710","25,588,236","10,765,077","7,049,262","1,067,346","12,907,358","5,859,540","516,337","78,796,707","166,433,197","65,625,954","8,758,417","218,853,105","205,691,142","67,915,624","516,337","0","78,198,869"
"2020100000","2020年度","26101","京都府 京都市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26102","京都府 京都市 上京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26103","京都府 京都市 左京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26104","京都府 京都市 中京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26105","京都府 京都市 東山区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26106","京都府 京都市 下京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26107","京都府 京都市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26108","京都府 京都市 右京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26109","京都府 京都市 伏見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26110","京都府 京都市 山科区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","26111","京都府 京都市 西京区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27100","大阪府 大阪市","","58,556,454","203,234,572","25,625,955","111,167,962","40,315,899","37,864,371","286,170,608","107,072,219","59,250,563","13,951,832","947","4,230,297","21,889,077","17,632,262","294,222","196,102,803","305,795,757","137,979,209","20,704,682","589,363,207","437,719,831","177,486,388","294,222","0","195,500,918"
"2020100000","2020年度","27102","大阪府 大阪市 都島区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27103","大阪府 大阪市 福島区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27104","大阪府 大阪市 此花区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27106","大阪府 大阪市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27107","大阪府 大阪市 港区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27108","大阪府 大阪市 大正区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27109","大阪府 大阪市 天王寺区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27111","大阪府 大阪市 浪速区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27113","大阪府 大阪市 西淀川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27114","大阪府 大阪市 東淀川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27115","大阪府 大阪市 東成区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27116","大阪府 大阪市 生野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27117","大阪府 大阪市 旭区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27118","大阪府 大阪市 城東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27119","大阪府 大阪市 阿倍野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27120","大阪府 大阪市 住吉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27121","大阪府 大阪市 東住吉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27122","大阪府 大阪市 西成区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27123","大阪府 大阪市 淀川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27124","大阪府 大阪市 鶴見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27125","大阪府 大阪市 住之江区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27126","大阪府 大阪市 平野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27127","大阪府 大阪市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27128","大阪府 大阪市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27140","大阪府 堺市","","4,985,629","45,078,032","9,424,559","30,233,977","3,745,250","12,266,970","70,998,197","26,693,959","15,456,777","1,206,117","1,806,999","618,271","4,697,477","10,244,674","60,373","38,728,783","85,338,442","46,956,359","5,888,610","134,984,651","108,755,820","43,536,832","60,373","0","38,574,500"
"2020100000","2020年度","27141","大阪府 堺市 堺区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27142","大阪府 堺市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020100000","2020年度","27143","大阪府 堺市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
