"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D320307","D320308","D3203082","D3203085","D3203086","D320309","D320310","D3203102","D3203103","D3203104","D3203105","D3203106","D3203107","D3203108","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320409"
"調査年 コード","調査年","地域 コード","地域","/項目","D320307_商工費（市町村財政）【千円】","D320308_土木費（市町村財政）【千円】","D3203082_道路橋りょう費（市町村財政）【千円】","D3203085_都市計画費（市町村財政）【千円】","D3203086_住宅費（市町村財政）【千円】","D320309_消防費（市町村財政）【千円】","D320310_教育費（市町村財政）【千円】","D3203102_小学校費（市町村財政）【千円】","D3203103_中学校費（市町村財政）【千円】","D3203104_高等学校費（市町村財政）【千円】","D3203105_特別支援学校費（市町村財政）【千円】","D3203106_幼稚園費（市町村財政）【千円】","D3203107_社会教育費（市町村財政）【千円】","D3203108_保健体育費（市町村財政）【千円】","D320311_災害復旧費（市町村財政）【千円】","D320312_公債費（市町村財政）（目的別歳出内訳）【千円】","D320401_人件費（市町村財政）【千円】","D320402_物件費（市町村財政）【千円】","D320403_維持補修費（市町村財政）【千円】","D320404_扶助費（市町村財政）【千円】","D320405_補助費等（市町村財政）【千円】","D320406_普通建設事業費（市町村財政）【千円】","D320407_災害復旧事業費（市町村財政）【千円】","D320408_失業対策事業費（市町村財政）【千円】","D320409_公債費（市町村財政）（性質別歳出内訳）【千円】"
"2011100000","2011年度","40134","福岡県 福岡市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","40135","福岡県 福岡市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","40136","福岡県 福岡市 城南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","40137","福岡県 福岡市 早良区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","43100","熊本県 熊本市","","9,762,056","28,994,592","7,443,258","16,645,870","2,537,719","6,986,276","23,958,968","5,283,205","3,016,868","1,188,526","0","1,227,248","4,980,591","4,855,018","138,509","33,055,977","48,498,744","28,238,092","2,063,581","75,875,261","17,364,186","33,817,635","138,509","0","33,055,496"
"2011100000","2011年度","43101","熊本県 熊本市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","43102","熊本県 熊本市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","43103","熊本県 熊本市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","43104","熊本県 熊本市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2011100000","2011年度","43105","熊本県 熊本市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01100","北海道 札幌市","","86,245,663","111,743,169","41,330,019","56,093,523","10,122,640","18,422,681","62,814,416","19,369,572","8,561,847","6,081,216","540,810","1,479,915","7,299,942","11,121,863","46,364","100,266,785","103,850,832","71,350,556","23,904,124","223,056,273","75,865,972","77,299,270","46,364","0","99,774,839"
"2010100000","2010年度","01101","北海道 札幌市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01102","北海道 札幌市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01103","北海道 札幌市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01104","北海道 札幌市 白石区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01105","北海道 札幌市 豊平区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01106","北海道 札幌市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01107","北海道 札幌市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01108","北海道 札幌市 厚別区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01109","北海道 札幌市 手稲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","01110","北海道 札幌市 清田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","04100","宮城県 仙台市","","24,421,025","54,642,444","14,756,183","33,247,237","3,751,203","13,336,476","39,050,032","6,506,124","3,446,711","3,698,360","379,330","1,324,929","8,958,471","9,594,659","386,506","61,682,557","65,654,633","50,378,849","7,898,516","77,993,826","35,025,717","42,805,455","386,506","0","61,507,023"
"2010100000","2010年度","04101","宮城県 仙台市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","04102","宮城県 仙台市 宮城野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","04103","宮城県 仙台市 若林区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","04104","宮城県 仙台市 太白区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","04105","宮城県 仙台市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11100","埼玉県 さいたま市","","24,433,436","78,433,831","14,872,882","58,113,916","656,754","14,604,672","45,881,715","11,258,502","5,487,804","3,488,216","283,586","46,566","7,777,512","8,020,641","76,025","43,907,507","75,257,960","59,056,335","5,016,610","88,536,033","23,820,246","71,308,221","76,025","0","43,870,579"
"2010100000","2010年度","11101","埼玉県 さいたま市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11102","埼玉県 さいたま市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11103","埼玉県 さいたま市 大宮区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11104","埼玉県 さいたま市 見沼区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11105","埼玉県 さいたま市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11106","埼玉県 さいたま市 桜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11107","埼玉県 さいたま市 浦和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11108","埼玉県 さいたま市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11109","埼玉県 さいたま市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","11110","埼玉県 さいたま市 岩槻区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12100","千葉県 千葉市","","35,783,742","45,061,256","15,328,592","25,646,375","2,159,554","11,259,885","32,676,572","7,968,440","4,638,194","1,611,614","164,457","0","5,445,945","6,160,466","124,137","61,331,587","57,977,808","42,545,280","6,767,885","74,479,263","40,576,743","36,532,840","124,137","0","60,957,524"
"2010100000","2010年度","12101","千葉県 千葉市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12102","千葉県 千葉市 花見川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12103","千葉県 千葉市 稲毛区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12104","千葉県 千葉市 若葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12105","千葉県 千葉市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","12106","千葉県 千葉市 美浜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","13101","東京都 千代田区","","1,570,041","6,721,887","2,288,548","1,397,983","1,997,108","262,860","7,253,460","1,859,770","1,446,782","722,457","0","650,841","1,478,522","560,362","0","1,014,530","11,556,579","8,992,129","601,776","3,875,416","4,419,806","5,025,602","0","0","1,014,530"
"2010100000","2010年度","13102","東京都 中央区","","3,799,360","10,282,757","2,364,670","4,737,214","1,563,664","266,251","10,492,116","3,777,318","858,877","0","0","1,088,665","1,944,055","1,623,219","9,296","979,887","15,234,568","13,575,166","971,436","7,451,609","7,044,555","13,396,923","9,296","0","978,645"
"2010100000","2010年度","13103","東京都 港区","","2,977,313","11,984,353","2,937,329","4,114,224","3,801,739","778,108","17,063,980","7,926,510","1,647,223","0","0","720,279","1,850,965","2,674,768","0","1,236,280","20,514,443","25,373,835","1,307,414","14,705,320","8,914,533","18,463,404","0","0","1,236,280"
"2010100000","2010年度","13104","東京都 新宿区","","2,563,353","10,805,015","2,581,176","5,529,766","1,902,387","1,441,733","16,323,350","2,750,517","4,286,763","0","137,349","1,331,672","2,757,221","2,035,206","0","3,337,648","28,291,474","21,112,279","1,451,739","36,527,589","7,099,783","15,558,968","0","0","3,337,180"
"2010100000","2010年度","13105","東京都 文京区","","785,851","4,488,883","1,768,215","1,724,347","614,860","641,810","9,623,040","2,083,993","1,277,540","0","0","824,448","2,431,180","1,505,911","5,374","2,615,602","19,334,815","12,404,399","361,558","12,294,123","4,334,032","4,494,365","5,374","0","2,615,156"
"2010100000","2010年度","13106","東京都 台東区","","6,036,629","4,846,416","1,704,235","1,659,925","995,741","691,169","7,413,661","1,301,665","611,943","0","0","754,726","2,180,498","1,214,907","0","4,163,175","15,859,714","11,543,170","834,967","29,741,411","5,806,206","4,599,819","0","0","4,162,817"
"2010100000","2010年度","13107","東京都 墨田区","","2,569,066","10,220,418","2,509,935","6,363,299","531,140","579,097","13,262,147","3,545,715","1,914,852","0","0","304,844","2,282,940","3,074,031","0","3,668,102","19,696,807","17,194,780","693,590","29,647,414","5,978,080","12,139,587","0","0","3,666,822"
"2010100000","2010年度","13108","東京都 江東区","","1,202,188","8,320,650","3,019,377","3,520,430","467,507","505,592","23,988,769","6,255,406","5,041,082","0","0","2,979,814","2,979,796","4,143,281","199,673","2,534,147","28,133,715","25,791,252","2,343,847","42,821,091","10,141,379","15,374,561","199,673","0","2,528,384"
"2010100000","2010年度","13109","東京都 品川区","","2,124,088","11,417,532","3,246,414","5,644,082","1,353,502","801,996","29,105,879","8,924,665","7,298,426","0","0","878,029","3,879,850","3,189,648","0","3,653,182","26,507,477","22,391,666","1,069,237","25,660,345","6,915,252","25,293,497","0","0","3,653,139"
"2010100000","2010年度","13110","東京都 目黒区","","2,713,005","6,273,928","1,742,056","2,539,969","1,349,467","846,155","11,556,735","2,457,334","1,014,059","0","0","251,178","2,758,661","2,324,220","0","7,292,800","22,768,299","14,861,331","968,118","16,147,920","5,254,543","6,263,546","0","0","7,291,914"
"2010100000","2010年度","13111","東京都 大田区","","3,071,292","24,579,650","5,541,830","9,603,542","1,381,931","1,072,668","21,188,376","4,566,529","4,009,879","0","125,327","0","2,118,375","6,364,993","0","9,024,623","45,668,100","32,025,859","3,111,321","67,064,674","12,750,346","20,070,495","0","0","9,014,784"
"2010100000","2010年度","13112","東京都 世田谷区","","1,679,681","36,221,151","7,876,986","22,697,449","1,994,572","678,319","38,078,838","14,713,137","5,859,305","0","0","631,027","5,274,203","5,282,805","0","9,245,813","50,949,358","39,173,491","504,997","55,263,110","16,955,309","42,544,198","0","0","9,230,594"
"2010100000","2010年度","13113","東京都 渋谷区","","1,132,578","5,484,550","1,072,974","2,759,947","858,805","542,678","14,061,120","2,628,181","1,708,250","0","0","284,767","5,496,217","2,296,490","0","2,737,095","20,950,159","14,610,009","429,819","14,446,989","5,218,340","13,843,032","0","0","2,737,023"
"2010100000","2010年度","13114","東京都 中野区","","897,507","11,574,595","1,393,917","9,149,191","570,765","869,880","9,364,914","3,211,053","1,319,256","0","0","252,255","1,533,878","1,345,627","0","7,179,908","23,577,067","13,075,201","965,104","26,622,648","4,757,083","12,296,284","0","0","7,178,221"
"2010100000","2010年度","13115","東京都 杉並区","","791,520","11,306,296","4,050,454","5,514,249","688,399","439,336","23,559,992","7,902,812","5,570,145","0","139,182","716,134","2,391,332","3,680,243","67,276","4,002,741","37,897,395","26,078,799","981,370","34,629,661","8,860,736","17,307,971","67,276","0","3,865,738"
"2010100000","2010年度","13116","東京都 豊島区","","752,797","15,526,219","2,102,943","10,861,359","1,155,069","438,082","8,067,448","2,018,290","1,528,166","0","0","474,266","1,847,918","1,320,494","0","6,176,649","21,041,227","14,768,569","545,092","25,698,214","4,462,922","13,159,873","0","0","6,175,589"
"2010100000","2010年度","13117","東京都 北区","","2,997,511","9,654,121","3,123,714","3,562,747","747,061","470,718","19,606,256","3,452,461","5,193,527","0","0","316,759","1,982,148","1,806,556","8,538","2,746,834","24,469,227","20,349,368","1,071,739","35,454,269","5,482,024","11,650,366","8,538","0","2,746,628"
"2010100000","2010年度","13118","東京都 荒川区","","2,051,518","4,726,508","1,719,186","2,074,443","569,644","533,426","8,427,409","2,471,287","1,329,869","0","0","531,982","1,275,189","1,293,372","0","3,094,888","16,670,009","12,040,691","394,151","24,413,335","4,540,192","7,407,793","0","0","3,094,865"
"2010100000","2010年度","13119","東京都 板橋区","","1,347,303","10,648,511","3,277,529","5,501,149","736,892","467,880","22,976,247","6,630,262","5,061,139","0","105,487","119,711","3,604,846","4,349,117","0","6,511,495","34,806,466","28,354,614","1,055,298","62,826,645","7,398,436","15,067,547","0","0","6,507,746"
"2010100000","2010年度","13120","東京都 練馬区","","2,148,838","25,792,035","7,251,938","15,176,468","479,796","947,308","28,029,299","9,734,012","4,036,841","0","0","406,281","4,064,016","5,694,991","0","10,418,602","45,341,557","31,475,879","2,562,748","64,857,036","12,418,383","28,698,785","0","0","10,418,024"
"2010100000","2010年度","13121","東京都 足立区","","1,954,087","18,928,391","5,190,645","9,082,490","1,568,967","562,240","33,208,262","7,791,567","5,952,741","0","0","170,700","5,389,337","4,554,428","0","12,767,110","38,118,932","31,330,309","1,020,971","82,999,580","13,209,468","21,852,455","0","0","12,761,710"
"2010100000","2010年度","13122","東京都 葛飾区","","3,964,866","16,585,040","3,580,747","9,791,295","181,109","753,778","17,783,060","3,907,898","2,535,800","0","116,606","162,541","3,008,653","3,472,037","0","4,441,072","30,394,598","19,113,400","1,882,162","50,019,500","8,436,012","15,592,840","0","0","4,440,930"
"2010100000","2010年度","13123","東京都 江戸川区","","2,610,257","24,725,156","5,414,836","13,853,279","34,353","491,154","31,758,915","10,253,121","3,451,532","0","0","390,337","4,498,793","6,584,376","89,148","2,006,231","36,528,258","32,956,323","4,088,409","74,901,591","15,959,545","20,584,691","89,148","0","2,005,139"
"2010100000","2010年度","14100","神奈川県 横浜市","","100,717,174","241,623,851","29,590,817","148,940,567","21,309,643","36,827,003","111,137,649","28,232,818","14,357,562","8,386,898","1,858,116","0","20,155,881","12,328,104","105,441","183,813,316","191,264,719","137,681,828","14,554,700","324,356,252","148,251,488","164,327,619","105,441","0","183,252,515"
"2010100000","2010年度","14101","神奈川県 横浜市 鶴見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14102","神奈川県 横浜市 神奈川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14103","神奈川県 横浜市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14104","神奈川県 横浜市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14105","神奈川県 横浜市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14106","神奈川県 横浜市 保土ケ谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14107","神奈川県 横浜市 磯子区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14108","神奈川県 横浜市 金沢区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14109","神奈川県 横浜市 港北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14110","神奈川県 横浜市 戸塚区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14111","神奈川県 横浜市 港南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14112","神奈川県 横浜市 旭区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14113","神奈川県 横浜市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14114","神奈川県 横浜市 瀬谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14115","神奈川県 横浜市 栄区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14116","神奈川県 横浜市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14117","神奈川県 横浜市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14118","神奈川県 横浜市 都筑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14130","神奈川県 川崎市","","35,311,983","109,466,232","14,382,401","52,971,306","31,770,566","15,412,269","52,539,622","17,618,144","8,004,886","5,382,307","352,799","2,372,792","5,166,485","7,240,162","0","75,147,850","98,388,261","55,556,767","7,166,538","129,125,282","43,157,520","91,960,716","0","0","74,802,604"
"2010100000","2010年度","14131","神奈川県 川崎市 川崎区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14132","神奈川県 川崎市 幸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14133","神奈川県 川崎市 中原区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14134","神奈川県 川崎市 高津区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14135","神奈川県 川崎市 多摩区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14136","神奈川県 川崎市 宮前区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14137","神奈川県 川崎市 麻生区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14150","神奈川県 相模原市","","13,275,633","36,053,680","13,253,016","19,366,396","2,110,787","7,472,828","18,444,831","3,802,113","2,280,603","0","0","390,774","3,208,081","4,301,032","4,617","20,020,314","43,775,539","29,960,611","3,038,517","55,116,211","10,074,281","34,393,858","4,617","0","19,977,733"
"2010100000","2010年度","14151","神奈川県 相模原市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14152","神奈川県 相模原市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","14153","神奈川県 相模原市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15100","新潟県 新潟市","","21,397,576","69,951,403","25,528,746","28,325,423","1,714,533","10,141,461","39,055,954","11,179,762","5,138,871","1,666,178","165,988","612,986","8,662,468","8,384,585","0","35,883,547","54,662,625","40,702,952","7,336,461","60,501,103","31,586,313","63,937,827","0","0","35,797,166"
"2010100000","2010年度","15101","新潟県 新潟市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15102","新潟県 新潟市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15103","新潟県 新潟市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15104","新潟県 新潟市 江南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15105","新潟県 新潟市 秋葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15106","新潟県 新潟市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15107","新潟県 新潟市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","15108","新潟県 新潟市 西蒲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22100","静岡県 静岡市","","4,709,106","60,396,833","25,292,728","29,306,304","2,658,846","8,965,442","22,699,247","4,433,028","2,232,953","2,052,294","0","693,953","4,641,140","5,903,797","637,268","38,767,295","47,061,099","31,913,358","4,083,193","47,059,635","24,755,583","50,669,301","636,118","0","38,767,295"
"2010100000","2010年度","22101","静岡県 静岡市 葵区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22102","静岡県 静岡市 駿河区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22103","静岡県 静岡市 清水区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22130","静岡県 浜松市","","9,994,776","46,117,583","18,213,690","21,041,272","1,254,268","9,378,128","32,397,020","8,501,525","3,556,781","818,571","0","3,818,601","6,689,763","5,630,271","408,568","36,347,717","46,932,266","34,330,880","4,924,845","52,664,202","19,541,256","57,971,473","408,503","0","36,310,345"
"2010100000","2010年度","22138","静岡県 浜松市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22139","静岡県 浜松市 浜名区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","22140","静岡県 浜松市 天竜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23100","愛知県 名古屋市","","92,069,788","165,151,143","30,242,681","101,336,744","17,934,299","28,269,093","90,377,862","16,198,596","7,644,466","11,462,945","693,313","1,561,193","24,612,657","13,510,458","0","145,495,653","173,080,624","80,473,303","21,371,514","221,874,461","119,127,058","88,359,011","0","0","145,097,731"
"2010100000","2010年度","23101","愛知県 名古屋市 千種区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23102","愛知県 名古屋市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23103","愛知県 名古屋市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23104","愛知県 名古屋市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23105","愛知県 名古屋市 中村区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23106","愛知県 名古屋市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23107","愛知県 名古屋市 昭和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23108","愛知県 名古屋市 瑞穂区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23109","愛知県 名古屋市 熱田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23110","愛知県 名古屋市 中川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23111","愛知県 名古屋市 港区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23112","愛知県 名古屋市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23113","愛知県 名古屋市 守山区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23114","愛知県 名古屋市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2010100000","2010年度","23115","愛知県 名古屋市 名東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
