"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D2201","D2209","D320101","D320102","D320108","D320113","D320121","D3203","D320301","D320302","D320303","D3203031","D3203032","D3203033","D3203034","D3203035","D320304","D3203042","D3203043","D3203044","D320305","D3203051","D320306"
"調査年 コード","調査年","地域 コード","地域","/項目","D2201_財政力指数（市町村財政）【‐】","D2209_一般財源（市町村財政）【千円】","D320101_地方税（市町村財政）【千円】","D320102_地方譲与税（市町村財政）【千円】","D320108_地方交付税（市町村財政）【千円】","D320113_国庫支出金（市町村財政）【千円】","D320121_地方債（市町村財政）【千円】","D3203_歳出決算総額（市町村財政）【千円】","D320301_議会費（市町村財政）【千円】","D320302_総務費（市町村財政）【千円】","D320303_民生費（市町村財政）【千円】","D3203031_社会福祉費（市町村財政）【千円】","D3203032_老人福祉費（市町村財政）【千円】","D3203033_児童福祉費（市町村財政）【千円】","D3203034_生活保護費（市町村財政）【千円】","D3203035_災害救助費（市町村財政）【千円】","D320304_衛生費（市町村財政）【千円】","D3203042_保健衛生費（市町村財政）【千円】","D3203043_保健所費（市町村財政）【千円】","D3203044_清掃費（市町村財政）【千円】","D320305_労働費（市町村財政）【千円】","D3203051_失業対策費（市町村財政）【千円】","D320306_農林水産業費（市町村財政）【千円】"
"2007100000","2007年度","27381","大阪府 太子町","","0.65","2,915,213","1,765,329","45,470","1,097,320","161,230","300,824","4,117,456","103,327","936,242","1,004,154","349,631","293,255","361,268","0","0","351,881","102,037","0","249,844","0","***","39,653"
"2007100000","2007年度","27382","大阪府 河南町","","0.57","3,265,133","1,744,611","61,444","1,447,174","124,123","245,200","4,514,316","120,784","739,851","1,150,967","496,957","323,532","330,428","0","50","462,675","159,945","0","300,906","224","***","148,650"
"2007100000","2007年度","27383","大阪府 千早赤阪村","","0.44","1,716,811","675,178","26,298","1,011,621","71,587","269,780","2,699,507","80,097","684,074","529,466","199,239","213,304","116,903","0","20","251,428","101,308","0","149,257","0","***","61,778"
"2007100000","2007年度","28100","兵庫県 神戸市","","0.69","364,586,961","275,922,938","5,811,374","81,106,845","99,280,430","49,293,000","738,002,348","2,009,833","57,537,531","216,437,251","49,005,245","36,802,282","58,466,063","71,955,062","208,599","47,821,169","20,163,983","2,832,428","24,255,042","3,184,787","***","14,651,164"
"2007100000","2007年度","28101","兵庫県 神戸市 東灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28102","兵庫県 神戸市 灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28105","兵庫県 神戸市 兵庫区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28106","兵庫県 神戸市 長田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28107","兵庫県 神戸市 須磨区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28108","兵庫県 神戸市 垂水区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28109","兵庫県 神戸市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28110","兵庫県 神戸市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","28111","兵庫県 神戸市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","33100","岡山県 岡山市","","0.76","143,943,533","112,540,809","2,595,308","28,025,502","26,920,729","20,920,609","227,237,619","1,155,459","18,143,996","71,183,657","15,473,424","12,569,475","26,607,957","16,532,697","104","20,593,762","6,669,350","1,255,041","12,532,011","333,140","***","9,115,595"
"2007100000","2007年度","33101","岡山県 岡山市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","33102","岡山県 岡山市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","33103","岡山県 岡山市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","33104","岡山県 岡山市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34100","広島県 広島市","","0.79","257,247,740","210,143,262","4,252,232","41,393,490","86,828,101","51,827,573","528,463,822","1,597,435","34,102,893","126,921,503","32,624,344","18,803,023","43,312,981","32,177,372","3,783","70,294,876","49,745,933","2,785,203","17,675,443","905,124","***","4,779,323"
"2007100000","2007年度","34101","広島県 広島市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34102","広島県 広島市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34103","広島県 広島市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34104","広島県 広島市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34105","広島県 広島市 安佐南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34106","広島県 広島市 安佐北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34107","広島県 広島市 安芸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","34108","広島県 広島市 佐伯区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40100","福岡県 北九州市","","0.69","231,492,579","168,622,537","4,139,867","57,711,725","59,816,594","51,339,800","493,412,754","1,703,631","42,712,233","135,256,719","37,718,633","22,567,011","43,931,577","31,025,838","13,660","30,249,623","14,378,020","758,480","14,681,449","975,089","***","2,465,198"
"2007100000","2007年度","40101","福岡県 北九州市 門司区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40103","福岡県 北九州市 若松区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40105","福岡県 北九州市 戸畑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40106","福岡県 北九州市 小倉北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40107","福岡県 北九州市 小倉南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40108","福岡県 北九州市 八幡東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40109","福岡県 北九州市 八幡西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40130","福岡県 福岡市","","0.83","317,651,442","270,492,309","7,083,467","38,086,540","86,284,734","67,366,800","667,156,778","1,766,271","49,217,547","171,366,079","42,529,486","22,840,616","53,120,467","52,861,555","13,955","49,130,897","13,158,275","6,062,072","29,664,637","0","***","7,475,685"
"2007100000","2007年度","40131","福岡県 福岡市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40132","福岡県 福岡市 博多区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40133","福岡県 福岡市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40134","福岡県 福岡市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40135","福岡県 福岡市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40136","福岡県 福岡市 城南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","40137","福岡県 福岡市 早良区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","43100","熊本県 熊本市","","-","133,290,248","96,296,688","2,182,194","34,083,999","34,732,425","22,236,329","235,558,042","1,248,219","23,792,478","78,470,156","18,973,211","13,503,347","27,384,362","18,600,375","8,861","16,669,585","6,961,950","1,507,027","8,083,891","256,331","***","4,221,175"
"2007100000","2007年度","43101","熊本県 熊本市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","43102","熊本県 熊本市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","43103","熊本県 熊本市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","43104","熊本県 熊本市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2007100000","2007年度","43105","熊本県 熊本市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01100","北海道 札幌市","","0.67","405,292,647","265,979,943","19,092,745","113,087,111","115,737,190","43,496,000","773,343,073","1,772,705","50,920,202","255,739,310","65,219,052","36,345,887","57,026,851","97,127,520","20,000","50,758,769","27,739,121","2,815,585","19,645,162","1,381,808","***","1,138,060"
"2006100000","2006年度","01101","北海道 札幌市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01102","北海道 札幌市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01103","北海道 札幌市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01104","北海道 札幌市 白石区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01105","北海道 札幌市 豊平区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01106","北海道 札幌市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01107","北海道 札幌市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01108","北海道 札幌市 厚別区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01109","北海道 札幌市 手稲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","01110","北海道 札幌市 清田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","04100","宮城県 仙台市","","0.82","214,824,465","169,560,376","10,073,063","30,207,544","41,427,339","49,863,600","390,316,058","1,604,957","35,721,525","91,456,421","23,478,666","16,755,942","32,749,773","18,470,720","1,320","27,301,036","13,868,227","2,175,211","11,037,391","466,434","***","1,914,499"
"2006100000","2006年度","04101","宮城県 仙台市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","04102","宮城県 仙台市 宮城野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","04103","宮城県 仙台市 若林区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","04104","宮城県 仙台市 太白区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","04105","宮城県 仙台市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11100","埼玉県 さいたま市","","0.99","222,858,378","203,616,856","10,508,252","2,222,268","40,322,385","46,190,400","376,503,176","1,694,936","39,590,034","94,865,615","26,416,792","17,051,481","32,155,630","19,235,752","5,960","42,079,331","24,103,497","871,444","17,052,837","891,684","***","1,353,487"
"2006100000","2006年度","11101","埼玉県 さいたま市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11102","埼玉県 さいたま市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11103","埼玉県 さいたま市 大宮区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11104","埼玉県 さいたま市 見沼区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11105","埼玉県 さいたま市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11106","埼玉県 さいたま市 桜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11107","埼玉県 さいたま市 浦和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11108","埼玉県 さいたま市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11109","埼玉県 さいたま市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","11110","埼玉県 さいたま市 岩槻区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12100","千葉県 千葉市","","0.99","182,161,060","167,704,852","8,779,861","541,245","37,666,113","66,390,500","348,402,892","1,340,923","32,836,850","88,121,633","23,437,935","13,681,911","29,840,168","21,159,069","2,550","36,706,419","19,876,405","1,493,891","15,176,036","528,716","***","2,557,186"
"2006100000","2006年度","12101","千葉県 千葉市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12102","千葉県 千葉市 花見川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12103","千葉県 千葉市 稲毛区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12104","千葉県 千葉市 若葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12105","千葉県 千葉市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","12106","千葉県 千葉市 美浜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","13101","東京都 千代田区","","-","17,373,029","16,032,661","529,836","0","2,947,786","0","42,675,005","548,327","11,014,742","7,903,753","1,956,539","2,036,028","2,769,237","1,141,949","0","3,731,899","1,396,210","112,963","2,181,265","89,616","***","0"
"2006100000","2006年度","13102","東京都 中央区","","-","21,716,565","19,895,497","780,092","0","4,880,002","200,000","64,633,622","569,388","12,572,036","14,448,088","3,361,409","3,853,550","5,469,651","1,763,338","140","5,862,723","1,643,590","874,284","3,311,204","172,764","***","28,862"
"2006100000","2006年度","13103","東京都 港区","","-","73,379,437","67,378,804","1,164,477","0","6,061,970","0","104,064,952","614,474","26,830,933","30,009,464","7,098,991","7,395,439","11,079,034","4,435,153","847","8,039,620","3,179,519","429,119","4,386,418","210,986","***","0"
"2006100000","2006年度","13104","東京都 新宿区","","-","45,020,074","41,003,813","1,644,318","0","15,377,754","1,240,000","107,055,428","670,002","15,918,716","45,396,682","10,344,218","6,476,846","12,410,061","16,163,977","1,580","12,873,556","4,564,109","1,107,895","7,006,384","480,961","***","0"
"2006100000","2006年度","13105","東京都 文京区","","-","32,368,491","29,335,911","982,585","0","6,702,489","700,000","83,362,982","584,577","18,506,036","21,401,994","5,357,493","4,410,557","7,810,567","3,822,884","493","6,917,121","2,601,156","374,058","3,452,505","126,284","***","0"
"2006100000","2006年度","13106","東京都 台東区","","-","19,293,663","17,431,085","1,126,135","0","14,265,253","961,000","84,108,109","584,513","13,125,730","36,908,823","6,579,214","6,355,785","6,468,233","17,504,466","1,125","7,702,377","2,294,054","990,483","4,302,245","277,340","***","0"
"2006100000","2006年度","13107","東京都 墨田区","","-","19,888,441","17,092,758","1,930,876","0","11,767,513","1,327,700","86,008,743","593,819","11,631,530","39,735,541","9,803,177","5,370,059","12,599,330","11,962,975","0","7,435,375","2,286,716","901,689","4,151,073","285,134","***","0"
"2006100000","2006年度","13108","東京都 江東区","","-","39,543,807","34,545,264","3,331,368","0","15,458,694","1,842,000","139,624,922","755,093","26,769,438","55,994,238","14,446,119","8,213,931","20,153,633","13,180,555","0","12,989,576","4,532,740","1,221,943","7,141,469","86,696","***","0"
"2006100000","2006年度","13109","東京都 品川区","","-","41,804,519","37,516,636","2,053,670","0","15,231,285","2,226,300","133,231,827","737,131","23,200,547","42,349,777","9,987,941","6,763,393","16,575,684","9,020,097","2,662","11,481,180","4,142,444","641,933","6,594,430","338,513","***","0"
"2006100000","2006年度","13110","東京都 目黒区","","-","46,374,072","42,131,797","1,373,883","0","6,391,784","6,260,000","91,524,899","650,594","13,744,896","30,767,266","7,563,836","7,440,023","10,350,008","5,413,399","0","7,341,072","2,491,788","915,568","3,898,252","387,540","***","6,962"
"2006100000","2006年度","13111","東京都 大田区","","-","77,088,240","68,011,849","5,067,051","0","25,288,463","2,377,000","214,758,113","925,294","33,265,531","91,192,314","23,718,553","13,860,770","28,299,719","25,311,208","2,064","15,245,024","5,124,927","773,909","9,143,048","92,931","***","15,013"
"2006100000","2006年度","13112","東京都 世田谷区","","-","127,203,657","114,813,896","4,458,867","0","18,261,259","1,717,000","215,834,984","871,133","32,282,967","75,567,660","21,174,965","13,446,247","26,711,990","14,231,934","2,524","20,235,423","6,499,145","1,207,931","12,450,291","148,469","***","175,401"
"2006100000","2006年度","13113","東京都 渋谷区","","-","55,360,310","50,464,663","1,235,693","0","5,170,857","1,355,000","79,949,959","680,303","23,172,032","27,415,340","6,588,649","7,161,712","8,481,676","5,181,743","1,560","8,160,502","2,689,800","413,142","5,006,051","225,717","***","0"
"2006100000","2006年度","13114","東京都 中野区","","-","32,756,743","29,021,386","1,909,724","0","10,614,718","0","91,709,022","823,514","13,725,960","39,592,434","9,752,180","5,597,942","12,485,295","11,756,312","705","8,393,798","2,417,170","1,034,964","4,856,834","227,945","***","4,431"
"2006100000","2006年度","13115","東京都 杉並区","","-","70,708,810","63,810,677","2,808,165","0","12,399,463","0","141,690,616","794,742","31,306,552","54,656,234","13,631,459","10,122,362","19,107,871","11,784,619","9,923","13,994,203","4,527,379","965,392","8,329,265","470,184","***","60,352"
"2006100000","2006年度","13116","東京都 豊島区","","-","28,813,445","25,912,561","1,512,651","0","12,970,540","1,368,000","89,288,079","601,677","12,590,155","36,888,364","9,104,503","6,519,751","10,743,609","10,519,781","720","7,309,195","2,531,838","497,544","4,203,403","259,139","***","0"
"2006100000","2006年度","13117","東京都 北区","","-","26,826,283","22,852,802","2,686,910","0","15,720,568","1,681,400","116,032,376","781,666","16,078,554","55,343,482","12,480,152","11,077,453","15,531,893","16,252,547","1,437","8,957,233","3,425,756","660,096","4,787,973","103,385","***","3"
"2006100000","2006年度","13118","東京都 荒川区","","-","14,576,591","12,398,099","1,532,355","0","12,095,653","804,600","80,659,935","536,947","14,785,393","34,059,747","9,265,930","4,752,598","9,566,031","10,475,108","80","6,655,765","2,533,501","624,615","3,441,714","68,867","***","0"
"2006100000","2006年度","13119","東京都 板橋区","","-","44,826,313","38,439,981","4,188,402","0","24,486,144","3,640,000","166,133,193","865,593","19,279,192","79,961,089","17,386,311","10,827,814","26,561,504","25,183,430","2,030","16,690,385","5,797,589","2,921,896","7,872,977","57,092","***","109,668"
"2006100000","2006年度","13120","東京都 練馬区","","-","66,968,896","58,882,807","4,396,238","0","24,566,973","3,666,400","200,938,395","927,177","37,076,608","84,843,556","20,047,451","11,012,923","30,621,256","23,160,281","1,645","16,490,066","5,747,427","1,498,817","9,098,713","376,874","***","166,657"
"2006100000","2006年度","13121","東京都 足立区","","-","45,126,603","37,603,969","5,533,985","0","35,421,723","4,313,000","219,871,695","919,671","20,914,021","100,583,781","23,946,581","11,282,810","29,826,688","35,526,491","1,211","14,682,809","4,120,617","1,750,534","8,740,532","428,922","***","78,298"
"2006100000","2006年度","13122","東京都 葛飾区","","-","32,178,549","26,920,394","3,813,419","0","19,768,976","0","146,034,507","748,781","13,403,603","63,618,395","15,877,997","7,367,932","22,712,299","17,660,167","0","12,359,578","3,844,105","2,403,376","6,013,041","448,680","***","62,875"
"2006100000","2006年度","13123","東京都 江戸川区","","-","52,204,783","44,152,278","5,528,422","0","25,942,122","1,490,000","209,227,484","850,454","20,893,662","82,951,453","20,762,861","10,347,210","28,556,789","23,283,893","700","16,282,533","5,024,308","1,827,875","9,311,228","316,990","***","136,262"
"2006100000","2006年度","14100","神奈川県 横浜市","","0.95","750,324,855","685,452,404","29,565,547","13,614,412","150,038,806","127,680,717","1,312,066,857","2,961,861","92,838,439","370,024,935","89,359,925","63,439,492","121,408,558","95,599,485","217,475","97,915,909","46,121,131","7,325,616","44,045,190","1,990,076","***","2,160,563"
"2006100000","2006年度","14101","神奈川県 横浜市 鶴見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14102","神奈川県 横浜市 神奈川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14103","神奈川県 横浜市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14104","神奈川県 横浜市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14105","神奈川県 横浜市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14106","神奈川県 横浜市 保土ケ谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14107","神奈川県 横浜市 磯子区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14108","神奈川県 横浜市 金沢区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14109","神奈川県 横浜市 港北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14110","神奈川県 横浜市 戸塚区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14111","神奈川県 横浜市 港南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14112","神奈川県 横浜市 旭区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14113","神奈川県 横浜市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14114","神奈川県 横浜市 瀬谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14115","神奈川県 横浜市 栄区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14116","神奈川県 横浜市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14117","神奈川県 横浜市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14118","神奈川県 横浜市 都筑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14130","神奈川県 川崎市","","1.04","290,236,420","270,262,937","11,393,979","566,092","59,994,596","56,472,600","521,732,854","1,768,385","46,339,521","147,148,155","36,882,160","23,262,617","40,327,179","46,670,576","5,623","56,438,568","26,740,692","3,207,022","26,316,418","466,898","***","557,475"
"2006100000","2006年度","14131","神奈川県 川崎市 川崎区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14132","神奈川県 川崎市 幸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14133","神奈川県 川崎市 中原区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14134","神奈川県 川崎市 高津区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14135","神奈川県 川崎市 多摩区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14136","神奈川県 川崎市 宮前区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14137","神奈川県 川崎市 麻生区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14150","神奈川県 相模原市","","1.00","119,999,151","106,217,531","6,585,069","4,187,141","20,827,632","13,864,800","190,143,676","1,070,019","22,373,929","57,711,438","16,875,735","8,137,042","21,716,301","10,981,820","540","18,575,664","5,886,863","1,429,616","11,174,887","798,963","***","1,134,943"
"2006100000","2006年度","14151","神奈川県 相模原市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14152","神奈川県 相模原市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","14153","神奈川県 相模原市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","15100","新潟県 新潟市","","0.69","170,293,623","111,695,857","8,966,950","46,723,196","25,779,637","32,867,800","294,125,459","1,330,790","29,754,017","76,703,167","16,172,414","16,425,771","30,813,133","13,291,849","0","24,702,361","10,828,697","1,591,070","12,245,122","1,447,438","***","7,602,894"
