"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D2201","D2209","D320101","D320102","D320108","D320113","D320121","D3203","D320301","D320302","D320303","D3203031","D3203032","D3203033","D3203034","D3203035","D320304","D3203042","D3203043","D3203044","D320305","D3203051","D320306"
"調査年 コード","調査年","地域 コード","地域","/項目","D2201_財政力指数（市町村財政）【‐】","D2209_一般財源（市町村財政）【千円】","D320101_地方税（市町村財政）【千円】","D320102_地方譲与税（市町村財政）【千円】","D320108_地方交付税（市町村財政）【千円】","D320113_国庫支出金（市町村財政）【千円】","D320121_地方債（市町村財政）【千円】","D3203_歳出決算総額（市町村財政）【千円】","D320301_議会費（市町村財政）【千円】","D320302_総務費（市町村財政）【千円】","D320303_民生費（市町村財政）【千円】","D3203031_社会福祉費（市町村財政）【千円】","D3203032_老人福祉費（市町村財政）【千円】","D3203033_児童福祉費（市町村財政）【千円】","D3203034_生活保護費（市町村財政）【千円】","D3203035_災害救助費（市町村財政）【千円】","D320304_衛生費（市町村財政）【千円】","D3203042_保健衛生費（市町村財政）【千円】","D3203043_保健所費（市町村財政）【千円】","D3203044_清掃費（市町村財政）【千円】","D320305_労働費（市町村財政）【千円】","D3203051_失業対策費（市町村財政）【千円】","D320306_農林水産業費（市町村財政）【千円】"
"2014100000","2014年度","28101","兵庫県 神戸市 東灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28102","兵庫県 神戸市 灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28105","兵庫県 神戸市 兵庫区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28106","兵庫県 神戸市 長田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28107","兵庫県 神戸市 須磨区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28108","兵庫県 神戸市 垂水区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28109","兵庫県 神戸市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28110","兵庫県 神戸市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","28111","兵庫県 神戸市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","33100","岡山県 岡山市","","0.78","142,420,507","112,934,849","2,704,976","26,352,401","48,358,919","49,157,000","282,819,404","1,208,930","24,788,836","108,287,020","26,400,078","17,698,971","40,193,139","23,994,794","38","35,856,189","20,171,593","1,361,722","14,220,988","238,011","0","6,376,967"
"2014100000","2014年度","33101","岡山県 岡山市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","33102","岡山県 岡山市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","33103","岡山県 岡山市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","33104","岡山県 岡山市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34100","広島県 広島市","","0.82","245,255,618","204,132,746","3,222,061","37,240,477","118,178,625","68,617,134","554,126,925","1,571,179","28,935,437","193,898,165","47,501,729","27,068,538","70,471,177","46,962,802","1,893,919","70,416,179","51,597,453","2,047,266","16,694,464","1,514,651","0","4,350,260"
"2014100000","2014年度","34101","広島県 広島市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34102","広島県 広島市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34103","広島県 広島市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34104","広島県 広島市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34105","広島県 広島市 安佐南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34106","広島県 広島市 安佐北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34107","広島県 広島市 安芸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","34108","広島県 広島市 佐伯区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40100","福岡県 北九州市","","0.71","213,827,901","157,555,165","3,164,981","52,633,325","96,623,320","70,037,200","517,271,710","1,661,908","33,746,249","189,647,986","49,950,047","32,346,541","57,909,901","49,429,122","12,375","31,592,463","16,488,335","651,807","14,035,933","1,652,901","0","2,377,470"
"2014100000","2014年度","40101","福岡県 北九州市 門司区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40103","福岡県 北九州市 若松区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40105","福岡県 北九州市 戸畑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40106","福岡県 北九州市 小倉北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40107","福岡県 北九州市 小倉南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40108","福岡県 北九州市 八幡東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40109","福岡県 北九州市 八幡西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40130","福岡県 福岡市","","0.86","318,805,037","282,135,984","6,208,076","29,839,480","135,914,791","77,880,000","779,107,078","1,811,417","44,981,939","266,774,130","60,649,671","33,363,018","87,921,048","84,824,083","16,310","48,384,459","19,616,043","3,045,687","25,528,197","800,409","0","4,192,659"
"2014100000","2014年度","40131","福岡県 福岡市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40132","福岡県 福岡市 博多区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40133","福岡県 福岡市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40134","福岡県 福岡市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40135","福岡県 福岡市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40136","福岡県 福岡市 城南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","40137","福岡県 福岡市 早良区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","43100","熊本県 熊本市","","0.70","135,881,564","98,325,268","2,084,479","35,109,040","62,495,848","43,835,100","297,382,812","1,093,783","25,066,626","125,095,602","32,316,199","18,787,708","44,272,020","29,698,780","20,895","20,118,533","9,922,172","210,301","9,845,642","684,062","0","5,456,294"
"2014100000","2014年度","43101","熊本県 熊本市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","43102","熊本県 熊本市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","43103","熊本県 熊本市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","43104","熊本県 熊本市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2014100000","2014年度","43105","熊本県 熊本市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01100","北海道 札幌市","","0.69","382,324,918","279,543,903","5,549,937","96,269,848","184,276,298","82,885,000","840,973,691","1,892,105","57,215,108","354,045,529","85,739,618","49,608,927","83,859,204","134,828,972","8,808","41,283,794","19,502,451","2,427,697","19,078,579","1,344,975","0","663,153"
"2013100000","2013年度","01101","北海道 札幌市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01102","北海道 札幌市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01103","北海道 札幌市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01104","北海道 札幌市 白石区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01105","北海道 札幌市 豊平区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01106","北海道 札幌市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01107","北海道 札幌市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01108","北海道 札幌市 厚別区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01109","北海道 札幌市 手稲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","01110","北海道 札幌市 清田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","04100","宮城県 仙台市","","0.85","220,557,189","175,904,623","2,925,706","41,237,808","117,108,368","55,274,540","539,894,283","1,492,986","72,477,340","139,406,567","34,854,351","21,843,054","52,369,087","28,574,176","1,765,899","28,346,578","14,748,242","2,104,590","11,339,774","3,839,411","0","3,888,250"
"2013100000","2013年度","04101","宮城県 仙台市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","04102","宮城県 仙台市 宮城野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","04103","宮城県 仙台市 若林区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","04104","宮城県 仙台市 太白区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","04105","宮城県 仙台市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11100","埼玉県 さいたま市","","0.97","230,931,766","219,191,295","3,010,499","7,766,781","71,131,634","50,288,912","433,500,182","1,614,989","41,583,624","152,057,920","34,423,428","23,772,283","58,500,164","35,358,725","3,320","42,829,405","16,124,529","922,018","25,690,914","530,446","0","1,145,012"
"2013100000","2013年度","11101","埼玉県 さいたま市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11102","埼玉県 さいたま市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11103","埼玉県 さいたま市 大宮区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11104","埼玉県 さいたま市 見沼区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11105","埼玉県 さいたま市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11106","埼玉県 さいたま市 桜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11107","埼玉県 さいたま市 浦和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11108","埼玉県 さいたま市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11109","埼玉県 さいたま市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","11110","埼玉県 さいたま市 岩槻区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12100","千葉県 千葉市","","0.95","183,529,061","172,107,793","2,647,862","8,142,838","55,007,602","40,387,967","363,314,502","1,309,546","32,120,202","126,274,009","28,658,466","17,197,334","46,137,107","34,156,151","124,951","27,622,631","13,681,222","1,375,635","12,440,916","392,905","0","1,609,893"
"2013100000","2013年度","12101","千葉県 千葉市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12102","千葉県 千葉市 花見川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12103","千葉県 千葉市 稲毛区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12104","千葉県 千葉市 若葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12105","千葉県 千葉市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","12106","千葉県 千葉市 美浜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","13101","東京都 千代田区","","-","15,729,362","15,419,584","300,447","0","2,832,879","0","46,567,428","578,105","12,580,513","12,581,552","2,445,729","3,391,645","5,084,692","1,659,486","0","4,273,109","1,762,686","143,711","2,343,320","100,234","0","0"
"2013100000","2013年度","13102","東京都 中央区","","-","23,050,189","22,595,739","390,106","0","6,968,180","612,000","75,909,234","625,088","11,748,831","24,724,069","3,947,332","6,390,263","11,855,235","2,531,229","10","6,020,894","2,240,168","733,206","3,010,380","201,218","0","57,450"
"2013100000","2013年度","13103","東京都 港区","","-","62,088,389","61,574,956","452,179","0","9,586,413","0","106,227,736","717,192","15,501,774","43,481,261","8,685,988","8,535,037","20,845,203","5,414,153","880","11,015,781","6,096,325","456,636","4,427,092","294,113","0","0"
"2013100000","2013年度","13104","東京都 新宿区","","-","41,134,491","40,571,076","478,375","0","24,002,582","1,196,000","129,947,807","757,664","17,049,626","68,018,625","14,742,156","8,973,084","20,324,755","23,935,855","42,775","14,436,792","4,736,188","2,045,299","7,491,190","838,383","0","0"
"2013100000","2013年度","13105","東京都 文京区","","-","29,107,093","28,780,298","271,516","0","8,197,547","500,000","75,879,584","648,725","11,344,080","31,785,593","7,172,872","5,667,245","13,119,121","5,819,726","6,629","6,435,424","2,882,063","126,975","3,353,712","148,756","0","0"
"2013100000","2013年度","13106","東京都 台東区","","-","19,336,265","18,917,088","316,992","0","20,530,707","998,000","87,643,384","651,979","9,990,896","48,188,364","8,658,580","7,196,784","9,750,265","22,582,252","483","7,531,603","2,657,369","994,451","3,807,111","246,424","0","0"
"2013100000","2013年度","13107","東京都 墨田区","","-","21,709,056","21,181,504","361,702","0","19,654,404","1,926,000","98,980,599","637,145","10,976,132","54,962,388","11,190,344","7,515,027","18,195,375","18,061,642","0","7,208,382","2,692,429","821,507","3,635,792","317,264","0","0"
"2013100000","2013年度","13108","東京都 江東区","","-","46,166,505","45,145,203","665,757","0","27,902,387","1,550,000","167,417,115","873,706","25,826,962","83,240,984","18,010,549","10,792,183","34,610,981","19,827,271","0","15,878,118","7,977,016","1,068,833","6,699,882","188,084","0","0"
"2013100000","2013年度","13109","東京都 品川区","","-","42,747,197","42,044,118","542,384","0","20,751,261","0","129,744,047","843,684","16,243,709","60,271,964","10,344,602","12,092,101","24,438,105","13,336,631","60,525","10,663,414","4,473,780","451,129","5,645,362","531,218","0","0"
"2013100000","2013年度","13110","東京都 目黒区","","-","40,759,836","40,318,474","366,948","0","9,393,142","181,000","83,205,251","696,215","13,816,574","37,333,897","8,539,920","7,514,813","14,802,151","6,472,143","4,870","7,806,466","2,732,426","818,623","4,225,725","208,595","0","7,162"
"2013100000","2013年度","13111","東京都 大田区","","-","70,159,743","67,949,947","1,777,262","0","43,349,120","4,305,000","224,512,381","1,053,164","24,785,166","121,060,945","25,978,530","17,063,551","41,619,043","36,350,346","49,475","16,263,044","6,778,186","612,372","8,710,622","124,460","0","18,863"
"2013100000","2013年度","13112","東京都 世田谷区","","-","110,636,407","109,088,835","1,205,230","0","35,923,524","2,498,000","236,604,316","925,787","29,051,524","114,266,880","28,515,299","18,056,325","44,972,203","22,623,477","99,576","19,720,249","6,619,245","1,098,972","11,928,472","346,423","0","193,196"
"2013100000","2013年度","13113","東京都 渋谷区","","-","43,873,980","43,427,180","403,143","0","8,442,990","116,000","72,276,923","753,311","12,987,089","34,691,377","7,958,331","7,326,195","12,259,253","7,146,563","1,035","7,292,552","2,760,898","277,126","4,200,176","193,138","18,032","0"
"2013100000","2013年度","13114","東京都 中野区","","-","31,005,460","30,483,675","409,827","0","20,477,281","4,952,000","112,491,549","857,458","13,039,177","53,437,249","13,393,961","7,260,444","16,630,938","16,071,700","80,206","7,966,940","2,872,857","378,700","4,658,587","304,993","0","2,687"
"2013100000","2013年度","13115","東京都 杉並区","","-","60,538,824","59,626,500","726,419","0","23,906,384","3,290,000","161,697,495","968,643","25,590,618","81,333,018","18,005,644","15,000,698","31,633,253","16,683,670","9,753","13,590,814","3,986,233","988,165","8,452,611","561,213","0","63,195"
"2013100000","2013年度","13116","東京都 豊島区","","-","30,411,297","29,860,468","437,413","0","19,685,514","310,000","102,046,142","671,958","16,700,678","50,160,959","11,135,081","7,362,582","15,051,045","16,542,240","70,011","7,042,410","2,940,837","348,475","3,684,594","156,366","0","0"
"2013100000","2013年度","13117","東京都 北区","","-","26,730,657","26,114,483","453,381","0","23,513,404","3,262,000","127,958,413","851,429","16,578,728","67,200,669","14,074,718","10,271,481","21,814,935","21,005,680","33,855","8,513,006","3,335,207","613,536","4,516,269","196,433","0","3"
"2013100000","2013年度","13118","東京都 荒川区","","-","15,830,123","15,393,555","274,498","0","16,081,128","213,000","82,996,234","612,471","9,722,615","45,751,856","9,782,811","6,235,102","15,658,006","14,075,712","225","6,273,401","2,552,181","603,579","3,085,505","122,818","0","0"
"2013100000","2013年度","13119","東京都 板橋区","","-","43,540,528","42,380,001","776,274","0","40,277,098","2,311,000","176,683,274","915,792","17,319,706","108,205,199","21,514,607","13,354,139","35,248,665","38,025,921","61,867","14,206,914","5,774,413","1,058,756","7,251,533","173,251","0","102,784"
"2013100000","2013年度","13120","東京都 練馬区","","-","63,022,497","61,609,767","1,011,227","0","43,333,976","4,536,400","225,771,180","1,074,860","20,543,673","124,606,086","25,298,809","16,302,927","49,516,495","33,484,298","3,557","17,522,070","5,939,513","1,098,749","10,235,081","826,553","0","262,266"
"2013100000","2013年度","13121","東京都 足立区","","-","45,809,432","44,189,273","1,033,828","0","57,259,193","4,289,200","254,187,976","941,372","23,049,879","141,457,437","32,026,091","16,636,180","43,529,049","49,261,163","4,954","15,330,121","4,910,600","2,642,503","7,737,478","1,011,385","0","91,524"
"2013100000","2013年度","13122","東京都 葛飾区","","-","32,572,491","31,525,992","666,459","0","32,057,642","4,595,000","167,360,022","814,076","19,084,907","86,627,109","17,910,755","10,858,329","31,436,686","26,417,781","3,558","11,016,332","3,678,214","1,161,543","6,099,658","596,433","0","32,203"
"2013100000","2013年度","13123","東京都 江戸川区","","-","51,410,981","49,858,325","1,043,330","0","49,684,551","1,254,000","233,447,367","886,563","31,085,685","121,945,305","25,686,667","13,488,008","41,494,443","41,271,956","4,231","16,264,586","5,538,328","1,845,420","8,686,091","305,195","0","140,514"
"2013100000","2013年度","14100","神奈川県 横浜市","","0.96","741,054,854","707,362,294","8,407,510","22,518,620","244,007,336","277,126,986","1,558,218,510","2,865,486","227,151,596","544,944,410","130,897,067","84,643,939","197,203,019","132,088,750","111,635","90,550,921","50,029,225","5,949,318","34,301,472","1,969,151","0","1,689,073"
"2013100000","2013年度","14101","神奈川県 横浜市 鶴見区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14102","神奈川県 横浜市 神奈川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14103","神奈川県 横浜市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14104","神奈川県 横浜市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14105","神奈川県 横浜市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14106","神奈川県 横浜市 保土ケ谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14107","神奈川県 横浜市 磯子区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14108","神奈川県 横浜市 金沢区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14109","神奈川県 横浜市 港北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14110","神奈川県 横浜市 戸塚区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14111","神奈川県 横浜市 港南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14112","神奈川県 横浜市 旭区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14113","神奈川県 横浜市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14114","神奈川県 横浜市 瀬谷区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14115","神奈川県 横浜市 栄区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14116","神奈川県 横浜市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14117","神奈川県 横浜市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14118","神奈川県 横浜市 都筑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14130","神奈川県 川崎市","","1.00","295,289,778","288,988,743","3,468,287","1,696,117","98,311,214","53,561,000","579,458,416","1,735,742","49,248,132","215,285,139","44,063,515","31,067,936","76,815,752","63,283,746","54,190","59,587,966","33,406,132","3,226,270","22,838,736","1,009,088","0","473,503"
"2013100000","2013年度","14131","神奈川県 川崎市 川崎区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14132","神奈川県 川崎市 幸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14133","神奈川県 川崎市 中原区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14134","神奈川県 川崎市 高津区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14135","神奈川県 川崎市 多摩区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14136","神奈川県 川崎市 宮前区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14137","神奈川県 川崎市 麻生区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14150","神奈川県 相模原市","","0.95","120,255,214","109,000,478","1,755,746","8,873,124","45,348,345","28,791,200","246,416,620","1,014,463","22,093,930","99,757,547","27,628,925","12,921,785","36,426,034","22,780,803","0","19,874,468","9,413,180","1,214,998","9,131,634","918,430","0","808,583"
"2013100000","2013年度","14151","神奈川県 相模原市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14152","神奈川県 相模原市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","14153","神奈川県 相模原市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15100","新潟県 新潟市","","0.72","165,473,217","118,992,952","3,439,146","42,592,636","54,425,375","68,927,600","365,485,326","1,116,945","29,567,339","112,131,940","24,182,172","25,402,229","44,653,373","17,875,692","18,474","25,996,153","13,146,257","1,202,263","11,604,061","1,771,813","0","9,097,892"
"2013100000","2013年度","15101","新潟県 新潟市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15102","新潟県 新潟市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15103","新潟県 新潟市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15104","新潟県 新潟市 江南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15105","新潟県 新潟市 秋葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15106","新潟県 新潟市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2013100000","2013年度","15107","新潟県 新潟市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
