"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","C620101","C620105","C620106","C620107","C620108","C620109","C620110","C620111","C620114","C620115","C620116","C620117","C620118","C620119","C620120","C620121","C620122"
"調査年 コード","調査年","地域 コード","地域","/項目","C620101_純付加価値額（民営）（農林漁業）【百万円】","C620105_純付加価値額（民営）（鉱業、採石業、砂利採取業）【百万円】","C620106_純付加価値額（民営）（建設業）【百万円】","C620107_純付加価値額（民営）（製造業）【百万円】","C620108_純付加価値額（民営）（電気・ガス・熱供給・水道業）【百万円】","C620109_純付加価値額（民営）（情報通信業）【百万円】","C620110_純付加価値額（民営）（運輸業、郵便業）【百万円】","C620111_純付加価値額（民営）（卸売業、小売業）【百万円】","C620114_純付加価値額（民営）（金融業、保険業）【百万円】","C620115_純付加価値額（民営）（不動産業、物品賃貸業）【百万円】","C620116_純付加価値額（民営）（学術研究、専門・技術サービス業）【百万円】","C620117_純付加価値額（民営）（宿泊業、飲食サービス業）【百万円】","C620118_純付加価値額（民営）（生活関連サービス業、娯楽業）【百万円】","C620119_純付加価値額（民営）（教育、学習支援業）【百万円】","C620120_純付加価値額（民営）（医療、福祉）【百万円】","C620121_純付加価値額（民営）（複合サービス事業）【百万円】","C620122_純付加価値額（民営）（サービス業（他に分類されないもの））【百万円】"
"2015100000","2015年度","04100","宮城県 仙台市","","1,813","312","429,686","117,439","89,060","188,223","169,000","989,012","181,060","130,735","158,018","98,432","65,382","93,686","257,165","18,798","214,723"
"2015100000","2015年度","04101","宮城県 仙台市 青葉区","","1,095","X","229,405","19,518","X","144,206","45,764","328,376","140,951","63,946","108,525","54,800","29,667","65,138","111,963","10,767","131,277"
"2015100000","2015年度","04102","宮城県 仙台市 宮城野区","","104","X","64,086","39,803","X","19,550","70,509","206,591","17,251","21,435","20,417","11,251","10,515","7,664","45,639","X","44,760"
"2015100000","2015年度","04103","宮城県 仙台市 若林区","","108","0","57,028","19,790","13,220","13,828","22,090","189,825","7,533","25,750","10,128","6,178","5,595","3,496","20,883","2,273","16,368"
"2015100000","2015年度","04104","宮城県 仙台市 太白区","","241","X","27,336","3,215","X","3,511","13,513","63,839","6,541","8,302","8,550","14,577","8,371","7,054","38,855","1,208","9,261"
"2015100000","2015年度","04105","宮城県 仙台市 泉区","","266","X","51,832","35,113","5,347","7,127","17,123","200,381","8,784","11,302","10,398","11,626","11,234","10,335","39,826","X","13,056"
"2015100000","2015年度","11100","埼玉県 さいたま市","","1,029","0","246,533","229,748","9,350","82,454","160,765","690,752","379,638","94,666","89,200","85,517","93,774","62,457","245,318","23,441","232,944"
"2015100000","2015年度","11101","埼玉県 さいたま市 西区","","248","0","13,204","14,034","0","23","7,572","18,693","1,393","1,243","2,703","3,121","4,981","3,394","18,894","293","6,627"
"2015100000","2015年度","11102","埼玉県 さいたま市 北区","","93","0","24,674","60,681","X","3,035","X","104,846","4,060","7,095","20,396","8,343","6,935","3,453","27,184","2,339","15,962"
"2015100000","2015年度","11103","埼玉県 さいたま市 大宮区","","92","0","81,225","9,171","2,166","40,261","46,956","231,569","113,925","38,675","18,916","27,657","47,615","13,702","44,397","678","80,196"
"2015100000","2015年度","11104","埼玉県 さいたま市 見沼区","","122","0","23,101","18,250","X","1,620","X","41,708","4,694","3,812","2,543","6,670","6,867","4,876","25,267","1,162","10,103"
"2015100000","2015年度","11105","埼玉県 さいたま市 中央区","","X","0","14,647","10,234","857","5,823","X","66,859","30,876","4,909","12,326","2,111","1,807","2,216","50,984","11,433","53,532"
"2015100000","2015年度","11106","埼玉県 さいたま市 桜区","","X","0","10,505","26,904","X","2,386","6,656","26,137","1,627","1,706","98","3,164","3,432","9,948","11,766","408","7,679"
"2015100000","2015年度","11107","埼玉県 さいたま市 浦和区","","X","0","32,241","3,590","3,441","24,586","X","50,263","72,101","15,556","15,362","13,648","10,649","6,348","18,961","515","32,486"
"2015100000","2015年度","11108","埼玉県 さいたま市 南区","","0","0","18,954","25,539","X","X","21,273","94,586","145,230","13,181","11,674","9,498","4,939","6,697","18,914","412","12,582"
"2015100000","2015年度","11109","埼玉県 さいたま市 緑区","","294","0","13,943","5,344","X","X","11,567","32,578","1,927","4,143","2,063","6,186","1,970","5,019","15,663","518","3,737"
"2015100000","2015年度","11110","埼玉県 さいたま市 岩槻区","","121","0","14,040","56,001","0","124","27,384","23,513","3,805","4,347","3,118","5,118","4,581","6,802","13,288","5,682","10,041"
"2015100000","2015年度","12100","千葉県 千葉市","","999","0","200,791","179,485","19,724","151,649","148,034","603,208","209,175","82,821","177,315","71,927","53,169","61,128","199,371","10,382","157,207"
"2015100000","2015年度","12101","千葉県 千葉市 中央区","","X","0","77,702","47,772","13,072","X","70,386","277,078","116,059","28,047","41,913","25,360","20,191","22,066","75,357","6,563","69,250"
"2015100000","2015年度","12102","千葉県 千葉市 花見川区","","124","0","17,614","25,136","X","588","16,118","40,142","X","5,397","3,252","7,040","5,441","2,762","23,663","600","10,537"
"2015100000","2015年度","12103","千葉県 千葉市 稲毛区","","223","0","17,493","22,846","X","X","14,499","50,575","X","8,349","10,330","6,185","6,564","19,373","25,125","426","7,957"
"2015100000","2015年度","12104","千葉県 千葉市 若葉区","","313","0","27,221","9,590","1,365","318","7,205","44,128","4,213","4,535","2,916","6,836","5,526","3,314","27,211","592","8,369"
"2015100000","2015年度","12105","千葉県 千葉市 緑区","","X","0","16,637","16,821","1,580","2,799","7,288","25,627","X","2,832","8,586","4,912","5,573","2,024","24,782","1,759","2,868"
"2015100000","2015年度","12106","千葉県 千葉市 美浜区","","X","0","44,124","57,321","X","127,332","32,538","165,658","60,889","33,661","110,319","21,595","9,874","11,588","23,232","440","58,226"
"2015100000","2015年度","13101","東京都 千代田区","","-90","41,596","280,858","699,316","40,064","1,875,256","76,125","1,759,606","2,856,396","677,456","3,339,887","162,312","68,030","127,599","714,883","16,303","743,775"
"2015100000","2015年度","13102","東京都 中央区","","928","X","391,873","295,313","45,048","555,820","126,130","2,297,590","1,293,527","471,063","784,772","161,163","104,249","17,551","335,540","X","380,035"
"2015100000","2015年度","13103","東京都 港区","","780","426,017","689,922","331,028","125,553","3,012,640","181,485","2,655,523","523,611","667,571","1,242,303","215,521","162,781","117,899","-6,113,329","9,602","598,734"
"2015100000","2015年度","13104","東京都 新宿区","","371","459","391,120","164,008","41,093","866,130","79,463","834,892","422,167","390,587","480,560","153,422","85,913","114,387","174,118","4,723","441,732"
"2015100000","2015年度","13105","東京都 文京区","","87","0","70,705","121,345","398","218,414","16,810","286,070","257,498","31,752","70,071","33,321","36,187","131,718","112,040","2,952","60,744"
"2015100000","2015年度","13106","東京都 台東区","","X","X","83,945","123,946","2,657","65,072","76,471","474,952","77,496","50,027","71,070","71,537","24,090","17,745","77,153","3,114","71,817"
"2015100000","2015年度","13107","東京都 墨田区","","0","0","54,199","163,760","535","40,629","50,355","260,101","36,590","35,194","58,872","37,380","30,863","11,319","74,396","3,792","115,232"
"2015100000","2015年度","13108","東京都 江東区","","730","0","222,586","200,433","8,883","574,903","224,886","526,254","174,004","68,774","230,581","52,368","34,523","18,872","104,789","1,589","220,583"
"2015100000","2015年度","13109","東京都 品川区","","205","0","138,377","135,358","23,475","554,786","158,172","825,137","-26,387","78,999","236,218","67,897","182,364","41,128","155,398","4,149","141,305"
"2015100000","2015年度","13110","東京都 目黒区","","190","X","30,472","31,564","2,216","50,768","21,639","177,272","51,558","29,172","52,815","31,355","25,149","27,984","63,091","X","41,799"
"2015100000","2015年度","13111","東京都 大田区","","468","0","104,694","204,640","2,691","109,102","657,070","515,744","81,872","62,949","30,006","57,239","46,297","37,596","143,134","6,231","147,124"
"2015100000","2015年度","13112","東京都 世田谷区","","1,441","X","78,636","25,625","7,079","286,326","80,616","257,969","112,133","59,986","39,633","59,621","43,727","X","95,824","9,153","46,374"
"2015100000","2015年度","13113","東京都 渋谷区","","X","0","136,199","105,499","7,411","858,634","X","902,283","222,656","174,985","234,302","111,212","131,556","97,326","107,059","1,466","257,658"
"2015100000","2015年度","13114","東京都 中野区","","X","0","42,310","29,112","110","60,657","X","150,987","67,269","28,352","157,849","20,537","10,570","24,121","85,514","3,235","53,061"
"2015100000","2015年度","13115","東京都 杉並区","","97","0","60,030","23,932","7,109","36,345","36,006","146,663","56,254","42,149","19,276","36,787","22,560","33,777","96,875","4,018","36,049"
"2015100000","2015年度","13116","東京都 豊島区","","X","0","68,084","69,415","2,397","138,296","34,240","424,404","56,457","85,621","121,795","90,476","54,707","66,727","76,646","X","127,526"
"2015100000","2015年度","13117","東京都 北区","","X","0","48,017","76,077","9,777","20,091","93,667","168,779","38,185","24,476","31,770","67,243","20,296","15,586","59,739","X","21,870"
"2015100000","2015年度","13118","東京都 荒川区","","0","0","27,231","45,262","23,688","8,720","34,976","74,386","18,872","11,355","29,462","14,309","9,421","8,167","40,575","690","24,162"
"2015100000","2015年度","13119","東京都 板橋区","","47","0","46,457","144,877","1,487","13,023","57,556","207,484","44,809","27,676","22,364","29,534","29,920","40,502","187,570","5,149","30,267"
"2015100000","2015年度","13120","東京都 練馬区","","357","0","74,786","24,944","2,257","23,093","53,903","156,644","51,097","41,811","24,466","32,069","23,894","29,053","114,859","5,644","26,417"
"2015100000","2015年度","13121","東京都 足立区","","450","0","74,850","93,225","2,480","3,508","97,196","201,480","49,524","35,852","20,396","39,757","23,505","20,701","128,589","8,832","48,331"
"2015100000","2015年度","13122","東京都 葛飾区","","116","X","41,410","71,898","798","1,775","X","113,435","36,054","18,154","15,574","23,818","15,286","13,025","85,811","2,957","20,284"
"2015100000","2015年度","13123","東京都 江戸川区","","442","0","70,954","79,202","1,026","20,845","61,891","163,501","48,747","44,318","16,013","31,715","20,322","22,888","87,686","5,635","40,015"
"2015100000","2015年度","14100","神奈川県 横浜市","","3,728","0","583,034","832,844","76,913","532,207","996,142","1,629,960","452,154","372,588","515,148","284,439","209,605","186,409","769,057","29,482","488,205"
"2015100000","2015年度","14101","神奈川県 横浜市 鶴見区","","107","0","71,513","104,435","20,633","10,981","80,022","105,325","17,185","18,028","37,859","14,057","12,366","12,145","39,530","845","29,769"
"2015100000","2015年度","14102","神奈川県 横浜市 神奈川区","","279","0","46,065","64,049","X","96,691","40,965","157,961","X","28,521","40,027","14,478","13,215","24,389","40,669","1,214","60,183"
"2015100000","2015年度","14103","神奈川県 横浜市 西区","","X","0","75,995","77,109","20,782","150,689","530,346","284,732","X","102,700","187,416","49,702","22,275","8,544","44,684","576","110,411"
"2015100000","2015年度","14104","神奈川県 横浜市 中区","","162","0","69,253","25,600","11,075","67,668","107,472","161,526","93,774","67,529","47,742","54,229","27,636","19,041","52,137","1,045","76,778"
"2015100000","2015年度","14105","神奈川県 横浜市 南区","","42","0","25,542","8,145","0","926","6,473","31,632","3,952","4,228","5,264","6,884","4,691","3,552","43,570","445","8,135"
"2015100000","2015年度","14106","神奈川県 横浜市 保土ケ谷区","","81","0","18,388","15,605","X","38,836","14,027","38,837","X","5,019","11,241","7,979","8,282","13,885","57,644","885","12,653"
"2015100000","2015年度","14107","神奈川県 横浜市 磯子区","","61","0","25,729","53,806","15,429","3,516","20,065","31,908","7,146","5,908","-14,698","5,881","5,916","2,422","25,320","2,142","9,245"
"2015100000","2015年度","14108","神奈川県 横浜市 金沢区","","388","0","14,761","94,929","848","627","37,337","62,160","10,293","8,077","23,082","8,254","6,461","16,871","40,339","1,194","29,497"
"2015100000","2015年度","14109","神奈川県 横浜市 港北区","","590","0","42,154","136,353","X","81,202","44,727","214,252","X","33,463","51,134","31,836","24,539","11,577","57,483","3,094","35,304"
"2015100000","2015年度","14110","神奈川県 横浜市 戸塚区","","436","0","31,262","70,133","1,183","43,658","12,570","88,116","21,505","12,971","22,309","13,772","13,127","13,855","58,550","1,273","21,712"
"2015100000","2015年度","14111","神奈川県 横浜市 港南区","","165","0","25,947","7,094","0","2,978","9,944","53,673","23,387","14,608","4,392","12,093","14,642","5,255","39,476","2,144","10,870"
"2015100000","2015年度","14112","神奈川県 横浜市 旭区","","106","0","25,211","13,461","121","666","13,640","42,514","13,916","10,720","4,719","9,360","10,186","6,747","58,418","5,765","7,187"
"2015100000","2015年度","14113","神奈川県 横浜市 緑区","","146","0","15,620","33,672","X","2,049","19,150","44,172","12,394","6,098","11,958","8,481","4,764","10,408","32,252","X","5,186"
"2015100000","2015年度","14114","神奈川県 横浜市 瀬谷区","","31","0","14,312","7,683","0","345","12,796","28,253","5,483","12,963","2,535","5,343","3,447","1,739","18,847","823","5,308"
"2015100000","2015年度","14115","神奈川県 横浜市 栄区","","X","0","5,560","23,563","0","740","6,501","14,671","779","1,704","10,945","3,993","5,758","3,746","12,826","X","4,029"
"2015100000","2015年度","14116","神奈川県 横浜市 泉区","","225","0","17,909","9,200","0","293","9,016","31,019","4,077","4,450","1,593","4,620","3,047","4,183","41,975","1,335","4,491"
"2015100000","2015年度","14117","神奈川県 横浜市 青葉区","","394","0","19,493","9,597","X","6,144","9,458","86,639","33,614","15,143","25,774","17,835","13,709","18,758","64,025","X","6,512"
"2015100000","2015年度","14118","神奈川県 横浜市 都筑区","","493","0","38,322","78,412","X","24,196","21,634","152,570","X","20,457","41,857","15,642","15,546","9,293","41,311","1,129","50,934"
"2015100000","2015年度","14130","神奈川県 川崎市","","1,891","0","183,268","404,655","31,968","321,314","201,942","482,322","111,464","86,507","300,366","96,736","83,673","63,440","239,042","19,861","162,061"
"2015100000","2015年度","14131","神奈川県 川崎市 川崎区","","X","0","60,014","253,533","27,891","48,234","115,871","86,120","X","17,661","89,897","29,190","31,805","4,704","45,473","7,672","66,826"
"2015100000","2015年度","14132","神奈川県 川崎市 幸区","","X","0","40,448","-41,148","1,494","89,224","X","79,708","-1,841","7,074","91,720","9,413","8,672","1,934","29,096","953","19,435"
"2015100000","2015年度","14133","神奈川県 川崎市 中原区","","118","0","17,611","106,314","X","144,750","29,036","127,429","X","12,721","67,568","19,946","8,101","6,683","39,993","1,533","47,212"
"2015100000","2015年度","14134","神奈川県 川崎市 高津区","","356","0","32,741","52,280","1,943","25,231","17,044","75,661","12,379","18,823","33,202","12,387","14,314","10,791","25,705","1,621","11,952"
"2015100000","2015年度","14135","神奈川県 川崎市 多摩区","","326","0","10,388","9,400","X","2,827","7,013","32,552","X","10,629","8,042","10,333","9,307","18,287","26,552","1,354","4,984"
"2015100000","2015年度","14136","神奈川県 川崎市 宮前区","","170","0","13,481","10,031","X","4,742","X","47,063","9,853","11,201","1,852","7,861","5,812","10,554","36,907","3,785","6,927"
"2015100000","2015年度","14137","神奈川県 川崎市 麻生区","","206","0","8,585","14,245","0","6,304","6,900","33,788","14,941","8,400","8,084","7,606","5,663","10,487","35,317","2,942","4,724"
"2015100000","2015年度","14150","神奈川県 相模原市","","2,545","X","93,056","277,595","2,055","X","87,907","190,911","38,511","31,742","46,681","38,876","39,279","37,829","144,632","9,630","41,492"
"2015100000","2015年度","14151","神奈川県 相模原市 緑区","","611","X","32,544","65,904","X","2,193","17,625","41,963","8,649","7,730","6,970","9,390","14,598","3,886","35,812","2,662","12,136"
"2015100000","2015年度","14152","神奈川県 相模原市 中央区","","784","X","37,220","158,923","X","X","31,490","76,044","16,926","11,316","31,633","14,614","9,571","12,601","45,826","5,030","16,675"
"2015100000","2015年度","14153","神奈川県 相模原市 南区","","1,150","0","23,292","52,768","X","X","38,792","72,904","12,936","12,696","8,079","14,872","15,110","21,342","62,994","1,938","12,681"
"2015100000","2015年度","15100","新潟県 新潟市","","11,320","13,652","195,471","202,767","31,408","60,773","131,743","385,354","109,805","39,442","52,374","53,452","42,987","45,211","197,765","10,249","94,320"
"2015100000","2015年度","15101","新潟県 新潟市 北区","","1,082","X","14,007","43,994","X","513","14,186","20,818","1,409","2,068","5,963","1,638","4,339","4,161","14,612","892","6,149"
"2015100000","2015年度","15102","新潟県 新潟市 東区","","102","0","24,643","41,348","2,197","1,123","36,095","61,472","3,920","3,426","4,056","5,027","7,874","2,461","22,425","851","12,135"
"2015100000","2015年度","15103","新潟県 新潟市 中央区","","609","X","88,630","386","X","53,997","40,978","154,074","91,153","26,202","31,639","28,865","16,862","21,489","69,750","915","55,376"
"2015100000","2015年度","15104","新潟県 新潟市 江南区","","1,760","X","18,606","37,683","X","X","7,372","38,563","2,531","1,745","2,809","3,153","3,554","1,368","12,918","559","3,216"
"2015100000","2015年度","15105","新潟県 新潟市 秋葉区","","817","460","10,383","12,104","2,819","61","5,615","19,842","2,436","905","2,311","2,686","1,842","2,112","14,958","1,463","2,927"
"2015100000","2015年度","15106","新潟県 新潟市 南区","","884","0","6,667","35,004","138","2,073","5,353","16,345","1,934","898","402","2,046","1,261","477","9,383","1,861","1,952"
"2015100000","2015年度","15107","新潟県 新潟市 西区","","347","X","22,319","8,549","X","2,059","15,793","60,636","4,965","2,877","4,311","7,474","5,928","12,482","41,875","2,466","9,832"
"2015100000","2015年度","15108","新潟県 新潟市 西蒲区","","5,720","0","10,217","23,699","X","X","6,352","13,605","1,457","1,319","884","2,564","1,326","661","11,843","1,243","2,734"
"2015100000","2015年度","22100","静岡県 静岡市","","1,769","132","134,053","321,152","48,677","67,704","135,909","412,351","137,160","43,630","54,212","53,216","38,508","38,045","167,957","10,395","91,323"
"2015100000","2015年度","22101","静岡県 静岡市 葵区","","685","X","X","36,355","X","29,404","64,494","196,954","80,141","22,302","25,880","25,008","15,566","17,232","100,926","2,144","38,493"
"2015100000","2015年度","22102","静岡県 静岡市 駿河区","","161","X","55,196","100,084","23,885","32,944","23,997","138,127","21,759","13,932","15,185","15,186","14,443","12,727","34,065","X","29,056"
"2015100000","2015年度","22103","静岡県 静岡市 清水区","","923","0","X","184,713","X","5,356","47,417","77,269","35,260","7,396","13,147","13,022","8,499","8,086","32,966","X","23,774"
"2015100000","2015年度","22130","静岡県 浜松市","","8,769","411","131,688","526,447","17,289","27,719","120,954","324,628","83,141","35,732","52,428","68,542","126,722","36,533","190,434","21,249","80,156"
"2015100000","2015年度","22138","静岡県 浜松市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2015100000","2015年度","22139","静岡県 浜松市 浜名区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2015100000","2015年度","22140","静岡県 浜松市 天竜区","","1,141","X","3,336","11,526","X","X","610","3,835","1,350","151","3,005","911","967","143","6,789","2,001","1,619"
"2015100000","2015年度","23100","愛知県 名古屋市","","1,451","0","664,568","974,243","223,621","560,739","548,315","2,194,740","571,059","287,224","435,491","263,848","195,773","195,663","563,088","34,913","511,409"
"2015100000","2015年度","23101","愛知県 名古屋市 千種区","","0","0","15,173","11,262","X","19,326","6,928","98,918","28,512","15,044","14,568","16,049","10,036","45,958","31,340","X","10,128"
"2015100000","2015年度","23102","愛知県 名古屋市 東区","","X","0","66,423","64,062","80,979","102,509","17,858","174,188","16,068","18,842","34,430","12,509","14,022","13,446","33,353","X","29,965"
"2015100000","2015年度","23103","愛知県 名古屋市 北区","","0","0","33,226","22,872","4,882","3,712","43,318","68,325","9,059","10,312","9,553","10,472","10,491","3,809","32,849","2,549","14,047"
"2015100000","2015年度","23104","愛知県 名古屋市 西区","","X","0","31,845","53,256","167","X","12,369","148,148","20,882","12,615","55,032","13,148","13,643","5,699","26,958","1,645","34,681"
"2015100000","2015年度","23105","愛知県 名古屋市 中村区","","113","0","79,468","132,725","11,103","95,449","192,698","359,774","77,184","49,824","63,057","47,253","36,517","20,172","77,976","5,418","118,468"
"2015100000","2015年度","23106","愛知県 名古屋市 中区","","140","0","182,412","45,251","33,399","249,089","27,464","625,129","324,221","98,975","128,779","69,421","35,639","14,388","28,227","1,413","178,262"
"2015100000","2015年度","23107","愛知県 名古屋市 昭和区","","X","0","19,914","13,575","1,445","X","7,374","59,701","9,694","7,476","12,142","8,641","6,510","30,218","44,734","497","9,605"
"2015100000","2015年度","23108","愛知県 名古屋市 瑞穂区","","X","0","14,407","129,269","X","4,090","4,868","54,035","7,106","8,396","7,871","6,832","4,971","13,727","28,512","1,435","6,308"
"2015100000","2015年度","23109","愛知県 名古屋市 熱田区","","X","0","20,560","32,796","53,338","X","36,023","83,019","9,749","7,539","16,865","11,292","3,814","6,528","20,382","991","15,286"
"2015100000","2015年度","23110","愛知県 名古屋市 中川区","","368","0","32,743","X","X","1,908","41,279","116,575","10,471","8,005","7,173","10,646","12,110","1,759","45,748","1,843","16,506"
"2015100000","2015年度","23111","愛知県 名古屋市 港区","","82","0","47,503","165,492","17,742","9,075","110,264","77,724","6,391","9,476","13,214","10,601","9,079","2,753","26,413","2,514","30,152"
"2015100000","2015年度","23112","愛知県 名古屋市 南区","","X","0","23,765","X","X","1,140","17,952","66,801","6,901","11,243","15,377","7,009","8,197","6,146","40,246","2,301","12,797"
"2015100000","2015年度","23113","愛知県 名古屋市 守山区","","288","0","22,674","41,778","378","3,284","11,659","44,757","6,032","5,149","9,388","7,566","6,376","8,446","32,706","1,021","8,818"
"2015100000","2015年度","23114","愛知県 名古屋市 緑区","","204","0","31,753","63,065","8,922","863","9,116","75,463","10,367","6,646","10,540","13,533","10,939","4,757","36,301","2,403","9,731"
"2015100000","2015年度","23115","愛知県 名古屋市 名東区","","0","0","24,210","5,920","0","1,807","5,274","95,825","13,418","10,916","14,236","9,645","8,246","6,516","27,741","2,363","10,016"
"2015100000","2015年度","23116","愛知県 名古屋市 天白区","","161","0","18,491","33,750","X","X","3,872","46,357","15,005","6,765","23,265","9,232","5,183","11,341","29,603","2,517","6,639"
"2015100000","2015年度","26100","京都府 京都市","","2,343","X","162,528","628,940","36,464","83,992","154,950","741,828","198,409","129,439","131,345","163,035","86,750","200,948","393,315","X","146,655"
"2015100000","2015年度","26101","京都府 京都市 北区","","206","0","5,510","9,838","X","1,211","2,178","23,030","5,337","5,798","3,140","8,859","3,702","26,836","36,097","X","3,041"
"2015100000","2015年度","26102","京都府 京都市 上京区","","X","0","3,161","14,601","0","5,028","1,515","36,512","6,676","5,713","4,810","-11,078","3,298","20,169","29,501","X","4,616"
"2015100000","2015年度","26103","京都府 京都市 左京区","","45","X","11,774","9,154","0","2,106","5,578","34,737","-19,280","8,380","5,156","19,213","5,491","61,352","52,452","X","8,095"
"2015100000","2015年度","26104","京都府 京都市 中京区","","X","0","23,157","71,356","X","28,965","4,220","97,130","38,771","28,717","22,153","32,946","15,284","13,619","49,447","2,318","28,137"
"2015100000","2015年度","26105","京都府 京都市 東山区","","0","0","1,721","16,812","0","424","821","18,096","1,410","2,157","2,625","21,651","2,615","7,966","16,194","918","545"
"2015100000","2015年度","26106","京都府 京都市 下京区","","144","0","15,666","32,858","20,863","27,780","33,531","192,221","116,713","28,944","36,082","41,565","21,415","11,113","26,585","746","43,763"
"2015100000","2015年度","26107","京都府 京都市 南区","","93","0","27,799","180,694","6,609","9,643","41,380","126,183","8,581","14,324","34,908","10,817","4,895","3,586","16,095","571","22,758"
"2015100000","2015年度","26108","京都府 京都市 右京区","","169","0","20,231","127,341","0","3,727","11,843","56,702","13,171","14,875","6,205","10,626","7,830","13,502","29,621","3,910","11,491"
"2015100000","2015年度","26109","京都府 京都市 伏見区","","321","X","32,050","136,474","X","1,777","39,538","101,018","17,322","9,459","6,499","14,726","9,655","21,851","60,323","1,736","17,963"
"2015100000","2015年度","26110","京都府 京都市 山科区","","74","0","10,360","23,299","X","X","6,477","31,966","4,803","4,712","5,656","7,021","9,988","8,494","36,783","X","3,478"
"2015100000","2015年度","26111","京都府 京都市 西京区","","345","0","11,099","6,513","X","X","7,870","24,232","4,904","6,361","4,110","6,690","2,576","12,460","40,216","1,375","2,767"
"2015100000","2015年度","27100","大阪府 大阪市","","1,865","169","990,776","1,256,456","250,245","1,173,595","712,006","3,907,087","1,173,267","677,916","870,471","419,836","379,719","175,879","883,474","37,448","934,252"
"2015100000","2015年度","27102","大阪府 大阪市 都島区","","X","X","15,587","16,715","0","4,473","10,370","43,490","10,151","9,153","5,206","12,230","7,672","4,083","17,077","399","5,720"
"2015100000","2015年度","27103","大阪府 大阪市 福島区","","0","0","20,707","19,888","0","39,104","23,659","110,671","10,901","17,133","10,972","10,981","7,854","1,356","60,446","485","16,109"
"2015100000","2015年度","27104","大阪府 大阪市 此花区","","X","X","11,524","54,004","964","4,987","48,541","34,005","1,659","6,542","48,334","5,475","32,412","1,193","10,441","867","10,158"
"2015100000","2015年度","27106","大阪府 大阪市 西区","","X","0","102,875","39,715","25,633","96,608","24,642","405,301","X","78,734","56,330","17,583","29,818","4,515","53,239","2,397","81,082"
"2015100000","2015年度","27107","大阪府 大阪市 港区","","0","0","18,356","22,238","X","10,639","40,210","37,574","X","8,155","4,703","3,546","2,402","3,776","16,888","1,070","11,801"
"2015100000","2015年度","27108","大阪府 大阪市 大正区","","0","0","9,967","56,566","X","273","16,067","22,951","X","4,242","5,396","2,986","1,854","931","12,578","1,056","5,529"
"2015100000","2015年度","27109","大阪府 大阪市 天王寺区","","X","0","12,878","20,875","0","5,949","20,997","65,695","19,963","23,607","27,354","14,406","6,913","19,776","48,563","X","44,088"
"2015100000","2015年度","27111","大阪府 大阪市 浪速区","","0","0","28,850","31,889","X","17,958","17,461","123,438","19,841","18,495","9,715","16,920","13,802","4,747","20,010","X","29,680"
"2015100000","2015年度","27113","大阪府 大阪市 西淀川区","","X","0","19,183","98,716","0","2,261","20,526","57,650","X","5,977","2,262","3,297","2,023","1,849","18,837","1,141","6,613"
"2015100000","2015年度","27114","大阪府 大阪市 東淀川区","","X","0","11,782","61,245","0","1,640","43,427","125,239","5,434","10,266","5,459","6,302","12,530","12,469","27,603","X","6,102"
"2015100000","2015年度","27115","大阪府 大阪市 東成区","","X","0","6,889","48,371","0","X","5,743","55,722","11,022","4,432","4,385","3,859","3,493","1,692","27,813","1,250","11,301"
"2015100000","2015年度","27116","大阪府 大阪市 生野区","","0","0","7,232","71,199","X","X","6,084","37,170","6,884","4,299","1,269","5,119","2,518","-5,297","35,103","697","2,351"
"2015100000","2015年度","27117","大阪府 大阪市 旭区","","0","0","5,917","13,430","0","651","4,049","23,422","4,319","2,475","1,514","2,886","2,265","10,326","20,048","1,146","1,943"
"2015100000","2015年度","27118","大阪府 大阪市 城東区","","0","0","15,550","37,454","6,884","1,687","15,011","52,858","14,290","13,848","5,446","5,718","11,383","5,090","35,560","422","9,584"
"2015100000","2015年度","27119","大阪府 大阪市 阿倍野区","","0","0","19,670","3,273","0","1,401","16,821","64,571","32,706","4,944","6,158","10,592","6,930","13,325","32,307","412","9,156"
"2015100000","2015年度","27120","大阪府 大阪市 住吉区","","40","0","12,883","6,046","X","2,566","3,412","30,920","9,525","8,702","2,077","6,922","5,425","17,021","44,082","X","5,105"
"2015100000","2015年度","27121","大阪府 大阪市 東住吉区","","X","0","12,058","25,050","X","973","6,904","39,863","6,737","5,565","1,996","5,723","2,343","3,602","28,807","2,033","4,586"
"2015100000","2015年度","27122","大阪府 大阪市 西成区","","X","0","5,915","28,358","0","X","10,552","36,859","6,230","2,690","874","4,521","3,434","425","25,005","1,326","10,371"
"2015100000","2015年度","27123","大阪府 大阪市 淀川区","","63","0","69,951","141,871","390","65,019","69,358","308,531","17,632","39,582","74,949","23,801","16,609","12,366","30,176","682","68,314"
"2015100000","2015年度","27124","大阪府 大阪市 鶴見区","","X","0","18,937","44,064","98","X","11,027","36,398","4,436","7,524","6,912","4,300","4,731","1,707","17,716","477","5,526"
"2015100000","2015年度","27125","大阪府 大阪市 住之江区","","273","0","15,501","49,349","15,110","4,779","74,776","84,681","10,555","7,220","4,064","6,788","10,980","3,880","23,870","1,891","20,100"
"2015100000","2015年度","27126","大阪府 大阪市 平野区","","113","0","16,471","86,000","X","X","8,276","60,876","10,202","9,230","2,184","7,307","8,107","3,180","34,869","3,203","5,029"
