"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","C620101","C620105","C620106","C620107","C620108","C620109","C620110","C620111","C620114","C620115","C620116","C620117","C620118","C620119","C620120","C620121","C620122"
"調査年 コード","調査年","地域 コード","地域","/項目","C620101_純付加価値額（民営）（農林漁業）【百万円】","C620105_純付加価値額（民営）（鉱業、採石業、砂利採取業）【百万円】","C620106_純付加価値額（民営）（建設業）【百万円】","C620107_純付加価値額（民営）（製造業）【百万円】","C620108_純付加価値額（民営）（電気・ガス・熱供給・水道業）【百万円】","C620109_純付加価値額（民営）（情報通信業）【百万円】","C620110_純付加価値額（民営）（運輸業、郵便業）【百万円】","C620111_純付加価値額（民営）（卸売業、小売業）【百万円】","C620114_純付加価値額（民営）（金融業、保険業）【百万円】","C620115_純付加価値額（民営）（不動産業、物品賃貸業）【百万円】","C620116_純付加価値額（民営）（学術研究、専門・技術サービス業）【百万円】","C620117_純付加価値額（民営）（宿泊業、飲食サービス業）【百万円】","C620118_純付加価値額（民営）（生活関連サービス業、娯楽業）【百万円】","C620119_純付加価値額（民営）（教育、学習支援業）【百万円】","C620120_純付加価値額（民営）（医療、福祉）【百万円】","C620121_純付加価値額（民営）（複合サービス事業）【百万円】","C620122_純付加価値額（民営）（サービス業（他に分類されないもの））【百万円】"
"2020100000","2020年度","23110","愛知県 名古屋市 中川区","","341","0","40,870","61,684","347","3,548","30,107","90,729","8,157","13,820","8,996","8,657","6,789","1,956","49,636","1,837","23,684"
"2020100000","2020年度","23111","愛知県 名古屋市 港区","","466","X","46,711","147,720","X","5,096","114,446","69,388","4,494","9,293","18,501","7,456","3,405","3,235","28,352","2,538","32,289"
"2020100000","2020年度","23112","愛知県 名古屋市 南区","","X","0","26,546","75,559","X","9,405","14,218","59,107","4,519","15,261","14,693","5,829","5,395","5,789","45,825","2,259","13,772"
"2020100000","2020年度","23113","愛知県 名古屋市 守山区","","332","X","27,769","45,932","X","1,708","11,805","41,397","4,744","6,897","12,666","5,333","5,553","8,043","40,581","1,005","9,198"
"2020100000","2020年度","23114","愛知県 名古屋市 緑区","","151","0","22,740","56,889","X","1,482","9,959","62,008","8,762","10,655","7,822","9,389","9,215","4,070","39,912","X","12,056"
"2020100000","2020年度","23115","愛知県 名古屋市 名東区","","37","0","27,861","3,873","60","1,686","4,316","79,505","8,923","11,773","10,896","6,145","1,573","9,040","31,530","2,237","14,392"
"2020100000","2020年度","23116","愛知県 名古屋市 天白区","","190","0","17,456","28,555","1,000","2,377","3,996","45,779","9,000","9,150","7,608","6,772","4,190","20,404","38,604","2,339","8,717"
"2020100000","2020年度","26100","京都府 京都市","","2,080","X","193,024","524,781","X","514,346","108,507","800,766","177,019","134,912","196,693","100,288","57,106","208,629","451,606","15,177","207,141"
"2020100000","2020年度","26101","京都府 京都市 北区","","165","0","6,355","7,720","0","1,121","2,093","21,059","4,197","4,269","3,510","5,217","3,313","31,681","30,389","796","3,115"
"2020100000","2020年度","26102","京都府 京都市 上京区","","X","0","4,721","15,451","0","5,664","552","23,491","1,783","5,592","9,225","11,855","1,884","21,187","42,458","X","7,846"
"2020100000","2020年度","26103","京都府 京都市 左京区","","197","0","12,713","6,294","X","2,531","4,837","29,818","5,093","9,803","5,669","12,886","2,940","65,330","55,373","X","7,407"
"2020100000","2020年度","26104","京都府 京都市 中京区","","X","0","29,930","82,065","0","30,689","3,759","84,015","54,143","19,146","30,301","18,088","16,433","11,709","60,626","X","32,308"
"2020100000","2020年度","26105","京都府 京都市 東山区","","X","0","1,906","16,055","0","373","791","11,556","1,252","3,424","3,252","8,347","2,931","10,434","20,194","X","3,854"
"2020100000","2020年度","26106","京都府 京都市 下京区","","162","0","14,445","20,891","X","47,692","12,407","125,482","73,763","41,908","47,610","10,899","5,446","10,438","35,047","X","72,810"
"2020100000","2020年度","26107","京都府 京都市 南区","","149","0","36,258","160,308","2,159","396,848","28,316","308,734","8,751","12,145","67,810","2,502","4,140","4,836","24,377","516","27,548"
"2020100000","2020年度","26108","京都府 京都市 右京区","","317","0","18,705","66,036","X","3,368","9,152","46,762","8,833","12,291","6,489","7,715","5,189","14,208","38,799","X","16,214"
"2020100000","2020年度","26109","京都府 京都市 伏見区","","218","X","41,586","121,214","843","23,252","35,956","99,966","10,423","14,554","12,208","11,743","9,169","17,934","80,725","X","28,551"
"2020100000","2020年度","26110","京都府 京都市 山科区","","117","0","13,735","25,042","X","2,325","4,668","29,068","4,245","5,126","6,045","5,327","3,273","10,343","27,319","X","5,201"
"2020100000","2020年度","26111","京都府 京都市 西京区","","182","0","12,670","3,704","X","485","5,975","20,814","4,536","6,654","4,573","5,708","2,389","10,530","36,298","X","2,285"
"2020100000","2020年度","27100","大阪府 大阪市","","1,533","441","1,203,504","1,248,393","258,504","1,549,396","567,592","3,633,196","1,064,134","986,511","1,086,591","267,536","215,729","183,146","976,051","38,685","1,077,697"
"2020100000","2020年度","27102","大阪府 大阪市 都島区","","X","X","19,530","11,249","X","15,583","4,848","40,141","9,844","12,406","10,185","7,726","2,079","1,844","37,936","350","7,700"
"2020100000","2020年度","27103","大阪府 大阪市 福島区","","0","0","44,338","14,504","159","35,690","15,592","99,503","8,710","27,679","14,535","7,435","3,056","1,868","44,853","529","16,754"
"2020100000","2020年度","27104","大阪府 大阪市 此花区","","X","X","14,469","61,531","X","2,762","51,063","20,386","794","7,805","46,230","2,781","50,001","1,263","14,397","852","14,292"
"2020100000","2020年度","27106","大阪府 大阪市 西区","","X","0","109,012","44,740","X","89,802","30,641","366,001","43,557","78,609","61,770","12,226","15,582","5,451","81,830","2,512","97,565"
"2020100000","2020年度","27107","大阪府 大阪市 港区","","0","0","24,606","22,832","1,200","10,226","52,015","33,125","2,593","7,478","6,542","4,956","2,489","434","21,258","1,132","12,349"
"2020100000","2020年度","27108","大阪府 大阪市 大正区","","X","0","14,922","46,734","X","272","19,818","23,816","2,252","4,355","7,880","2,380","905","761","19,526","996","7,511"
"2020100000","2020年度","27109","大阪府 大阪市 天王寺区","","X","0","17,380","16,100","X","8,678","8,097","58,669","13,921","22,630","30,405","6,206","3,990","17,008","40,880","X","17,886"
"2020100000","2020年度","27111","大阪府 大阪市 浪速区","","0","X","34,680","40,492","X","18,247","12,903","96,624","3,119","33,895","18,843","7,921","10,520","3,986","21,853","X","39,357"
"2020100000","2020年度","27113","大阪府 大阪市 西淀川区","","X","0","26,563","106,805","X","1,209","30,379","63,956","2,873","6,402","2,561","3,316","1,398","2,310","24,197","1,127","8,102"
"2020100000","2020年度","27114","大阪府 大阪市 東淀川区","","X","0","20,510","29,512","X","1,907","9,098","148,142","4,054","14,052","8,732","4,917","5,930","12,802","32,517","2,109","14,569"
"2020100000","2020年度","27115","大阪府 大阪市 東成区","","X","0","11,553","43,362","X","2,695","5,340","52,547","5,973","5,835","4,421","3,360","2,992","1,789","23,048","X","10,259"
"2020100000","2020年度","27116","大阪府 大阪市 生野区","","X","0","9,583","61,940","X","318","5,230","36,872","4,414","5,362","1,148","5,051","2,787","2,469","35,216","X","2,554"
"2020100000","2020年度","27117","大阪府 大阪市 旭区","","0","0","8,802","15,259","X","490","2,817","21,002","2,169","3,556","1,413","2,599","11,688","8,496","24,610","X","2,394"
"2020100000","2020年度","27118","大阪府 大阪市 城東区","","0","0","24,199","39,127","1,266","2,400","10,626","40,524","10,033","30,758","7,024","5,627","3,683","5,740","48,813","428","10,246"
"2020100000","2020年度","27119","大阪府 大阪市 阿倍野区","","X","0","26,249","9,328","X","1,267","3,017","65,649","16,068","15,490","8,041","7,326","5,942","11,198","37,962","X","16,539"
"2020100000","2020年度","27120","大阪府 大阪市 住吉区","","15","0","15,269","6,155","0","3,452","5,043","24,975","6,044","11,157","3,000","4,776","2,172","17,574","55,821","756","8,762"
"2020100000","2020年度","27121","大阪府 大阪市 東住吉区","","X","0","12,167","26,893","X","594","9,619","40,002","3,992","5,950","3,361","4,849","763","3,157","37,395","X","5,396"
"2020100000","2020年度","27122","大阪府 大阪市 西成区","","45","0","8,033","26,102","X","201","9,685","33,362","2,302","5,329","1,226","4,568","4,657","681","27,571","X","7,295"
"2020100000","2020年度","27123","大阪府 大阪市 淀川区","","98","0","87,627","125,650","12,583","127,247","8,894","288,361","2,335","63,848","84,562","34,263","10,884","13,753","39,750","804","73,820"
"2020100000","2020年度","27124","大阪府 大阪市 鶴見区","","X","0","16,254","39,073","X","-90","12,746","39,375","2,340","7,332","5,005","4,687","2,836","2,244","23,836","502","9,007"
"2020100000","2020年度","27125","大阪府 大阪市 住之江区","","464","0","22,102","56,662","X","17,910","85,728","67,161","5,441","7,667","22,990","5,112","4,755","4,665","29,341","X","18,428"
"2020100000","2020年度","27126","大阪府 大阪市 平野区","","81","0","23,393","75,224","521","264","8,104","61,586","7,472","10,245","2,514","5,745","10,130","3,023","42,851","2,887","6,402"
"2020100000","2020年度","27127","大阪府 大阪市 北区","","235","X","289,820","123,037","X","518,082","53,935","828,512","328,443","253,907","426,652","62,374","32,085","42,339","107,392","1,664","364,952"
"2020100000","2020年度","27128","大阪府 大阪市 中央区","","233","0","322,441","206,085","55,607","690,190","112,354","1,082,908","575,389","344,763","307,551","57,333","24,406","18,291","103,200","11,308","305,555"
"2020100000","2020年度","27140","大阪府 堺市","","719","0","129,717","399,676","12,636","22,842","105,364","244,306","48,424","31,144","34,888","37,179","23,279","43,281","231,310","11,937","74,727"
"2020100000","2020年度","27141","大阪府 堺市 堺区","","X","0","34,980","139,739","X","18,627","42,382","80,088","36,207","2,358","19,873","10,822","4,800","5,908","49,793","2,869","39,269"
"2020100000","2020年度","27142","大阪府 堺市 中区","","418","0","19,968","29,212","X","326","11,439","30,501","2,378","5,535","1,800","4,798","3,741","12,946","44,674","X","6,932"
"2020100000","2020年度","27143","大阪府 堺市 東区","","37","0","4,345","11,242","X","86","2,377","13,291","3,530","1,964","1,461","2,424","1,397","3,781","17,717","X","2,991"
"2020100000","2020年度","27144","大阪府 堺市 西区","","131","0","25,748","132,292","X","420","25,172","45,976","4,405","7,090","5,374","6,363","4,395","5,217","44,472","X","11,894"
"2020100000","2020年度","27145","大阪府 堺市 南区","","84","0","8,287","12,956","X","106","6,509","20,560","3,836","3,370","1,206","5,150","3,662","7,203","26,471","X","2,698"
"2020100000","2020年度","27146","大阪府 堺市 北区","","X","0","23,908","27,565","X","3,267","5,508","36,643","-2,077","8,444","4,660","6,369","4,727","6,772","41,518","1,988","7,922"
"2020100000","2020年度","27147","大阪府 堺市 美原区","","X","0","12,480","46,669","X","11","11,977","17,247","144","2,384","514","1,254","557","1,454","6,665","X","3,021"
"2020100000","2020年度","27202","大阪府 岸和田市","","668","0","24,852","41,256","345","718","17,135","45,733","17,785","14,341","5,316","8,510","6,134","4,507","45,141","2,117","12,771"
"2020100000","2020年度","27203","大阪府 豊中市","","7","0","42,317","87,272","1,439","16,047","30,645","111,094","41,077","31,379","57,667","13,296","16,296","30,560","90,629","3,304","33,320"
"2020100000","2020年度","27204","大阪府 池田市","","198","0","7,118","109,413","112","906","-7,763","21,931","9,389","-1,751","4,982","4,732","3,845","3,526","15,633","583","4,808"
"2020100000","2020年度","27205","大阪府 吹田市","","109","X","55,260","54,377","X","19,065","28,771","202,094","27,530","36,120","58,342","16,207","22,869","61,687","125,495","3,002","45,356"
"2020100000","2020年度","27206","大阪府 泉大津市","","X","0","7,363","26,736","X","360","26,778","25,744","855","4,061","1,555","3,499","2,717","2,490","10,559","1,218","4,480"
"2020100000","2020年度","27207","大阪府 高槻市","","551","X","30,265","86,695","X","7,212","32,881","85,015","14,930","17,022","19,506","13,279","7,065","16,124","100,736","5,392","16,849"
"2020100000","2020年度","27208","大阪府 貝塚市","","14","0","8,164","48,205","X","1,055","6,884","21,407","3,010","2,553","1,227","3,231","2,947","3,308","20,234","X","5,098"
"2020100000","2020年度","27209","大阪府 守口市","","X","0","24,014","39,182","X","2,222","9,631","44,166","5,369","10,992","11,521","6,223","4,511","5,752","48,688","761","12,363"
"2020100000","2020年度","27210","大阪府 枚方市","","98","0","37,925","132,422","164","8,889","24,436","76,570","24,293","13,666","14,651","15,477","10,568","27,183","107,825","4,193","24,170"
"2020100000","2020年度","27211","大阪府 茨木市","","284","269","23,948","73,834","541","62,467","66,183","104,576","18,898","20,597","37,265","13,827","6,570","16,880","62,169","1,922","26,904"
"2020100000","2020年度","27212","大阪府 八尾市","","283","0","23,322","217,208","1","2,466","24,513","93,224","13,234","14,604","5,609","10,353","6,320","6,963","58,001","2,638","14,729"
"2020100000","2020年度","27213","大阪府 泉佐野市","","75","0","8,927","44,904","631","2,782","120,706","40,986","3,429","-5,347","2,910","4,842","4,082","3,511","34,316","2,733","14,545"
"2020100000","2020年度","27214","大阪府 富田林市","","268","0","10,820","32,271","X","X","3,726","22,705","4,703","3,725","1,743","6,145","4,065","4,676","28,630","2,342","6,305"
"2020100000","2020年度","27215","大阪府 寝屋川市","","22","0","22,623","53,867","64","366","24,996","52,528","8,752","10,326","5,476","9,063","8,253","12,932","51,991","1,291","12,625"
"2020100000","2020年度","27216","大阪府 河内長野市","","287","0","4,153","19,995","1,438","103","3,788","17,716","3,161","2,076","3,625","2,193","2,530","3,548","27,288","1,509","2,518"
"2020100000","2020年度","27217","大阪府 松原市","","38","0","11,645","38,331","229","147","10,825","27,069","4,611","4,286","1,557","1,881","2,725","6,001","25,225","763","5,670"
"2020100000","2020年度","27218","大阪府 大東市","","108","0","9,666","76,720","X","X","14,657","28,284","5,094","7,255","1,991","5,806","5,840","14,421","26,600","2,011","6,863"
"2020100000","2020年度","27219","大阪府 和泉市","","280","0","12,430","47,093","X","X","26,912","47,571","4,427","5,240","4,108","5,595","4,692","7,965","48,484","2,460","7,504"
"2020100000","2020年度","27220","大阪府 箕面市","","405","X","15,322","10,894","X","1,896","10,287","50,242","3,727","7,669","5,990","6,490","4,853","4,884","29,560","880","8,494"
"2020100000","2020年度","27221","大阪府 柏原市","","87","0","3,916","54,779","X","X","1,954","13,373","1,727","2,264","624","1,527","1,058","7,089","14,831","1,331","1,684"
"2020100000","2020年度","27222","大阪府 羽曳野市","","X","0","8,854","27,537","X","105","9,600","15,950","1,869","-4,628","4,553","2,946","4,162","6,276","33,858","606","5,793"
"2020100000","2020年度","27223","大阪府 門真市","","255","0","19,162","133,834","133","9,912","23,161","46,502","6,776","9,834","17,792","6,210","2,869","3,695","30,284","1,871","17,582"
"2020100000","2020年度","27224","大阪府 摂津市","","57","0","25,049","92,389","87","145","50,795","31,919","3,342","7,474","10,431","2,781","2,379","5,548","13,655","1,267","16,490"
"2020100000","2020年度","27225","大阪府 高石市","","0","0","8,557","27,233","7,407","36","9,493","12,249","2,108","3,275","1,369","2,234","537","5,552","13,438","1,166","5,714"
"2020100000","2020年度","27226","大阪府 藤井寺市","","X","0","5,442","8,285","X","4,975","5,976","12,755","7,270","4,567","1,157","3,062","867","2,134","14,543","310","3,223"
"2020100000","2020年度","27227","大阪府 東大阪市","","267","0","66,114","313,510","10,724","6,627","89,169","260,284","27,070","37,035","26,311","21,835","16,994","35,905","117,017","6,108","37,958"
"2020100000","2020年度","27228","大阪府 泉南市","","104","0","3,779","19,898","487","27","12,134","12,114","1,106","4,827","3,494","1,608","2,532","1,025","14,640","1,108","4,843"
"2020100000","2020年度","27229","大阪府 四條畷市","","145","0","4,924","5,353","15","110","4,101","11,749","1,283","2,279","555","2,466","1,635","1,981","13,384","758","1,708"
"2020100000","2020年度","27230","大阪府 交野市","","10","0","5,652","13,274","59","30","4,468","13,427","1,443","2,441","1,558","1,448","1,658","2,568","12,812","1,125","1,446"
"2020100000","2020年度","27231","大阪府 大阪狭山市","","103","0","3,259","8,931","263","171","-4,457","10,745","2,551","2,158","758","2,321","1,241","7,753","30,400","860","2,460"
"2020100000","2020年度","27232","大阪府 阪南市","","X","X","2,819","9,500","X","67","918","8,323","1,374","1,527","579","827","1,222","838","11,415","717","1,163"
"2020100000","2020年度","27301","大阪府 島本町","","0","0","1,139","12,211","X","26","716","3,375","X","392","30,242","463","708","1,099","5,400","127","851"
"2020100000","2020年度","27321","大阪府 豊能町","","18","X","602","936","X","27","552","1,122","X","28","94","115","353","47","2,004","201","71"
"2020100000","2020年度","27322","大阪府 能勢町","","150","0","562","2,626","0","X","703","-3,715","X","39","100","352","258","215","1,994","191","547"
"2020100000","2020年度","27341","大阪府 忠岡町","","0","0","2,316","14,866","X","X","3,508","5,925","244","1,150","X","401","286","280","3,248","122","2,512"
"2020100000","2020年度","27361","大阪府 熊取町","","144","0","3,049","6,942","X","X","448","4,602","639","-2,122","1,143","892","627","4,792","10,828","X","1,257"
"2020100000","2020年度","27362","大阪府 田尻町","","X","0","617","2,051","X","0","11,912","3,251","220","246","29","1,153","167","16","1,131","X","1,576"
"2020100000","2020年度","27366","大阪府 岬町","","98","0","1,255","1,788","X","X","522","1,135","142","135","497","227","327","309","1,984","242","514"
"2020100000","2020年度","27381","大阪府 太子町","","X","X","1,174","1,805","0","X","1,018","1,744","0","179","103","-1,032","287","605","1,743","X","390"
"2020100000","2020年度","27382","大阪府 河南町","","X","0","1,392","3,311","0","X","1,630","2,008","8","353","275","-733","123","3,112","1,627","209","931"
"2020100000","2020年度","27383","大阪府 千早赤阪村","","X","0","585","3,823","0","0","562","492","0","97","X","58","430","110","418","X","159"
"2020100000","2020年度","28100","兵庫県 神戸市","","1,462","X","194,563","543,436","X","104,388","262,409","738,139","181,239","133,092","203,500","93,300","48,335","128,616","460,849","16,422","250,170"
"2020100000","2020年度","28101","兵庫県 神戸市 東灘区","","62","0","13,660","93,663","892","3,977","60,622","90,782","9,959","11,995","13,089","9,451","6,382","23,764","53,310","1,047","32,068"
"2020100000","2020年度","28102","兵庫県 神戸市 灘区","","X","0","15,905","17,295","X","7,372","13,462","31,318","1,204","7,706","12,223","6,209","4,306","21,396","28,064","X","7,742"
"2020100000","2020年度","28105","兵庫県 神戸市 兵庫区","","68","0","24,233","140,478","X","13,761","16,886","91,984","5,557","9,327","34,144","5,826","3,437","2,522","34,899","X","15,090"
"2020100000","2020年度","28106","兵庫県 神戸市 長田区","","X","0","12,559","29,995","X","1,526","7,459","32,992","3,356","8,074","2,681","3,342","1,958","6,046","27,184","X","14,216"
"2020100000","2020年度","28107","兵庫県 神戸市 須磨区","","108","0","12,588","6,826","X","651","18,118","44,279","4,366","-2,229","6,292","5,096","2,823","12,401","35,054","X","5,816"
"2020100000","2020年度","28108","兵庫県 神戸市 垂水区","","X","0","7,984","2,789","X","606","4,915","32,001","4,318","6,059","1,763","7,066","3,576","6,579","44,962","X","3,043"
"2020100000","2020年度","28109","兵庫県 神戸市 北区","","501","0","12,359","17,168","165","2,127","13,049","34,019","4,266","6,127","2,356","13,274","5,574","6,380","59,005","5,380","6,813"
"2020100000","2020年度","28110","兵庫県 神戸市 中央区","","-257","0","68,643","81,161","50,166","67,107","96,492","304,470","142,674","76,541","82,942","36,031","14,311","31,130","122,533","1,621","144,509"
"2020100000","2020年度","28111","兵庫県 神戸市 西区","","918","X","26,633","154,062","X","7,262","31,408","76,294","5,539","9,493","48,010","7,004","5,967","18,400","55,840","2,709","20,873"
"2020100000","2020年度","33100","岡山県 岡山市","","2,021","160","161,126","191,342","19,033","65,442","85,365","338,843","94,704","53,481","73,342","37,559","29,964","38,783","242,877","10,277","121,786"
"2020100000","2020年度","33101","岡山県 岡山市 北区","","1,425","X","87,978","53,913","X","49,089","28,020","207,384","77,159","41,102","58,207","24,711","17,054","26,958","149,959","4,086","83,771"
"2020100000","2020年度","33102","岡山県 岡山市 中区","","141","X","18,242","27,523","X","6,584","20,458","37,243","10,536","6,358","5,756","5,219","4,328","5,060","33,557","1,771","11,944"
"2020100000","2020年度","33103","岡山県 岡山市 東区","","-665","X","9,408","47,935","X","693","10,658","21,069","3,371","2,581","2,304","2,751","2,634","4,570","21,632","2,274","8,997"
"2020100000","2020年度","33104","岡山県 岡山市 南区","","1,119","0","45,499","61,970","5,345","9,077","26,228","73,146","3,638","3,440","7,076","4,877","5,949","2,194","37,730","2,145","17,073"
"2020100000","2020年度","34100","広島県 広島市","","2,911","339","364,649","282,597","83,697","182,917","129,096","661,510","213,448","142,801","138,938","73,870","57,935","80,378","361,743","28,521","202,592"
"2020100000","2020年度","34101","広島県 広島市 中区","","203","0","140,182","22,892","67,632","132,987","14,038","214,881","123,387","60,282","57,706","25,410","3,387","12,103","101,066","8,925","88,977"
"2020100000","2020年度","34102","広島県 広島市 東区","","X","0","27,386","4,530","X","11,435","4,449","48,920","19,836","5,386","16,171","15,203","8,580","7,485","40,337","1,038","22,920"
"2020100000","2020年度","34103","広島県 広島市 南区","","70","0","49,033","70,119","8,231","21,227","33,265","104,613","42,899","17,789","23,143","5,160","9,082","14,584","46,953","2,362","29,421"
"2020100000","2020年度","34104","広島県 広島市 西区","","450","0","67,046","51,624","1,448","10,513","26,047","136,561","9,545","29,616","25,573","9,991","12,471","11,267","41,064","1,493","26,704"
"2020100000","2020年度","34105","広島県 広島市 安佐南区","","329","0","39,712","21,363","1,790","2,294","20,216","73,895","7,617","17,021","8,521","9,038","8,901","21,310","47,549","7,196","17,446"
"2020100000","2020年度","34106","広島県 広島市 安佐北区","","1,015","X","18,253","51,061","X","265","8,814","26,988","3,802","3,597","1,733","2,992","6,512","6,000","38,790","4,200","7,862"
"2020100000","2020年度","34107","広島県 広島市 安芸区","","X","0","6,074","45,441","X","126","8,740","16,147","1,467","2,110","2,235","983","1,431","1,579","13,793","602","3,940"
"2020100000","2020年度","34108","広島県 広島市 佐伯区","","772","X","16,963","15,566","X","4,070","13,528","39,506","4,895","7,000","3,856","5,093","7,571","6,049","32,191","2,706","5,320"
"2020100000","2020年度","40100","福岡県 北九州市","","1,083","866","208,282","355,104","29,426","42,242","123,162","338,195","86,507","62,866","101,827","46,926","36,929","49,282","324,620","12,920","139,868"
"2020100000","2020年度","40101","福岡県 北九州市 門司区","","X","X","16,719","32,263","X","657","29,670","23,519","3,094","1,808","2,607","4,127","2,051","2,189","29,411","1,777","8,782"
"2020100000","2020年度","40103","福岡県 北九州市 若松区","","622","0","19,568","78,497","X","372","18,134","27,767","3,367","4,107","7,895","5,010","1,677","3,994","19,666","X","13,712"
"2020100000","2020年度","40105","福岡県 北九州市 戸畑区","","X","X","34,186","57,376","X","10,582","9,546","13,529","2,906","2,139","35,215","2,034","1,776","5,418","21,071","X","11,666"
"2020100000","2020年度","40106","福岡県 北九州市 小倉北区","","58","X","47,048","44,446","X","22,493","44,598","124,114","53,047","28,345","31,145","14,853","11,039","13,888","91,946","1,809","64,367"
"2020100000","2020年度","40107","福岡県 北九州市 小倉南区","","341","X","26,963","44,074","X","818","4,991","61,965","4,976","7,069","4,423","7,173","6,265","7,865","54,283","1,683","11,106"
"2020100000","2020年度","40108","福岡県 北九州市 八幡東区","","27","0","15,144","15,544","3,590","5,402","4,302","19,531","5,512","5,530","5,574","2,465","2,907","3,678","29,901","1,501","10,809"
"2020100000","2020年度","40109","福岡県 北九州市 八幡西区","","X","X","48,654","82,905","X","1,919","11,922","67,771","13,605","13,869","14,966","11,263","11,215","12,249","78,344","3,981","19,427"
"2020100000","2020年度","40130","福岡県 福岡市","","2,249","532","502,993","146,496","99,872","438,102","225,175","1,159,779","389,475","307,751","325,117","133,254","66,506","147,662","475,928","20,994","398,719"
"2020100000","2020年度","40131","福岡県 福岡市 東区","","654","X","42,348","37,964","X","2,270","117,012","131,828","11,835","22,226","11,729","9,148","7,384","27,565","99,726","2,828","28,642"
"2020100000","2020年度","40132","福岡県 福岡市 博多区","","825","X","220,708","45,071","X","248,262","66,846","574,418","153,833","128,082","123,538","54,717","15,388","22,634","106,116","3,177","185,591"
"2020100000","2020年度","40133","福岡県 福岡市 中央区","","164","0","110,527","20,329","65,088","144,735","18,418","275,490","189,173","119,283","151,196","41,505","20,960","21,474","78,703","5,645","146,978"
"2020100000","2020年度","40134","福岡県 福岡市 南区","","187","0","64,448","14,636","X","6,364","6,790","63,115","7,679","14,257","16,333","6,099","5,780","13,438","40,361","X","9,926"
"2020100000","2020年度","40135","福岡県 福岡市 西区","","240","X","23,993","23,516","X","1,267","8,221","49,912","12,056","7,758","9,263","9,054","5,941","26,141","62,242","2,229","8,807"
"2020100000","2020年度","40136","福岡県 福岡市 城南区","","0","0","14,619","1,155","X","293","3,022","15,509","1,773","4,708","2,699","3,371","5,157","22,302","38,297","X","2,500"
"2020100000","2020年度","40137","福岡県 福岡市 早良区","","179","0","26,351","3,824","857","34,910","4,866","49,506","13,125","11,436","10,358","9,360","5,894","14,108","50,484","1,995","16,274"
"2020100000","2020年度","43100","熊本県 熊本市","","3,086","45","123,285","95,374","18,018","40,022","43,824","292,599","96,536","49,778","66,772","40,570","29,016","57,158","275,615","17,053","101,077"
"2020100000","2020年度","43101","熊本県 熊本市 中央区","","274","0","34,130","4,307","X","25,666","1,971","84,406","74,925","27,274","37,923","18,792","9,766","32,368","101,116","X","64,847"
"2020100000","2020年度","43102","熊本県 熊本市 東区","","485","0","38,132","15,889","233","2,355","15,890","67,017","7,638","10,974","17,262","7,897","7,556","10,152","62,766","3,828","12,241"
"2020100000","2020年度","43103","熊本県 熊本市 西区","","620","0","8,589","5,679","X","6,346","7,519","49,261","3,591","2,239","3,128","3,909","1,810","6,533","18,104","X","5,515"
"2020100000","2020年度","43104","熊本県 熊本市 南区","","684","45","26,621","22,827","355","3,456","12,439","59,870","4,477","5,482","5,052","5,536","4,423","3,368","54,766","1,399","8,010"
"2020100000","2020年度","43105","熊本県 熊本市 北区","","1,024","0","15,814","46,672","366","2,199","6,005","32,046","5,906","3,810","3,408","4,436","5,460","4,738","38,862","1,268","10,464"
"2015100000","2015年度","01100","北海道 札幌市","","3,190","350","357,901","151,551","50,867","230,781","165,352","1,059,312","273,074","183,631","171,469","152,268","106,841","114,234","540,596","42,041","306,477"
"2015100000","2015年度","01101","北海道 札幌市 中央区","","897","0","110,175","17,907","38,671","180,638","18,357","347,288","207,372","94,508","87,905","77,430","41,142","24,270","120,132","9,637","186,540"
"2015100000","2015年度","01102","北海道 札幌市 北区","","254","X","X","11,051","1,513","16,642","10,867","110,112","12,782","15,894","21,867","15,666","10,479","40,100","81,018","4,340","41,140"
"2015100000","2015年度","01103","北海道 札幌市 東区","","X","0","59,698","29,250","4,191","5,846","24,644","122,786","7,356","13,240","23,302","10,167","9,454","8,883","63,503","X","19,779"
"2015100000","2015年度","01104","北海道 札幌市 白石区","","1,302","0","43,885","23,290","X","5,083","52,138","132,702","17,053","12,598","10,889","9,087","9,912","2,994","57,517","X","20,079"
"2015100000","2015年度","01105","北海道 札幌市 豊平区","","169","0","29,545","8,230","X","9,706","7,443","153,795","8,614","15,110","11,235","7,952","8,908","11,625","39,030","X","10,423"
"2015100000","2015年度","01106","北海道 札幌市 南区","","112","241","X","1,723","X","234","4,696","17,950","2,885","2,650","-916","8,476","5,207","5,121","33,187","2,426","4,339"
"2015100000","2015年度","01107","北海道 札幌市 西区","","248","0","23,795","35,821","X","1,236","17,453","81,797","6,494","18,241","8,099","8,425","7,979","8,600","50,685","X","9,462"
"2015100000","2015年度","01108","北海道 札幌市 厚別区","","193","0","9,990","8,974","1,961","10,787","10,841","37,084","4,720","5,246","5,871","5,513","3,774","6,534","32,837","2,999","6,165"
"2015100000","2015年度","01109","北海道 札幌市 手稲区","","X","X","10,102","10,970","X","160","8,863","25,193","3,443","3,644","1,356","4,628","4,347","2,712","39,765","2,037","2,563"
"2015100000","2015年度","01110","北海道 札幌市 清田区","","-441","0","11,448","4,335","X","448","10,052","30,606","2,353","2,501","1,861","4,924","5,639","3,396","22,922","X","5,988"
