"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","A1101","A161001","A6108","B1102","B1103","B1104","B1105","B1106","B1107","B1201","B120103","#A01202","#A03504","#A03505","#A03506","#B01301"
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","A161001_未婚者割合（15歳以上人口）【％】","A6108_昼夜間人口比率【％】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","B1103_可住地面積【ｈａ】","B1104_主要湖沼面積【ｈａ】","B1105_林野面積【ｈａ】","B1106_森林面積【ｈａ】","B1107_森林以外の草生地面積【ｈａ】","B1201_評価総地積（課税対象土地）【ｍ2】","B120103_評価総地積（宅地）【ｍ2】","#A01202_可住地面積１km2当たり人口密度【人】","#A03504_15歳未満人口割合【％】","#A03505_15～64歳人口割合【％】","#A03506_65歳以上人口割合【％】","#B01301_可住地面積割合【％】"
"2004100000","2004年度","27100","大阪府 大阪市","","***","***","***","22,196","22,196","0","***","***","***","109,169,903","103,133,345","***","***","***","***","100.0"
"2004100000","2004年度","27102","大阪府 大阪市 都島区","","***","***","***","605","605","0","***","***","***","2,877,490","2,862,984","***","***","***","***","100.0"
"2004100000","2004年度","27103","大阪府 大阪市 福島区","","***","***","***","467","467","0","***","***","***","2,375,489","2,284,114","***","***","***","***","100.0"
"2004100000","2004年度","27104","大阪府 大阪市 此花区","","***","***","***","1,589","1,589","0","***","***","***","4,923,952","4,896,604","***","***","***","***","100.0"
"2004100000","2004年度","27106","大阪府 大阪市 西区","","***","***","***","520","520","0","***","***","***","2,584,311","2,575,078","***","***","***","***","100.0"
"2004100000","2004年度","27107","大阪府 大阪市 港区","","***","***","***","790","790","0","***","***","***","2,361,838","2,351,691","***","***","***","***","100.0"
"2004100000","2004年度","27108","大阪府 大阪市 大正区","","***","***","***","943","943","0","***","***","***","3,603,930","3,564,969","***","***","***","***","100.0"
"2004100000","2004年度","27109","大阪府 大阪市 天王寺区","","***","***","***","480","480","0","***","***","***","1,983,121","1,910,781","***","***","***","***","100.0"
"2004100000","2004年度","27111","大阪府 大阪市 浪速区","","***","***","***","437","437","0","***","***","***","1,781,532","1,774,407","***","***","***","***","100.0"
"2004100000","2004年度","27113","大阪府 大阪市 西淀川区","","***","***","***","1,423","1,423","0","***","***","***","6,877,654","6,545,181","***","***","***","***","100.0"
"2004100000","2004年度","27114","大阪府 大阪市 東淀川区","","***","***","***","1,326","1,326","0","***","***","***","5,368,452","5,107,286","***","***","***","***","100.0"
"2004100000","2004年度","27115","大阪府 大阪市 東成区","","***","***","***","455","455","0","***","***","***","3,039,115","3,005,582","***","***","***","***","100.0"
"2004100000","2004年度","27116","大阪府 大阪市 生野区","","***","***","***","838","838","0","***","***","***","5,606,662","5,489,637","***","***","***","***","100.0"
"2004100000","2004年度","27117","大阪府 大阪市 旭区","","***","***","***","630","630","0","***","***","***","3,059,712","3,034,203","***","***","***","***","100.0"
"2004100000","2004年度","27118","大阪府 大阪市 城東区","","***","***","***","842","842","0","***","***","***","4,809,563","4,747,582","***","***","***","***","100.0"
"2004100000","2004年度","27119","大阪府 大阪市 阿倍野区","","***","***","***","599","599","0","***","***","***","5,335,222","3,622,643","***","***","***","***","100.0"
"2004100000","2004年度","27120","大阪府 大阪市 住吉区","","***","***","***","934","934","0","***","***","***","4,759,688","4,545,366","***","***","***","***","100.0"
"2004100000","2004年度","27121","大阪府 大阪市 東住吉区","","***","***","***","975","975","0","***","***","***","5,638,831","5,307,508","***","***","***","***","100.0"
"2004100000","2004年度","27122","大阪府 大阪市 西成区","","***","***","***","735","735","0","***","***","***","4,216,074","4,152,548","***","***","***","***","100.0"
"2004100000","2004年度","27123","大阪府 大阪市 淀川区","","***","***","***","1,264","1,264","0","***","***","***","6,447,429","6,357,339","***","***","***","***","100.0"
"2004100000","2004年度","27124","大阪府 大阪市 鶴見区","","***","***","***","816","816","0","***","***","***","4,185,920","3,931,750","***","***","***","***","100.0"
"2004100000","2004年度","27125","大阪府 大阪市 住之江区","","***","***","***","2,077","2,077","0","***","***","***","9,716,236","9,120,669","***","***","***","***","100.0"
"2004100000","2004年度","27126","大阪府 大阪市 平野区","","***","***","***","1,530","1,530","0","***","***","***","8,041,741","7,326,316","***","***","***","***","100.0"
"2004100000","2004年度","27127","大阪府 大阪市 北区","","***","***","***","1,033","1,033","0","***","***","***","4,981,489","4,421,870","***","***","***","***","100.0"
"2004100000","2004年度","27128","大阪府 大阪市 中央区","","***","***","***","888","888","0","***","***","***","4,594,452","4,197,237","***","***","***","***","100.0"
"2004100000","2004年度","27140","大阪府 堺市","","***","***","***","14,999","14,554","0","***","***","***","89,923,255","61,953,238","***","***","***","***","97.0"
"2004100000","2004年度","27141","大阪府 堺市 堺区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27142","大阪府 堺市 中区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27143","大阪府 堺市 東区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27144","大阪府 堺市 西区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27145","大阪府 堺市 南区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27146","大阪府 堺市 北区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27147","大阪府 堺市 美原区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","27202","大阪府 岸和田市","","***","***","***","7,209","5,295","0","***","***","***","35,825,944","15,291,331","***","***","***","***","73.4"
"2004100000","2004年度","27203","大阪府 豊中市","","***","***","***","3,638","3,636","0","***","***","***","19,551,868","18,290,192","***","***","***","***","99.9"
"2004100000","2004年度","27204","大阪府 池田市","","***","***","***","2,211","1,649","0","***","***","***","10,755,972","5,637,948","***","***","***","***","74.6"
"2004100000","2004年度","27205","大阪府 吹田市","","***","***","***","3,611","3,581","0","***","***","***","18,225,290","14,994,106","***","***","***","***","99.2"
"2004100000","2004年度","27206","大阪府 泉大津市","","***","***","***","1,229","1,229","0","***","***","***","6,363,501","5,503,249","***","***","***","***","100.0"
"2004100000","2004年度","27207","大阪府 高槻市","","***","***","***","10,531","5,737","0","***","***","***","42,416,522","19,346,382","***","***","***","***","54.5"
"2004100000","2004年度","27208","大阪府 貝塚市","","***","***","***","4,397","2,613","0","***","***","***","17,525,571","7,603,607","***","***","***","***","59.4"
"2004100000","2004年度","27209","大阪府 守口市","","***","***","***","1,273","1,273","0","***","***","***","6,943,445","6,723,417","***","***","***","***","100.0"
"2004100000","2004年度","27210","大阪府 枚方市","","***","***","***","6,508","5,927","0","***","***","***","35,454,719","23,374,050","***","***","***","***","91.1"
"2004100000","2004年度","27211","大阪府 茨木市","","***","***","***","7,652","4,839","0","***","***","***","34,878,838","15,839,189","***","***","***","***","63.2"
"2004100000","2004年度","27212","大阪府 八尾市","","***","***","***","4,171","3,688","0","***","***","***","27,421,249","17,038,823","***","***","***","***","88.4"
"2004100000","2004年度","27213","大阪府 泉佐野市","","***","***","***","5,438","3,434","0","***","***","***","25,772,877","10,484,007","***","***","***","***","63.1"
"2004100000","2004年度","27214","大阪府 富田林市","","***","***","***","3,966","3,650","0","***","***","***","21,080,973","8,105,836","***","***","***","***","92.0"
"2004100000","2004年度","27215","大阪府 寝屋川市","","***","***","***","2,473","2,404","0","***","***","***","14,566,113","11,915,242","***","***","***","***","97.2"
"2004100000","2004年度","27216","大阪府 河内長野市","","***","***","***","10,961","3,427","0","***","***","***","25,226,688","9,078,524","***","***","***","***","31.3"
"2004100000","2004年度","27217","大阪府 松原市","","***","***","***","1,666","1,666","0","***","***","***","10,210,460","7,025,041","***","***","***","***","100.0"
"2004100000","2004年度","27218","大阪府 大東市","","***","***","***","1,827","1,544","0","***","***","***","11,625,156","7,095,699","***","***","***","***","84.5"
"2004100000","2004年度","27219","大阪府 和泉市","","***","***","***","8,499","5,106","0","***","***","***","42,788,076","12,985,132","***","***","***","***","60.1"
"2004100000","2004年度","27220","大阪府 箕面市","","***","***","***","4,784","1,986","0","***","***","***","21,557,995","7,554,709","***","***","***","***","41.5"
"2004100000","2004年度","27221","大阪府 柏原市","","***","***","***","2,539","1,799","0","***","***","***","13,695,184","4,721,408","***","***","***","***","70.9"
"2004100000","2004年度","27222","大阪府 羽曳野市","","***","***","***","2,644","2,385","0","***","***","***","15,128,036","7,438,614","***","***","***","***","90.2"
"2004100000","2004年度","27223","大阪府 門真市","","***","***","***","1,228","1,228","0","***","***","***","8,016,934","7,003,320","***","***","***","***","100.0"
"2004100000","2004年度","27224","大阪府 摂津市","","***","***","***","1,487","1,487","0","***","***","***","8,446,782","6,851,397","***","***","***","***","100.0"
"2004100000","2004年度","27225","大阪府 高石市","","***","***","***","1,135","1,135","0","***","***","***","7,977,516","7,336,793","***","***","***","***","100.0"
"2004100000","2004年度","27226","大阪府 藤井寺市","","***","***","***","889","889","0","***","***","***","4,946,696","3,717,391","***","***","***","***","100.0"
"2004100000","2004年度","27227","大阪府 東大阪市","","***","***","***","6,181","5,172","0","***","***","***","38,229,634","29,976,901","***","***","***","***","83.7"
"2004100000","2004年度","27228","大阪府 泉南市","","***","***","***","4,734","2,448","0","***","***","***","17,141,884","6,806,127","***","***","***","***","51.7"
"2004100000","2004年度","27229","大阪府 四條畷市","","***","***","***","1,874","1,031","0","***","***","***","10,104,973","3,470,658","***","***","***","***","55.0"
"2004100000","2004年度","27230","大阪府 交野市","","***","***","***","2,555","1,592","0","***","***","***","11,773,523","4,628,097","***","***","***","***","62.3"
"2004100000","2004年度","27231","大阪府 大阪狭山市","","***","***","***","1,186","1,166","0","***","***","***","6,788,272","3,821,778","***","***","***","***","98.3"
"2004100000","2004年度","27232","大阪府 阪南市","","***","***","***","3,610","1,559","0","***","***","***","12,168,057","4,931,969","***","***","***","***","43.2"
"2004100000","2004年度","27301","大阪府 島本町","","***","***","***","1,678","673","0","***","***","***","4,256,817","1,574,446","***","***","***","***","40.1"
"2004100000","2004年度","27321","大阪府 豊能町","","***","***","***","3,437","1,214","0","***","***","***","12,887,325","2,111,845","***","***","***","***","35.3"
"2004100000","2004年度","27322","大阪府 能勢町","","***","***","***","9,868","2,134","0","***","***","***","29,082,831","2,074,736","***","***","***","***","21.6"
"2004100000","2004年度","27341","大阪府 忠岡町","","***","***","***","403","403","0","***","***","***","2,013,763","1,692,404","***","***","***","***","100.0"
"2004100000","2004年度","27361","大阪府 熊取町","","***","***","***","1,719","1,185","0","***","***","***","8,170,476","3,731,846","***","***","***","***","68.9"
"2004100000","2004年度","27362","大阪府 田尻町","","***","***","***","386","386","0","***","***","***","2,773,698","1,325,855","***","***","***","***","100.0"
"2004100000","2004年度","27366","大阪府 岬町","","***","***","***","4,903","1,234","0","***","***","***","13,350,866","2,925,483","***","***","***","***","25.2"
"2004100000","2004年度","27381","大阪府 太子町","","***","***","***","1,417","885","0","***","***","***","6,494,376","1,227,092","***","***","***","***","62.5"
"2004100000","2004年度","27382","大阪府 河南町","","***","***","***","2,526","1,310","0","***","***","***","11,214,066","1,786,882","***","***","***","***","51.9"
"2004100000","2004年度","27383","大阪府 千早赤阪村","","***","***","***","3,738","728","0","***","***","***","9,190,693","787,588","***","***","***","***","19.5"
"2004100000","2004年度","28100","兵庫県 神戸市","","***","***","***","55,123","31,814","0","***","***","***","269,922,080","94,454,790","***","***","***","***","57.7"
"2004100000","2004年度","28101","兵庫県 神戸市 東灘区","","***","***","***","3,036","2,190","0","***","***","***","-","-","***","***","***","***","72.1"
"2004100000","2004年度","28102","兵庫県 神戸市 灘区","","***","***","***","3,240","1,294","0","***","***","***","-","-","***","***","***","***","39.9"
"2004100000","2004年度","28105","兵庫県 神戸市 兵庫区","","***","***","***","1,452","1,025","0","***","***","***","-","-","***","***","***","***","70.6"
"2004100000","2004年度","28106","兵庫県 神戸市 長田区","","***","***","***","1,148","1,012","0","***","***","***","-","-","***","***","***","***","88.2"
"2004100000","2004年度","28107","兵庫県 神戸市 須磨区","","***","***","***","2,891","2,166","0","***","***","***","-","-","***","***","***","***","74.9"
"2004100000","2004年度","28108","兵庫県 神戸市 垂水区","","***","***","***","2,802","2,388","0","***","***","***","-","-","***","***","***","***","85.2"
"2004100000","2004年度","28109","兵庫県 神戸市 北区","","***","***","***","24,071","9,605","0","***","***","***","-","-","***","***","***","***","39.9"
"2004100000","2004年度","28110","兵庫県 神戸市 中央区","","***","***","***","2,701","2,085","0","***","***","***","-","-","***","***","***","***","77.2"
"2004100000","2004年度","28111","兵庫県 神戸市 西区","","***","***","***","13,782","10,049","0","***","***","***","-","-","***","***","***","***","72.9"
"2004100000","2004年度","33100","岡山県 岡山市","","***","***","***","78,988","43,532","0","***","***","***","420,220,696","82,678,660","***","***","***","***","55.1"
"2004100000","2004年度","33101","岡山県 岡山市 北区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","33102","岡山県 岡山市 中区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","33103","岡山県 岡山市 東区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","33104","岡山県 岡山市 南区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","34100","広島県 広島市","","***","***","***","90,501","28,309","0","***","***","***","392,207,231","80,638,209","***","***","***","***","31.3"
"2004100000","2004年度","34101","広島県 広島市 中区","","***","***","***","1,534","1,529","0","***","***","***","-","-","***","***","***","***","99.7"
"2004100000","2004年度","34102","広島県 広島市 東区","","***","***","***","3,938","1,788","0","***","***","***","-","-","***","***","***","***","45.4"
"2004100000","2004年度","34103","広島県 広島市 南区","","***","***","***","2,609","2,288","0","***","***","***","-","-","***","***","***","***","87.7"
"2004100000","2004年度","34104","広島県 広島市 西区","","***","***","***","3,567","2,915","0","***","***","***","-","-","***","***","***","***","81.7"
"2004100000","2004年度","34105","広島県 広島市 安佐南区","","***","***","***","11,719","4,373","0","***","***","***","-","-","***","***","***","***","37.3"
"2004100000","2004年度","34106","広島県 広島市 安佐北区","","***","***","***","35,335","8,420","0","***","***","***","-","-","***","***","***","***","23.8"
"2004100000","2004年度","34107","広島県 広島市 安芸区","","***","***","***","9,401","2,597","0","***","***","***","-","-","***","***","***","***","27.6"
"2004100000","2004年度","34108","広島県 広島市 佐伯区","","***","***","***","22,398","4,399","0","***","***","***","-","-","***","***","***","***","19.6"
"2004100000","2004年度","40100","福岡県 北九州市","","***","***","***","48,681","29,121","0","***","***","***","240,730,833","114,076,620","***","***","***","***","59.8"
"2004100000","2004年度","40101","福岡県 北九州市 門司区","","***","***","***","7,337","3,841","0","***","***","***","27,320,242","12,139,818","***","***","***","***","52.4"
"2004100000","2004年度","40103","福岡県 北九州市 若松区","","***","***","***","6,786","5,132","0","***","***","***","44,330,484","19,246,718","***","***","***","***","75.6"
"2004100000","2004年度","40105","福岡県 北九州市 戸畑区","","***","***","***","1,666","1,610","0","***","***","***","12,173,572","11,665,205","***","***","***","***","96.6"
"2004100000","2004年度","40106","福岡県 北九州市 小倉北区","","***","***","***","3,927","3,134","0","***","***","***","19,514,700","16,025,529","***","***","***","***","79.8"
"2004100000","2004年度","40107","福岡県 北九州市 小倉南区","","***","***","***","17,025","7,587","0","***","***","***","76,743,470","19,431,554","***","***","***","***","44.6"
"2004100000","2004年度","40108","福岡県 北九州市 八幡東区","","***","***","***","3,636","1,927","0","***","***","***","16,935,845","9,642,044","***","***","***","***","53.0"
"2004100000","2004年度","40109","福岡県 北九州市 八幡西区","","***","***","***","8,304","5,890","0","***","***","***","43,712,520","25,925,752","***","***","***","***","70.9"
"2004100000","2004年度","40130","福岡県 福岡市","","***","***","***","34,060","22,718","0","***","***","***","186,468,907","86,226,119","***","***","***","***","66.7"
"2004100000","2004年度","40131","福岡県 福岡市 東区","","***","***","***","6,726","5,636","0","***","***","***","35,171,389","20,256,688","***","***","***","***","83.8"
"2004100000","2004年度","40132","福岡県 福岡市 博多区","","***","***","***","3,147","2,906","0","***","***","***","16,955,208","12,258,306","***","***","***","***","92.3"
"2004100000","2004年度","40133","福岡県 福岡市 中央区","","***","***","***","1,516","1,481","0","***","***","***","8,034,899","7,730,193","***","***","***","***","97.7"
"2004100000","2004年度","40134","福岡県 福岡市 南区","","***","***","***","3,098","2,580","0","***","***","***","18,383,739","13,747,938","***","***","***","***","83.3"
"2004100000","2004年度","40135","福岡県 福岡市 西区","","***","***","***","8,383","5,368","0","***","***","***","52,279,765","13,018,830","***","***","***","***","64.0"
"2004100000","2004年度","40136","福岡県 福岡市 城南区","","***","***","***","1,602","1,351","0","***","***","***","9,496,767","6,976,511","***","***","***","***","84.3"
"2004100000","2004年度","40137","福岡県 福岡市 早良区","","***","***","***","9,588","3,396","0","***","***","***","46,147,140","12,237,653","***","***","***","***","35.4"
"2004100000","2004年度","43100","熊本県 熊本市","","***","***","***","38,936","32,671","0","***","***","***","261,294,251","73,950,774","***","***","***","***","83.9"
"2004100000","2004年度","43101","熊本県 熊本市 中央区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","43102","熊本県 熊本市 東区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","43103","熊本県 熊本市 西区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","43104","熊本県 熊本市 南区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2004100000","2004年度","43105","熊本県 熊本市 北区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","01100","北海道 札幌市","","***","***","***","112,112","44,058","0","***","***","***","335,229,392","131,158,883","***","***","***","***","39.3"
"2003100000","2003年度","01101","北海道 札幌市 中央区","","***","***","***","4,642","2,509","0","***","***","***","-","-","***","***","***","***","54.0"
"2003100000","2003年度","01102","北海道 札幌市 北区","","***","***","***","6,348","6,314","0","***","***","***","-","-","***","***","***","***","99.5"
"2003100000","2003年度","01103","北海道 札幌市 東区","","***","***","***","5,713","5,712","0","***","***","***","-","-","***","***","***","***","100.0"
"2003100000","2003年度","01104","北海道 札幌市 白石区","","***","***","***","3,458","3,447","0","***","***","***","-","-","***","***","***","***","99.7"
"2003100000","2003年度","01105","北海道 札幌市 豊平区","","***","***","***","4,635","3,534","0","***","***","***","-","-","***","***","***","***","76.2"
"2003100000","2003年度","01106","北海道 札幌市 南区","","***","***","***","65,723","10,625","0","***","***","***","-","-","***","***","***","***","16.2"
"2003100000","2003年度","01107","北海道 札幌市 西区","","***","***","***","7,493","3,014","0","***","***","***","-","-","***","***","***","***","40.2"
"2003100000","2003年度","01108","北海道 札幌市 厚別区","","***","***","***","2,438","2,382","0","***","***","***","-","-","***","***","***","***","97.7"
"2003100000","2003年度","01109","北海道 札幌市 手稲区","","***","***","***","5,692","3,568","0","***","***","***","-","-","***","***","***","***","62.7"
"2003100000","2003年度","01110","北海道 札幌市 清田区","","***","***","***","5,970","2,953","0","***","***","***","-","-","***","***","***","***","49.5"
"2003100000","2003年度","04100","宮城県 仙台市","","***","***","***","78,354","33,867","0","***","***","***","289,721,988","95,453,917","***","***","***","***","43.2"
"2003100000","2003年度","04101","宮城県 仙台市 青葉区","","***","***","***","30,228","9,547","0","***","***","***","-","-","***","***","***","***","31.6"
"2003100000","2003年度","04102","宮城県 仙台市 宮城野区","","***","***","***","5,809","5,422","0","***","***","***","-","-","***","***","***","***","93.3"
"2003100000","2003年度","04103","宮城県 仙台市 若林区","","***","***","***","4,838","4,594","0","***","***","***","-","-","***","***","***","***","95.0"
"2003100000","2003年度","04104","宮城県 仙台市 太白区","","***","***","***","22,821","7,118","0","***","***","***","-","-","***","***","***","***","31.2"
"2003100000","2003年度","04105","宮城県 仙台市 泉区","","***","***","***","14,658","7,186","0","***","***","***","-","-","***","***","***","***","49.0"
"2003100000","2003年度","11100","埼玉県 さいたま市","","***","***","***","21,749","21,216","0","***","***","***","149,078,192","71,795,339","***","***","***","***","97.5"
"2003100000","2003年度","11101","埼玉県 さいたま市 西区","","***","***","***","2,914","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11102","埼玉県 さいたま市 北区","","***","***","***","1,691","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11103","埼玉県 さいたま市 大宮区","","***","***","***","1,275","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11104","埼玉県 さいたま市 見沼区","","***","***","***","3,063","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11105","埼玉県 さいたま市 中央区","","***","***","***","839","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11106","埼玉県 さいたま市 桜区","","***","***","***","1,860","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11107","埼玉県 さいたま市 浦和区","","***","***","***","1,151","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11108","埼玉県 さいたま市 南区","","***","***","***","1,389","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11109","埼玉県 さいたま市 緑区","","***","***","***","2,651","-","0","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","11110","埼玉県 さいたま市 岩槻区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2003100000","2003年度","12100","千葉県 千葉市","","***","***","***","27,208","21,936","0","***","***","***","177,208,288","75,370,558","***","***","***","***","80.6"
"2003100000","2003年度","12101","千葉県 千葉市 中央区","","***","***","***","4,481","4,197","0","***","***","***","-","-","***","***","***","***","93.7"
"2003100000","2003年度","12102","千葉県 千葉市 花見川区","","***","***","***","3,424","3,117","0","***","***","***","-","-","***","***","***","***","91.0"
"2003100000","2003年度","12103","千葉県 千葉市 稲毛区","","***","***","***","2,125","2,030","0","***","***","***","-","-","***","***","***","***","95.5"
"2003100000","2003年度","12104","千葉県 千葉市 若葉区","","***","***","***","8,421","5,759","0","***","***","***","-","-","***","***","***","***","68.4"
"2003100000","2003年度","12105","千葉県 千葉市 緑区","","***","***","***","6,641","4,718","0","***","***","***","-","-","***","***","***","***","71.0"
"2003100000","2003年度","12106","千葉県 千葉市 美浜区","","***","***","***","2,116","2,115","0","***","***","***","-","-","***","***","***","***","100.0"
"2003100000","2003年度","13101","東京都 千代田区","","***","***","***","1,164","1,164","0","***","***","***","4,012,760","3,591,904","***","***","***","***","100.0"
"2003100000","2003年度","13102","東京都 中央区","","***","***","***","1,015","1,015","0","***","***","***","3,924,261","3,916,641","***","***","***","***","100.0"
"2003100000","2003年度","13103","東京都 港区","","***","***","***","2,034","2,034","0","***","***","***","9,852,549","9,150,761","***","***","***","***","100.0"
"2003100000","2003年度","13104","東京都 新宿区","","***","***","***","1,823","1,823","0","***","***","***","10,137,969","9,862,422","***","***","***","***","100.0"
"2003100000","2003年度","13105","東京都 文京区","","***","***","***","1,131","1,131","0","***","***","***","5,972,476","5,893,206","***","***","***","***","100.0"
"2003100000","2003年度","13106","東京都 台東区","","***","***","***","1,008","1,008","0","***","***","***","4,781,976","4,520,541","***","***","***","***","100.0"
"2003100000","2003年度","13107","東京都 墨田区","","***","***","***","1,375","1,375","0","***","***","***","7,126,740","6,851,826","***","***","***","***","100.0"
"2003100000","2003年度","13108","東京都 江東区","","***","***","***","3,948","3,948","0","***","***","***","15,480,724","14,688,643","***","***","***","***","100.0"
"2003100000","2003年度","13109","東京都 品川区","","***","***","***","2,272","2,272","0","***","***","***","14,527,075","12,398,841","***","***","***","***","100.0"
"2003100000","2003年度","13110","東京都 目黒区","","***","***","***","1,470","1,470","0","***","***","***","9,210,808","9,032,330","***","***","***","***","100.0"
"2003100000","2003年度","13111","東京都 大田区","","***","***","***","5,946","5,946","0","***","***","***","25,901,033","25,105,253","***","***","***","***","100.0"
"2003100000","2003年度","13112","東京都 世田谷区","","***","***","***","5,808","5,808","0","***","***","***","37,066,878","34,358,315","***","***","***","***","100.0"
"2003100000","2003年度","13113","東京都 渋谷区","","***","***","***","1,511","1,511","0","***","***","***","8,432,051","8,095,951","***","***","***","***","100.0"
"2003100000","2003年度","13114","東京都 中野区","","***","***","***","1,559","1,559","0","***","***","***","10,280,073","9,961,557","***","***","***","***","100.0"
"2003100000","2003年度","13115","東京都 杉並区","","***","***","***","3,402","3,402","0","***","***","***","22,759,936","21,529,269","***","***","***","***","100.0"
"2003100000","2003年度","13116","東京都 豊島区","","***","***","***","1,301","1,301","0","***","***","***","8,264,854","7,914,433","***","***","***","***","100.0"
"2003100000","2003年度","13117","東京都 北区","","***","***","***","2,059","2,059","0","***","***","***","10,496,251","9,545,506","***","***","***","***","100.0"
"2003100000","2003年度","13118","東京都 荒川区","","***","***","***","1,020","1,020","0","***","***","***","5,974,508","5,424,634","***","***","***","***","100.0"
"2003100000","2003年度","13119","東京都 板橋区","","***","***","***","3,217","3,217","0","***","***","***","18,491,505","17,912,428","***","***","***","***","100.0"
"2003100000","2003年度","13120","東京都 練馬区","","***","***","***","4,816","4,816","0","***","***","***","31,528,225","27,874,644","***","***","***","***","100.0"
"2003100000","2003年度","13121","東京都 足立区","","***","***","***","5,320","5,320","0","***","***","***","28,975,627","27,117,862","***","***","***","***","100.0"
"2003100000","2003年度","13122","東京都 葛飾区","","***","***","***","3,479","3,479","0","***","***","***","17,728,075","16,730,115","***","***","***","***","100.0"
"2003100000","2003年度","13123","東京都 江戸川区","","***","***","***","4,976","4,976","0","***","***","***","24,365,006","23,311,215","***","***","***","***","100.0"
"2003100000","2003年度","14100","神奈川県 横浜市","","***","***","***","43,735","39,797","0","***","***","***","278,209,527","194,754,428","***","***","***","***","91.0"
"2003100000","2003年度","14101","神奈川県 横浜市 鶴見区","","***","***","***","3,327","3,275","0","***","***","***","-","-","***","***","***","***","98.4"
"2003100000","2003年度","14102","神奈川県 横浜市 神奈川区","","***","***","***","2,396","2,294","0","***","***","***","-","-","***","***","***","***","95.7"
"2003100000","2003年度","14103","神奈川県 横浜市 西区","","***","***","***","702","696","0","***","***","***","-","-","***","***","***","***","99.1"
"2003100000","2003年度","14104","神奈川県 横浜市 中区","","***","***","***","2,083","2,028","0","***","***","***","-","-","***","***","***","***","97.4"
"2003100000","2003年度","14105","神奈川県 横浜市 南区","","***","***","***","1,263","1,193","0","***","***","***","-","-","***","***","***","***","94.5"
"2003100000","2003年度","14106","神奈川県 横浜市 保土ケ谷区","","***","***","***","2,191","1,968","0","***","***","***","-","-","***","***","***","***","89.8"
"2003100000","2003年度","14107","神奈川県 横浜市 磯子区","","***","***","***","1,924","1,702","0","***","***","***","-","-","***","***","***","***","88.5"
"2003100000","2003年度","14108","神奈川県 横浜市 金沢区","","***","***","***","3,100","2,642","0","***","***","***","-","-","***","***","***","***","85.2"
"2003100000","2003年度","14109","神奈川県 横浜市 港北区","","***","***","***","3,130","2,933","0","***","***","***","-","-","***","***","***","***","93.7"
"2003100000","2003年度","14110","神奈川県 横浜市 戸塚区","","***","***","***","3,577","3,122","0","***","***","***","-","-","***","***","***","***","87.3"
"2003100000","2003年度","14111","神奈川県 横浜市 港南区","","***","***","***","1,991","1,859","0","***","***","***","-","-","***","***","***","***","93.4"
"2003100000","2003年度","14112","神奈川県 横浜市 旭区","","***","***","***","3,288","2,862","0","***","***","***","-","-","***","***","***","***","87.0"
"2003100000","2003年度","14113","神奈川県 横浜市 緑区","","***","***","***","2,544","2,098","0","***","***","***","-","-","***","***","***","***","82.5"
"2003100000","2003年度","14114","神奈川県 横浜市 瀬谷区","","***","***","***","1,707","1,574","0","***","***","***","-","-","***","***","***","***","92.2"
