"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","A1101","A161001","A6108","B1102","B1103","B1104","B1105","B1106","B1107","B1201","B120103","#A01202","#A03504","#A03505","#A03506","#B01301"
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","A161001_未婚者割合（15歳以上人口）【％】","A6108_昼夜間人口比率【％】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","B1103_可住地面積【ｈａ】","B1104_主要湖沼面積【ｈａ】","B1105_林野面積【ｈａ】","B1106_森林面積【ｈａ】","B1107_森林以外の草生地面積【ｈａ】","B1201_評価総地積（課税対象土地）【ｍ2】","B120103_評価総地積（宅地）【ｍ2】","#A01202_可住地面積１km2当たり人口密度【人】","#A03504_15歳未満人口割合【％】","#A03505_15～64歳人口割合【％】","#A03506_65歳以上人口割合【％】","#B01301_可住地面積割合【％】"
"2022100000","2022年度","13108","東京都 江東区","","***","***","***","4,301","4,301","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13109","東京都 品川区","","***","***","***","2,284","2,284","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13110","東京都 目黒区","","***","***","***","1,467","1,467","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13111","東京都 大田区","","***","***","***","6,186","6,186","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13112","東京都 世田谷区","","***","***","***","5,805","5,805","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13113","東京都 渋谷区","","***","***","***","1,511","1,511","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13114","東京都 中野区","","***","***","***","1,559","1,559","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13115","東京都 杉並区","","***","***","***","3,406","3,406","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13116","東京都 豊島区","","***","***","***","1,301","1,301","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13117","東京都 北区","","***","***","***","2,061","2,061","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13118","東京都 荒川区","","***","***","***","1,016","1,016","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13119","東京都 板橋区","","***","***","***","3,222","3,222","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13120","東京都 練馬区","","***","***","***","4,808","4,808","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13121","東京都 足立区","","***","***","***","5,325","5,325","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13122","東京都 葛飾区","","***","***","***","3,480","3,480","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","13123","東京都 江戸川区","","***","***","***","4,990","4,990","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","14100","神奈川県 横浜市","","***","***","***","43,801","40,139","0","***","***","***","272,530,567","204,975,812","***","***","***","***","91.6"
"2022100000","2022年度","14101","神奈川県 横浜市 鶴見区","","***","***","***","3,322","3,272","0","***","***","***","-","-","***","***","***","***","98.5"
"2022100000","2022年度","14102","神奈川県 横浜市 神奈川区","","***","***","***","2,373","2,273","0","***","***","***","-","-","***","***","***","***","95.8"
"2022100000","2022年度","14103","神奈川県 横浜市 西区","","***","***","***","703","697","0","***","***","***","-","-","***","***","***","***","99.1"
"2022100000","2022年度","14104","神奈川県 横浜市 中区","","***","***","***","2,174","2,121","0","***","***","***","-","-","***","***","***","***","97.6"
"2022100000","2022年度","14105","神奈川県 横浜市 南区","","***","***","***","1,265","1,195","0","***","***","***","-","-","***","***","***","***","94.5"
"2022100000","2022年度","14106","神奈川県 横浜市 保土ケ谷区","","***","***","***","2,193","1,986","0","***","***","***","-","-","***","***","***","***","90.6"
"2022100000","2022年度","14107","神奈川県 横浜市 磯子区","","***","***","***","1,905","1,691","0","***","***","***","-","-","***","***","***","***","88.8"
"2022100000","2022年度","14108","神奈川県 横浜市 金沢区","","***","***","***","3,096","2,731","0","***","***","***","-","-","***","***","***","***","88.2"
"2022100000","2022年度","14109","神奈川県 横浜市 港北区","","***","***","***","3,140","2,951","0","***","***","***","-","-","***","***","***","***","94.0"
"2022100000","2022年度","14110","神奈川県 横浜市 戸塚区","","***","***","***","3,579","3,138","0","***","***","***","-","-","***","***","***","***","87.7"
"2022100000","2022年度","14111","神奈川県 横浜市 港南区","","***","***","***","1,990","1,857","0","***","***","***","-","-","***","***","***","***","93.3"
"2022100000","2022年度","14112","神奈川県 横浜市 旭区","","***","***","***","3,273","2,904","0","***","***","***","-","-","***","***","***","***","88.7"
"2022100000","2022年度","14113","神奈川県 横浜市 緑区","","***","***","***","2,551","2,135","0","***","***","***","-","-","***","***","***","***","83.7"
"2022100000","2022年度","14114","神奈川県 横浜市 瀬谷区","","***","***","***","1,717","1,586","0","***","***","***","-","-","***","***","***","***","92.4"
"2022100000","2022年度","14115","神奈川県 横浜市 栄区","","***","***","***","1,852","1,507","0","***","***","***","-","-","***","***","***","***","81.4"
"2022100000","2022年度","14116","神奈川県 横浜市 泉区","","***","***","***","2,358","2,187","0","***","***","***","-","-","***","***","***","***","92.7"
"2022100000","2022年度","14117","神奈川県 横浜市 青葉区","","***","***","***","3,522","3,278","0","***","***","***","-","-","***","***","***","***","93.1"
"2022100000","2022年度","14118","神奈川県 横浜市 都筑区","","***","***","***","2,787","2,629","0","***","***","***","-","-","***","***","***","***","94.3"
"2022100000","2022年度","14130","神奈川県 川崎市","","***","***","***","14,296","13,523","0","***","***","***","89,610,542","74,836,029","***","***","***","***","94.6"
"2022100000","2022年度","14131","神奈川県 川崎市 川崎区","","***","***","***","3,949","3,949","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","14132","神奈川県 川崎市 幸区","","***","***","***","1,001","1,001","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","14133","神奈川県 川崎市 中原区","","***","***","***","1,474","1,468","0","***","***","***","-","-","***","***","***","***","99.6"
"2022100000","2022年度","14134","神奈川県 川崎市 高津区","","***","***","***","1,636","1,535","0","***","***","***","-","-","***","***","***","***","93.8"
"2022100000","2022年度","14135","神奈川県 川崎市 多摩区","","***","***","***","2,050","1,870","0","***","***","***","-","-","***","***","***","***","91.2"
"2022100000","2022年度","14136","神奈川県 川崎市 宮前区","","***","***","***","1,861","1,740","0","***","***","***","-","-","***","***","***","***","93.5"
"2022100000","2022年度","14137","神奈川県 川崎市 麻生区","","***","***","***","2,325","1,960","0","***","***","***","-","-","***","***","***","***","84.3"
"2022100000","2022年度","14150","神奈川県 相模原市","","***","***","***","32,891","14,097","0","***","***","***","147,285,088","48,200,450","***","***","***","***","42.9"
"2022100000","2022年度","14151","神奈川県 相模原市 緑区","","***","***","***","25,393","6,931","0","***","***","***","-","-","***","***","***","***","27.3"
"2022100000","2022年度","14152","神奈川県 相模原市 中央区","","***","***","***","3,687","3,603","0","***","***","***","-","-","***","***","***","***","97.7"
"2022100000","2022年度","14153","神奈川県 相模原市 南区","","***","***","***","3,811","3,563","0","***","***","***","-","-","***","***","***","***","93.5"
"2022100000","2022年度","15100","新潟県 新潟市","","***","***","***","72,628","67,057","137","***","***","***","510,496,545","120,502,130","***","***","***","***","92.3"
"2022100000","2022年度","15101","新潟県 新潟市 北区","","***","***","***","10,761","10,478","0","***","***","***","-","-","***","***","***","***","97.4"
"2022100000","2022年度","15102","新潟県 新潟市 東区","","***","***","***","3,863","3,858","0","***","***","***","-","-","***","***","***","***","99.9"
"2022100000","2022年度","15103","新潟県 新潟市 中央区","","***","***","***","3,775","3,586","137","***","***","***","-","-","***","***","***","***","95.0"
"2022100000","2022年度","15104","新潟県 新潟市 江南区","","***","***","***","7,542","7,542","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","15105","新潟県 新潟市 秋葉区","","***","***","***","9,538","8,065","0","***","***","***","-","-","***","***","***","***","84.6"
"2022100000","2022年度","15106","新潟県 新潟市 南区","","***","***","***","10,091","10,091","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","15107","新潟県 新潟市 西区","","***","***","***","9,400","9,075","0","***","***","***","-","-","***","***","***","***","96.5"
"2022100000","2022年度","15108","新潟県 新潟市 西蒲区","","***","***","***","17,657","14,361","0","***","***","***","-","-","***","***","***","***","81.3"
"2022100000","2022年度","22100","静岡県 静岡市","","***","***","***","141,193","34,268","0","***","***","***","771,685,577","68,841,633","***","***","***","***","24.3"
"2022100000","2022年度","22101","静岡県 静岡市 葵区","","***","***","***","107,375","14,663","0","***","***","***","-","-","***","***","***","***","13.7"
"2022100000","2022年度","22102","静岡県 静岡市 駿河区","","***","***","***","7,306","5,423","0","***","***","***","-","-","***","***","***","***","74.2"
"2022100000","2022年度","22103","静岡県 静岡市 清水区","","***","***","***","26,512","14,182","0","***","***","***","-","-","***","***","***","***","53.5"
"2022100000","2022年度","22130","静岡県 浜松市","","***","***","***","155,806","49,041","5,331","***","***","***","646,254,889","106,706,214","***","***","***","***","31.5"
"2022100000","2022年度","22138","静岡県 浜松市 中央区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2022100000","2022年度","22139","静岡県 浜松市 浜名区","","***","***","***","-","-","-","***","***","***","-","-","***","***","***","***","-"
"2022100000","2022年度","22140","静岡県 浜松市 天竜区","","***","***","***","94,384","9,051","0","***","***","***","-","-","***","***","***","***","9.6"
"2022100000","2022年度","23100","愛知県 名古屋市","","***","***","***","32,650","31,689","0","***","***","***","183,543,047","153,157,670","***","***","***","***","97.1"
"2022100000","2022年度","23101","愛知県 名古屋市 千種区","","***","***","***","1,818","1,725","0","***","***","***","-","-","***","***","***","***","94.9"
"2022100000","2022年度","23102","愛知県 名古屋市 東区","","***","***","***","771","771","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23103","愛知県 名古屋市 北区","","***","***","***","1,753","1,753","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23104","愛知県 名古屋市 西区","","***","***","***","1,793","1,793","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23105","愛知県 名古屋市 中村区","","***","***","***","1,630","1,630","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23106","愛知県 名古屋市 中区","","***","***","***","938","938","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23107","愛知県 名古屋市 昭和区","","***","***","***","1,094","1,080","0","***","***","***","-","-","***","***","***","***","98.7"
"2022100000","2022年度","23108","愛知県 名古屋市 瑞穂区","","***","***","***","1,122","1,118","0","***","***","***","-","-","***","***","***","***","99.6"
"2022100000","2022年度","23109","愛知県 名古屋市 熱田区","","***","***","***","820","820","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23110","愛知県 名古屋市 中川区","","***","***","***","3,202","3,202","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23111","愛知県 名古屋市 港区","","***","***","***","4,569","4,569","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23112","愛知県 名古屋市 南区","","***","***","***","1,846","1,846","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","23113","愛知県 名古屋市 守山区","","***","***","***","3,401","3,017","0","***","***","***","-","-","***","***","***","***","88.7"
"2022100000","2022年度","23114","愛知県 名古屋市 緑区","","***","***","***","3,791","3,636","0","***","***","***","-","-","***","***","***","***","95.9"
"2022100000","2022年度","23115","愛知県 名古屋市 名東区","","***","***","***","1,945","1,813","0","***","***","***","-","-","***","***","***","***","93.2"
"2022100000","2022年度","23116","愛知県 名古屋市 天白区","","***","***","***","2,158","1,979","0","***","***","***","-","-","***","***","***","***","91.7"
"2022100000","2022年度","26100","京都府 京都市","","***","***","***","82,783","21,838","0","***","***","***","327,386,059","83,077,037","***","***","***","***","26.4"
"2022100000","2022年度","26101","京都府 京都市 北区","","***","***","***","9,488","1,607","0","***","***","***","-","-","***","***","***","***","16.9"
"2022100000","2022年度","26102","京都府 京都市 上京区","","***","***","***","703","703","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","26103","京都府 京都市 左京区","","***","***","***","24,677","3,171","0","***","***","***","-","-","***","***","***","***","12.9"
"2022100000","2022年度","26104","京都府 京都市 中京区","","***","***","***","741","741","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","26105","京都府 京都市 東山区","","***","***","***","748","593","0","***","***","***","-","-","***","***","***","***","79.3"
"2022100000","2022年度","26106","京都府 京都市 下京区","","***","***","***","678","678","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","26107","京都府 京都市 南区","","***","***","***","1,581","1,581","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","26108","京都府 京都市 右京区","","***","***","***","29,207","3,843","0","***","***","***","-","-","***","***","***","***","13.2"
"2022100000","2022年度","26109","京都府 京都市 伏見区","","***","***","***","6,166","4,718","0","***","***","***","-","-","***","***","***","***","76.5"
"2022100000","2022年度","26110","京都府 京都市 山科区","","***","***","***","2,870","1,521","0","***","***","***","-","-","***","***","***","***","53.0"
"2022100000","2022年度","26111","京都府 京都市 西京区","","***","***","***","5,924","2,682","0","***","***","***","-","-","***","***","***","***","45.3"
"2022100000","2022年度","27100","大阪府 大阪市","","***","***","***","22,533","22,533","0","***","***","***","112,471,687","106,056,516","***","***","***","***","100.0"
"2022100000","2022年度","27102","大阪府 大阪市 都島区","","***","***","***","608","608","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27103","大阪府 大阪市 福島区","","***","***","***","467","467","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27104","大阪府 大阪市 此花区","","***","***","***","1,930","1,930","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27106","大阪府 大阪市 西区","","***","***","***","521","521","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27107","大阪府 大阪市 港区","","***","***","***","786","786","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27108","大阪府 大阪市 大正区","","***","***","***","943","943","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27109","大阪府 大阪市 天王寺区","","***","***","***","484","484","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27111","大阪府 大阪市 浪速区","","***","***","***","439","439","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27113","大阪府 大阪市 西淀川区","","***","***","***","1,421","1,421","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27114","大阪府 大阪市 東淀川区","","***","***","***","1,327","1,327","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27115","大阪府 大阪市 東成区","","***","***","***","454","454","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27116","大阪府 大阪市 生野区","","***","***","***","837","837","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27117","大阪府 大阪市 旭区","","***","***","***","632","632","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27118","大阪府 大阪市 城東区","","***","***","***","838","838","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27119","大阪府 大阪市 阿倍野区","","***","***","***","598","598","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27120","大阪府 大阪市 住吉区","","***","***","***","940","940","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27121","大阪府 大阪市 東住吉区","","***","***","***","975","975","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27122","大阪府 大阪市 西成区","","***","***","***","737","737","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27123","大阪府 大阪市 淀川区","","***","***","***","1,264","1,264","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27124","大阪府 大阪市 鶴見区","","***","***","***","817","817","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27125","大阪府 大阪市 住之江区","","***","***","***","2,068","2,068","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27126","大阪府 大阪市 平野区","","***","***","***","1,528","1,528","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27127","大阪府 大阪市 北区","","***","***","***","1,034","1,034","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27128","大阪府 大阪市 中央区","","***","***","***","887","887","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27140","大阪府 堺市","","***","***","***","14,983","14,588","0","***","***","***","89,100,656","64,682,922","***","***","***","***","97.4"
"2022100000","2022年度","27141","大阪府 堺市 堺区","","***","***","***","2,366","2,366","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27142","大阪府 堺市 中区","","***","***","***","1,788","1,788","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27143","大阪府 堺市 東区","","***","***","***","1,049","1,049","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27144","大阪府 堺市 西区","","***","***","***","2,862","2,862","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27145","大阪府 堺市 南区","","***","***","***","4,039","3,645","0","***","***","***","-","-","***","***","***","***","90.2"
"2022100000","2022年度","27146","大阪府 堺市 北区","","***","***","***","1,560","1,560","0","***","***","***","-","-","***","***","***","***","100.0"
"2022100000","2022年度","27147","大阪府 堺市 美原区","","***","***","***","1,320","1,319","0","***","***","***","-","-","***","***","***","***","99.9"
"2022100000","2022年度","27202","大阪府 岸和田市","","***","***","***","7,272","5,330","0","***","***","***","35,804,469","16,734,386","***","***","***","***","73.3"
"2022100000","2022年度","27203","大阪府 豊中市","","***","***","***","3,639","3,637","0","***","***","***","20,809,288","18,886,323","***","***","***","***","99.9"
"2022100000","2022年度","27204","大阪府 池田市","","***","***","***","2,214","1,662","0","***","***","***","10,953,318","5,874,274","***","***","***","***","75.1"
"2022100000","2022年度","27205","大阪府 吹田市","","***","***","***","3,609","3,571","0","***","***","***","18,289,472","15,970,129","***","***","***","***","98.9"
"2022100000","2022年度","27206","大阪府 泉大津市","","***","***","***","1,433","1,433","0","***","***","***","6,375,166","5,814,782","***","***","***","***","100.0"
"2022100000","2022年度","27207","大阪府 高槻市","","***","***","***","10,529","5,580","0","***","***","***","42,203,962","20,092,762","***","***","***","***","53.0"
"2022100000","2022年度","27208","大阪府 貝塚市","","***","***","***","4,393","2,618","0","***","***","***","17,401,938","8,328,349","***","***","***","***","59.6"
"2022100000","2022年度","27209","大阪府 守口市","","***","***","***","1,271","1,271","0","***","***","***","6,976,976","6,718,312","***","***","***","***","100.0"
"2022100000","2022年度","27210","大阪府 枚方市","","***","***","***","6,512","5,798","0","***","***","***","35,506,338","25,134,686","***","***","***","***","89.0"
"2022100000","2022年度","27211","大阪府 茨木市","","***","***","***","7,649","4,920","0","***","***","***","35,076,591","18,227,000","***","***","***","***","64.3"
"2022100000","2022年度","27212","大阪府 八尾市","","***","***","***","4,172","3,690","0","***","***","***","27,208,585","18,019,536","***","***","***","***","88.4"
"2022100000","2022年度","27213","大阪府 泉佐野市","","***","***","***","5,651","3,656","0","***","***","***","27,759,765","11,388,566","***","***","***","***","64.7"
"2022100000","2022年度","27214","大阪府 富田林市","","***","***","***","3,972","3,673","0","***","***","***","21,105,908","8,870,297","***","***","***","***","92.5"
"2022100000","2022年度","27215","大阪府 寝屋川市","","***","***","***","2,470","2,390","0","***","***","***","14,400,869","12,352,882","***","***","***","***","96.8"
"2022100000","2022年度","27216","大阪府 河内長野市","","***","***","***","10,963","3,442","0","***","***","***","25,098,570","9,453,250","***","***","***","***","31.4"
"2022100000","2022年度","27217","大阪府 松原市","","***","***","***","1,666","1,666","0","***","***","***","10,135,910","7,523,916","***","***","***","***","100.0"
"2022100000","2022年度","27218","大阪府 大東市","","***","***","***","1,827","1,545","0","***","***","***","11,463,790","7,229,860","***","***","***","***","84.6"
"2022100000","2022年度","27219","大阪府 和泉市","","***","***","***","8,498","5,168","0","***","***","***","42,185,156","15,317,272","***","***","***","***","60.8"
"2022100000","2022年度","27220","大阪府 箕面市","","***","***","***","4,790","2,274","0","***","***","***","19,283,009","9,489,505","***","***","***","***","47.5"
"2022100000","2022年度","27221","大阪府 柏原市","","***","***","***","2,533","1,799","0","***","***","***","13,542,553","4,867,132","***","***","***","***","71.0"
"2022100000","2022年度","27222","大阪府 羽曳野市","","***","***","***","2,645","2,398","0","***","***","***","15,082,922","8,209,613","***","***","***","***","90.7"
"2022100000","2022年度","27223","大阪府 門真市","","***","***","***","1,230","1,230","0","***","***","***","7,957,908","7,109,659","***","***","***","***","100.0"
"2022100000","2022年度","27224","大阪府 摂津市","","***","***","***","1,487","1,487","0","***","***","***","8,467,193","7,088,879","***","***","***","***","100.0"
"2022100000","2022年度","27225","大阪府 高石市","","***","***","***","1,130","1,130","0","***","***","***","7,958,020","7,457,591","***","***","***","***","100.0"
"2022100000","2022年度","27226","大阪府 藤井寺市","","***","***","***","889","889","0","***","***","***","4,862,902","3,889,011","***","***","***","***","100.0"
"2022100000","2022年度","27227","大阪府 東大阪市","","***","***","***","6,178","5,170","0","***","***","***","38,104,281","30,608,040","***","***","***","***","83.7"
"2022100000","2022年度","27228","大阪府 泉南市","","***","***","***","4,898","2,659","0","***","***","***","18,810,067","7,623,238","***","***","***","***","54.3"
"2022100000","2022年度","27229","大阪府 四條畷市","","***","***","***","1,869","1,135","0","***","***","***","9,879,106","3,648,011","***","***","***","***","60.7"
"2022100000","2022年度","27230","大阪府 交野市","","***","***","***","2,555","1,594","0","***","***","***","11,700,855","5,341,315","***","***","***","***","62.4"
"2022100000","2022年度","27231","大阪府 大阪狭山市","","***","***","***","1,192","1,163","0","***","***","***","6,972,401","4,382,324","***","***","***","***","97.6"
"2022100000","2022年度","27232","大阪府 阪南市","","***","***","***","3,617","1,742","0","***","***","***","12,162,904","5,431,106","***","***","***","***","48.2"
"2022100000","2022年度","27301","大阪府 島本町","","***","***","***","1,681","676","0","***","***","***","4,130,943","1,732,994","***","***","***","***","40.2"
"2022100000","2022年度","27321","大阪府 豊能町","","***","***","***","3,434","1,213","0","***","***","***","12,960,380","2,114,708","***","***","***","***","35.3"
"2022100000","2022年度","27322","大阪府 能勢町","","***","***","***","9,875","2,135","0","***","***","***","28,987,446","2,045,920","***","***","***","***","21.6"
"2022100000","2022年度","27341","大阪府 忠岡町","","***","***","***","397","397","0","***","***","***","2,010,389","1,748,765","***","***","***","***","100.0"
"2022100000","2022年度","27361","大阪府 熊取町","","***","***","***","1,724","1,249","0","***","***","***","8,179,771","4,067,701","***","***","***","***","72.4"
"2022100000","2022年度","27362","大阪府 田尻町","","***","***","***","562","562","0","***","***","***","4,613,221","1,082,586","***","***","***","***","100.0"
"2022100000","2022年度","27366","大阪府 岬町","","***","***","***","4,918","1,392","0","***","***","***","14,157,412","3,052,712","***","***","***","***","28.3"
"2022100000","2022年度","27381","大阪府 太子町","","***","***","***","1,417","899","0","***","***","***","6,463,347","1,387,460","***","***","***","***","63.4"
"2022100000","2022年度","27382","大阪府 河南町","","***","***","***","2,526","1,321","0","***","***","***","10,769,314","1,908,014","***","***","***","***","52.3"
"2022100000","2022年度","27383","大阪府 千早赤阪村","","***","***","***","3,730","721","0","***","***","***","8,434,014","834,228","***","***","***","***","19.3"
"2022100000","2022年度","28100","兵庫県 神戸市","","***","***","***","55,703","33,578","0","***","***","***","269,269,098","100,753,871","***","***","***","***","60.3"
"2022100000","2022年度","28101","兵庫県 神戸市 東灘区","","***","***","***","3,403","2,741","0","***","***","***","-","-","***","***","***","***","80.5"
"2022100000","2022年度","28102","兵庫県 神戸市 灘区","","***","***","***","3,266","1,355","0","***","***","***","-","-","***","***","***","***","41.5"
"2022100000","2022年度","28105","兵庫県 神戸市 兵庫区","","***","***","***","1,467","1,088","0","***","***","***","-","-","***","***","***","***","74.2"
"2022100000","2022年度","28106","兵庫県 神戸市 長田区","","***","***","***","1,136","1,008","0","***","***","***","-","-","***","***","***","***","88.7"
"2022100000","2022年度","28107","兵庫県 神戸市 須磨区","","***","***","***","2,893","2,188","0","***","***","***","-","-","***","***","***","***","75.6"
"2022100000","2022年度","28108","兵庫県 神戸市 垂水区","","***","***","***","2,811","2,435","0","***","***","***","-","-","***","***","***","***","86.6"
"2022100000","2022年度","28109","兵庫県 神戸市 北区","","***","***","***","24,029","10,053","0","***","***","***","-","-","***","***","***","***","41.8"
"2022100000","2022年度","28110","兵庫県 神戸市 中央区","","***","***","***","2,897","2,299","0","***","***","***","-","-","***","***","***","***","79.4"
"2022100000","2022年度","28111","兵庫県 神戸市 西区","","***","***","***","13,801","10,411","0","***","***","***","-","-","***","***","***","***","75.4"
"2022100000","2022年度","33100","岡山県 岡山市","","***","***","***","78,995","44,111","0","***","***","***","418,943,417","90,802,091","***","***","***","***","55.8"
"2022100000","2022年度","33101","岡山県 岡山市 北区","","***","***","***","45,070","18,550","0","***","***","***","-","-","***","***","***","***","41.2"
"2022100000","2022年度","33102","岡山県 岡山市 中区","","***","***","***","5,124","4,217","0","***","***","***","-","-","***","***","***","***","82.3"
"2022100000","2022年度","33103","岡山県 岡山市 東区","","***","***","***","16,053","10,797","0","***","***","***","-","-","***","***","***","***","67.3"
"2022100000","2022年度","33104","岡山県 岡山市 南区","","***","***","***","12,748","10,547","0","***","***","***","-","-","***","***","***","***","82.7"
"2022100000","2022年度","34100","広島県 広島市","","***","***","***","90,669","29,500","0","***","***","***","423,167,710","86,640,506","***","***","***","***","32.5"
"2022100000","2022年度","34101","広島県 広島市 中区","","***","***","***","1,532","1,522","0","***","***","***","-","-","***","***","***","***","99.3"
"2022100000","2022年度","34102","広島県 広島市 東区","","***","***","***","3,942","1,818","0","***","***","***","-","-","***","***","***","***","46.1"
"2022100000","2022年度","34103","広島県 広島市 南区","","***","***","***","2,646","2,328","0","***","***","***","-","-","***","***","***","***","88.0"
"2022100000","2022年度","34104","広島県 広島市 西区","","***","***","***","3,561","2,940","0","***","***","***","-","-","***","***","***","***","82.6"
"2022100000","2022年度","34105","広島県 広島市 安佐南区","","***","***","***","11,703","4,790","0","***","***","***","-","-","***","***","***","***","40.9"
"2022100000","2022年度","34106","広島県 広島市 安佐北区","","***","***","***","35,333","8,586","0","***","***","***","-","-","***","***","***","***","24.3"
"2022100000","2022年度","34107","広島県 広島市 安芸区","","***","***","***","9,408","2,682","0","***","***","***","-","-","***","***","***","***","28.5"
"2022100000","2022年度","34108","広島県 広島市 佐伯区","","***","***","***","22,543","4,833","0","***","***","***","-","-","***","***","***","***","21.4"
"2022100000","2022年度","40100","福岡県 北九州市","","***","***","***","49,250","29,851","0","***","***","***","242,465,546","120,848,913","***","***","***","***","60.6"
"2022100000","2022年度","40101","福岡県 北九州市 門司区","","***","***","***","7,366","3,842","0","***","***","***","-","-","***","***","***","***","52.2"
"2022100000","2022年度","40103","福岡県 北九州市 若松区","","***","***","***","7,209","5,575","0","***","***","***","-","-","***","***","***","***","77.3"
"2022100000","2022年度","40105","福岡県 北九州市 戸畑区","","***","***","***","1,661","1,605","0","***","***","***","-","-","***","***","***","***","96.6"
"2022100000","2022年度","40106","福岡県 北九州市 小倉北区","","***","***","***","3,923","3,112","0","***","***","***","-","-","***","***","***","***","79.3"
"2022100000","2022年度","40107","福岡県 北九州市 小倉南区","","***","***","***","17,151","7,691","0","***","***","***","-","-","***","***","***","***","44.8"
"2022100000","2022年度","40108","福岡県 北九州市 八幡東区","","***","***","***","3,626","1,933","0","***","***","***","-","-","***","***","***","***","53.3"
