投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-08-24,2008-08-17,50.75%,,1/3,"100,247",0,0,
2012-08-12,2012-08-05,50.75%,50.75%,1/1,"104,904",0,0,"+4,657"
2016-08-21,2016-08-14,46.3%,,1/2,"108,268",0,0,"+3,364"
2020-08-23,2020-08-16,49.34%,46.3%,1/3,"109,923",0,0,"+1,655"
2024-08-25,2024-08-18,49.98%,49.34%,1/3,"110,678","51,966","58,712",755
