投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-20,52.02%,,34/42,"212,025",0,0,
2007-04-22,2007-04-15,52.64%,52.02%,32/41,"212,646",0,0,621.0
2011-04-24,2011-04-17,47.62%,52.64%,28/33,"212,205",0,0,-441.0
2015-04-26,2015-04-19,47.51%,47.62%,28/32,,,,
2019-04-21,2019-04-14,48.69%,47.51%,28/39,,,,
2023-04-23,2023-04-16,46.2%,48.69%,26/33,"213,631","100,275","113,356",
