投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-09-07,2008-08-31,50.77%,,24/32,"140,151",0,0,
2012-09-09,2012-09-02,47.99%,50.77%,24/29,"143,905",0,0,"+3,754"
2016-09-11,2016-09-04,45.48%,47.99%,24/28,"149,337",0,0,"+5,432"
2020-09-13,2020-09-06,45.22%,45.48%,24/27,,,,
2024-09-08,2024-09-01,41.11%,45.22%,24/27,"149,239","70,987","78,252",
