投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-20,41.26%,,52/64,"626,583",0,0,
2007-04-08,2007-03-30,49.48%,41.26%,0/76,"665,938",0,0,"+39,355"
2011-04-10,2011-04-01,49.42%,49.48%,52/78,"671,812",0,0,"+5,874"
2015-04-12,2015-04-03,47.86%,49.42%,48/64,"671,887",0,0,75
2019-04-07,2019-03-29,49.72%,47.86%,48/62,"683,943",0,0,"+12,056"
2023-04-09,2023-03-31,47.98%,49.72%,48/61,"675,701","318,425","357,276","-8,242"
