投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2009-06-21,2009-06-14,33.4%,,1/2,"103,572",0,0,
2013-06-16,2013-06-09,27.77%,33.4%,1/2,,,,
2016-07-24,2016-07-17,39.38%,27.77%,1/2,"103,580",0,0,
2020-07-05,2020-06-28,29.72%,39.38%,1/2,,,,
2024-07-07,2024-06-30,27.65%,29.72%,1/2,"98,491","47,891","50,600",
