投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2000-10-22,2000-10-17,72.37%,,16/18,"10,592",0,0,
2004-10-17,2004-10-12,70.4%,72.37%,14/18,"10,965",0,0,373.0
2008-10-26,2008-10-21,59.29%,70.4%,12/13,"11,108",0,0,143.0
2012-10-21,2012-10-16,63.74%,59.29%,11/16,"11,108",0,0,0.0
2016-10-23,2016-10-18,53.87%,63.74%,11/15,"11,291",0,0,183.0
2020-10-25,2020-10-20,52.53%,53.87%,10/12,,,,
2024-10-20,2024-10-15,51.71%,52.53%,10/13,"10,799","5,217","5,582",
