投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-09-28,2008-09-23,54.82%,,1/5,"19,992",0,0,
2012-09-30,2012-09-25,50.63%,54.82%,1/2,"19,158",0,0,-834.0
2016-09-25,2016-09-20,53.76%,50.63%,1/4,,,,
2019-03-03,2019-02-26,56.18%,53.76%,1/3,,,,
2023-02-19,2023-02-14,56.18%,56.18%,1/1,"16,879","7,997","8,882",
