投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-20,41.54%,,1/2,"270,763",0,0,
2007-04-22,2007-04-15,45.96%,41.54%,1/3,,,,
2011-04-24,2011-04-17,49.71%,45.96%,1/4,"275,526",0,0,
2015-04-26,2015-04-19,49.09%,49.71%,1/4,,,,
2019-04-21,2019-04-14,48.2%,49.09%,1/3,,,,
2023-04-23,2023-04-16,48.65%,48.2%,1/3,"306,319","143,584","162,735",
