投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-09-21,2008-09-16,71.29%,,12/19,"13,415",0,0,
2012-09-23,2012-09-18,64.85%,71.29%,12/15,"13,157",0,0,-258.0
2016-09-25,2016-09-20,57.23%,64.85%,12/15,"13,236",0,0,79.0
2020-09-27,2020-09-22,57.5%,57.23%,10/14,,,,
2024-09-29,2024-09-24,48.43%,57.5%,10/11,"12,419","5,962","6,457",
