投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2006-01-22,2006-01-15,26.21%,,1/2,"69,460",0,0,
2010-01-24,2010-01-17,47.59%,26.21%,1/2,"70,085",0,0,625.0
2014-01-26,2014-01-19,47.59%,47.59%,1/1,,,,
2018-01-28,2018-01-21,,,1/1,,,,
2022-01-30,2022-01-23,38.12%,,1/2,"69,354","32,947","36,407",
