投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2005-10-02,2005-09-25,32.39%,,1/4,"665,667",0,0,
2009-09-27,2009-09-13,43.93%,32.39%,1/4,"672,476",0,0,"+6,809"
2013-09-29,2013-09-15,50.69%,43.93%,1/2,"675,334",0,0,"+2,858"
2017-09-24,2017-09-10,44.31%,50.69%,1/2,"688,758",0,0,"+13,424"
2019-06-09,2019-05-26,40.83%,44.31%,1/3,,,,
2023-06-04,2023-05-21,34.12%,40.83%,1/2,"674,511","317,903","356,608",
