投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-04-13,2008-04-06,,,1/1,"216,309",0,0,
2012-04-08,2012-04-01,36.45%,,1/4,"215,237",0,0,"-1,072"
2016-04-10,2016-04-03,34.12%,36.45%,1/3,"217,951",0,0,"+2,714"
2020-04-12,2020-04-05,33.26%,34.12%,1/2,,,,
2024-04-07,2024-03-31,33.26%,33.26%,1/1,"235,487","112,065","123,422",
