投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2002-04-21,2002-04-14,55.09%,,22/27,"94,928",0,0,
2006-04-23,2006-04-16,54.11%,55.09%,20/24,"94,957",0,0,29
2010-04-25,2010-04-18,54.11%,54.11%,18/22,"93,469",0,0,"-1,488"
2014-04-20,2014-04-13,42.55%,,18/19,,,,
2018-04-22,2018-04-15,44.6%,42.55%,18/20,,,,
2022-04-24,2022-04-17,45.03%,44.6%,18/23,"87,359","40,549","46,810",
