投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
1999-04-25,1999-04-18,58.43%,,20/23,"55,668",0,0,
2003-04-27,2003-04-20,54.72%,58.43%,18/24,"58,468",0,0,"+2,800"
2007-04-22,2007-04-15,57.67%,54.72%,18/27,"59,470",0,0,"+1,002"
2011-04-24,2011-04-17,47.16%,57.67%,18/19,"59,229",0,0,-241
2015-04-26,2015-04-19,47.16%,47.16%,17/17,,,,
2019-04-21,2019-04-14,43.63%,,16/22,"60,817",0,0,
2023-04-23,2023-04-16,42.77%,43.63%,16/19,"59,399","27,958","31,441","-1,418"
