投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-22,77.94%,,16/21,"15,987",0,0,
2007-04-22,2007-04-17,71.93%,77.94%,14/16,"15,529",0,0,-458.0
2011-04-24,2011-04-19,68.07%,71.93%,14/15,"14,913",0,0,-616.0
2015-04-26,2015-04-21,64.78%,68.07%,12/14,,,,
2019-04-21,2019-04-16,64.78%,64.78%,12/12,,,,
2023-04-23,2023-04-18,61.55%,,12/15,"12,895","5,984","6,911",
