投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2009-06-14,2009-06-07,45.62%,,1/3,"140,582",0,0,
2013-06-02,2013-05-26,41.21%,45.62%,1/2,,,,
2017-06-04,2017-05-28,41.21%,41.21%,1/1,,,,
2021-06-06,2021-05-30,,,1/1,"152,354","72,862","79,492",
2025-06-01,2025-05-25,,,1/1,"150,639","71,663","78,976","-1,715"
