投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2009-01-25,2009-01-18,45.23%,,32/36,"214,040",0,0,
2013-01-27,2013-01-20,41.79%,45.23%,30/39,"217,389",0,0,"+3,349"
2017-01-22,2017-01-15,39.98%,41.79%,30/43,"226,151",0,0,"+8,762"
2021-01-24,2021-01-17,38.63%,39.98%,28/38,,,,
2025-01-26,2025-01-19,42.25%,38.63%,28/39,"232,845","110,516","122,329",
