投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2002-04-28,2002-04-21,36.31%,,1/2,"49,273",0,0,
2006-04-30,2006-04-23,46.49%,36.31%,1/3,"50,312",0,0,"+1,039"
2010-04-25,2010-04-18,42.97%,46.49%,1/2,"50,979",0,0,667
2014-05-18,2014-05-11,43.45%,42.97%,1/3,,,,
2018-04-22,2018-04-15,27.71%,43.45%,1/2,,,,
2022-04-24,2022-04-17,28.47%,27.71%,1/2,"49,698","23,680","26,018",
