投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,54.39%,,16/19,"46,061",0,0,
2015-04-26,2015-04-19,,,1/1,,,,
2015-04-26,2015-04-19,48.78%,47.63%,15/18,,,,
2019-04-21,2019-04-14,49.51%,48.78%,15/18,"47,684",0,0,
2023-04-23,2023-04-16,47.64%,49.51%,14/16,"47,352","21,856","25,496",-332.0
