投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2006-05-14,2006-05-07,58.87%,,21/30,"78,994",0,0,
2010-05-16,2010-05-09,55.41%,58.87%,20/22,"80,115",0,0,"+1,121"
2014-05-18,2014-05-11,45.21%,55.41%,20/21,,,,
2018-05-13,2018-05-06,41.03%,45.21%,18/22,,,,
2022-05-15,2022-05-08,42.5%,41.03%,18/22,"81,558","38,640","42,918",
