投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2005-10-09,2005-10-04,48.82%,83.97%,1/2,"15,696",0,0,"+5,174"
2009-10-04,2009-09-29,64.7%,48.82%,1/2,"15,217",0,0,-479
2013-09-29,2013-09-24,62.9%,64.7%,1/3,,,,
2017-09-24,2017-09-19,62.9%,62.9%,1/1,,,,
2021-09-19,2021-09-14,61.96%,,1/3,"13,264","6,166","7,098",
2025-09-21,2025-09-16,62.16%,61.96%,1/3,"12,327","5,682","6,645",-937
