投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-04-13,2008-04-06,48.47%,,17/21,"99,074",0,0,
2012-04-15,2012-04-08,46.37%,48.47%,17/19,"98,270",0,0,-804
2016-04-17,2016-04-10,43.62%,46.37%,17/26,"97,112",0,0,"-1,158"
2020-04-19,2020-04-12,38.68%,43.62%,17/19,,,,
2024-04-21,2024-04-14,39.7%,38.68%,17/23,"96,024","46,079","49,945",
