投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2006-03-26,2006-03-21,61.15%,,1/3,"13,353",0,0,
2010-03-14,2010-03-09,61.15%,61.15%,1/1,"13,527",0,0,174.0
2014-03-30,2014-03-25,,,1/1,,,,
2018-03-25,2018-03-20,,,1/1,,,,
2020-03-29,2020-03-24,52.76%,,1/2,,,,
2024-03-24,2024-03-19,52.76%,52.76%,1/1,"12,676","6,080","6,596",
