投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-17,75.5%,,12/16,"6,086",0,0,
2011-04-24,2011-04-19,65.98%,75.5%,10/11,"6,276",0,0,190.0
2015-04-26,2015-04-21,63.42%,65.98%,10/12,"6,203",0,0,-73.0
2019-04-21,2019-04-16,59.82%,63.42%,10/13,"6,678",0,0,475.0
2023-04-23,2023-04-18,59.82%,59.82%,10/12,"6,565","3,167","3,398",-113.0
