投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2006-07-02,2006-06-25,36.03%,,1/3,"396,701",0,0,
2007-10-28,2007-10-21,42.06%,36.03%,1/3,"396,584",0,0,-117
2011-10-02,2011-09-25,48.41%,42.06%,1/4,"394,865",0,0,"-1,719"
2015-09-27,2015-09-20,45.52%,48.41%,1/2,,,,
2019-09-29,2019-09-22,38.91%,45.52%,1/3,,,,
2023-09-24,2023-09-17,39.86%,38.91%,1/3,"394,123","189,476","204,647",
