投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-13,2003-04-04,47.21%,,86/127,"1,960,243",0,0,
2007-04-08,2007-03-30,46.42%,47.21%,86/132,"2,060,702",0,0,"+100,459"
2011-04-10,2011-04-01,49.27%,46.42%,86/145,"2,092,815",0,0,"+32,113"
2015-04-12,2015-04-03,48.64%,49.27%,86/140,"1,976,652",0,0,"-116,163"
2019-04-07,2019-03-29,52.18%,48.64%,83/125,,,,
2023-04-09,2023-03-31,48.1%,52.18%,81/125,"2,214,712","1,059,379","1,155,333",
