投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-09-14,2008-09-07,32.52%,,1/2,"66,518",0,0,
2012-09-16,2012-09-09,30.45%,32.52%,1/2,"66,937",0,0,419
2016-09-18,2016-09-11,32.88%,30.45%,1/3,"69,655",0,0,"+2,718"
2020-09-20,2020-09-13,33.42%,32.88%,1/2,,,,
2024-09-22,2024-09-15,36.66%,33.42%,1/3,"70,869","34,639","36,230",
