投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-03-30,2008-03-25,,,1/1,"6,362",0,0,
2011-11-27,2011-11-22,65.7%,,1/2,"6,368",0,0,6.0
2015-11-22,2015-11-17,64.6%,65.7%,1/3,,,,
2019-11-17,2019-11-12,48.82%,64.6%,1/2,,,,
2023-11-19,2023-11-14,55.47%,48.82%,1/2,"6,733","3,286","3,447",
2025-07-20,2025-07-15,66.95%,55.47%,1/2,"6,890","3,444","3,446",157.0
