投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2009-09-13,2009-09-06,61.37%,,16/19,"46,513",0,0,
2013-09-22,2013-09-15,53.88%,61.37%,16/19,"46,656",0,0,143
2017-09-17,2017-09-10,50.46%,53.88%,16/19,"46,585",0,0,-71
2021-09-19,2021-09-12,49.98%,50.46%,14/19,"44,853","21,134","23,719","-1,732"
2025-09-21,2025-09-14,45.92%,49.98%,14/21,"42,608","19,984","22,624","-2,245"
