投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2001-09-09,2001-09-02,60.1%,,20/25,"60,068",0,0,
2005-09-11,2005-09-04,71.9%,60.1%,20/23,"59,953",0,0,-115
2009-08-30,2009-08-23,71.52%,71.9%,18/20,"58,982",0,0,-971
2013-09-08,2013-09-01,53.17%,71.52%,17/23,,,,
2017-09-10,2017-09-03,50.32%,53.17%,16/21,"58,345",0,0,
2021-09-12,2021-09-05,50.49%,50.32%,16/21,"56,848","26,943","29,905","-1,497"
2025-09-07,2025-08-31,46.73%,50.49%,16/17,"55,252","26,018","29,234","-1,596"
