投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,59.23%,,18/21,"52,826",0,0,
2011-04-24,2011-04-17,54.11%,59.23%,16/20,"52,925",0,0,99.0
2015-04-26,2015-04-19,52.03%,54.11%,14/16,,,,
2019-04-21,2019-04-14,51.88%,52.03%,14/22,"53,524",0,0,
2023-04-23,2023-04-16,44.18%,51.88%,14/15,"52,550","24,547","28,003",-974.0
