投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-17,54.74%,,16/18,"34,651",0,0,
2011-04-24,2011-04-19,52.01%,54.74%,14/18,"35,064",0,0,413.0
2015-04-26,2015-04-21,48%,52.01%,14/16,,,,
2019-04-21,2019-04-16,47.61%,48%,14/16,"35,655",0,0,
2023-04-23,2023-04-18,43.26%,47.61%,14/15,"35,265","16,750","18,515",-390.0
