投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-09-21,2003-09-14,48.38%,,50/63,"397,990",0,0,
2007-09-23,2007-09-16,45.48%,48.38%,1/52,"396,628",0,0,"-1,362"
2011-10-02,2011-09-25,48.41%,45.48%,42/59,"394,865",0,0,"-1,763"
2015-09-27,2015-09-20,45.52%,48.41%,38/54,,,,
2019-09-29,2019-09-22,38.91%,45.52%,38/52,,,,
2023-09-24,2023-09-17,39.87%,38.91%,38/57,"394,123","189,476","204,647",
