投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-09-07,2003-08-31,36.33%,,1/3,"119,207",0,0,
2007-09-09,2007-09-02,38.1%,36.33%,1/2,"117,824",0,0,"-1,383"
2011-08-07,2011-07-31,39.54%,38.1%,1/2,"117,815",0,0,-9
2015-08-02,2015-07-26,30.16%,39.54%,1/2,,,,
2019-07-21,2019-07-16,48.46%,30.16%,1/2,,,,
2023-04-23,2023-04-16,48.46%,48.46%,1/1,"120,362","57,812","62,550",
