投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-07-06,2008-07-01,72.18%,,1/2,"5,475",0,0,
2012-06-24,2012-06-19,65.37%,72.18%,1/3,"5,247",0,0,-228.0
2016-06-19,2016-06-14,59.02%,65.37%,1/2,"4,844",0,0,-403.0
2020-06-21,2020-06-16,72.67%,59.02%,1/2,"4,537",0,0,-307.0
2024-06-30,2024-06-25,71.17%,72.67%,1/3,"4,204","1,970","2,234",-333.0
