投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
1999-04-11,1999-04-04,69.32%,,17/22,"48,647",0,0,
2003-04-27,2003-04-20,73.48%,69.32%,17/18,"47,312",0,0,"-1,335"
2007-04-22,2007-04-15,61.58%,73.48%,17/19,"47,642",0,0,330
2011-04-24,2011-04-17,60%,61.58%,17/21,"47,122",0,0,-520
2015-04-26,2015-04-19,52.47%,60%,16/21,,,,
2019-04-21,2019-04-14,52.32%,52.47%,16/19,"47,428",0,0,
2023-04-23,2023-04-16,56.53%,52.32%,15/22,"46,971","22,091","24,880",-457
