投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2004-09-12,2004-09-05,49.76%,,1/1,"59,071",0,0,
2008-09-07,2008-08-31,49.76%,49.76%,1/1,"60,674",0,0,"+1,603"
2012-09-09,2012-09-02,,,1/1,,,,
2013-01-13,2013-01-06,36.69%,,1/2,"60,325",0,0,
2016-12-18,2016-12-11,39.3%,36.69%,1/2,"61,047",0,0,722
2020-12-13,2020-12-06,37.8%,39.3%,1/2,,,,
2024-12-15,2024-12-08,44.07%,37.8%,1/2,"60,239","28,280","31,959",
