投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2000-07-16,2000-07-09,41.49%,,1/3,"95,310",0,0,
2004-07-11,2004-07-04,41.49%,41.49%,1/1,"97,273",0,0,"+1,963"
2008-07-27,2008-07-20,46.25%,,1/5,"94,337",0,0,"-2,936"
2012-07-08,2012-07-01,38%,46.25%,1/2,"93,138",0,0,"-1,199"
2016-07-10,2016-07-03,55.29%,38%,1/2,"92,642",0,0,-496
2020-07-12,2020-07-05,46.96%,55.29%,1/2,"89,366",0,0,"-3,276"
2024-07-07,2024-06-30,46.96%,46.96%,1/1,"86,237","39,974","46,263","-3,129"
