投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
1999-04-25,1999-04-18,50.18%,,34/35,"198,175",0,0,
2003-04-27,2003-04-20,45.36%,50.18%,32/36,"196,767",0,0,"-1,408"
2007-04-22,2007-04-15,47.62%,45.36%,32/36,"194,167",0,0,"-2,600"
2011-04-24,2011-04-17,49.38%,47.62%,28/37,"193,723",0,0,-444
2015-04-26,2015-04-19,49.54%,49.38%,27/37,"193,465",0,0,-258
2019-04-21,2019-04-14,50.45%,49.54%,24/34,"194,319",0,0,854
2023-04-23,2023-04-16,47.77%,50.45%,24/30,"190,553","90,734","99,819","-3,766"
