投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,40.5%,37.47%,36/49,"311,058",0,0,"+2,848"
2010-04-25,2010-04-18,30.92%,30.73%,1/2,"311,825",0,0,"+2,484"
2014-04-20,2014-04-13,30.92%,30.92%,1/1,,,,
2018-04-22,2018-04-15,36.92%,,1/3,,,,
2022-04-17,2022-04-10,36.92%,36.92%,1/1,"337,596","157,768","179,828",
