投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-11-30,2003-11-16,33.31%,,1/5,,,,
2005-11-27,2005-11-13,33.92%,33.31%,1/4,"2,060,849",0,0,
2007-11-18,2007-11-04,43.61%,33.92%,1/5,"2,073,215",0,0,"+12,366"
2011-11-27,2011-11-13,60.92%,43.61%,1/2,"2,104,977",0,0,"+31,762"
2014-03-23,2014-03-09,23.59%,60.92%,1/4,,,,
2015-11-22,2015-11-08,50.51%,23.59%,1/4,,,,
2019-04-07,2019-03-24,52.7%,50.51%,1/2,,,,
2023-04-09,2023-03-26,48.33%,52.7%,1/5,"2,214,966","1,059,525","1,155,441",
