投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2005-04-17,2005-04-12,,,16/17,,,,
2009-04-12,2009-04-07,63.94%,,16/22,"23,451",0,0,
2013-04-14,2013-04-09,58.02%,63.94%,14/17,"24,466",0,0,"+1,015"
2017-04-16,2017-04-11,60.69%,58.02%,14/18,"24,883",0,0,417
2021-04-18,2021-04-13,59.53%,60.69%,14/16,"25,871","12,084","13,787",988
2025-04-13,2025-04-08,53.83%,59.53%,14/15,"26,202","12,164","14,038",331
