投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
1999-04-25,1999-04-20,76.38%,,18/21,"13,045",0,0,
2003-04-27,2003-04-22,70.19%,76.38%,18/19,"13,374",0,0,329.0
2007-04-22,2007-04-17,65.48%,70.19%,14/16,"13,839",0,0,465.0
2011-04-24,2011-04-19,60.7%,65.48%,12/13,"13,844",0,0,5.0
2015-04-26,2015-04-21,55.98%,60.7%,12/13,"13,610",0,0,-234.0
2019-04-21,2019-04-16,53.35%,55.98%,12/13,"13,787",0,0,177.0
2023-04-23,2023-04-18,50.1%,53.35%,12/14,"13,607","6,469","7,138",-180.0
