投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,51.87%,,26/32,"158,171",0,0,
2011-04-24,2011-04-17,42.37%,51.87%,26/27,"158,100",0,0,-71
2015-04-26,2015-04-19,44.16%,42.37%,26/32,,,,
2019-04-21,2019-04-14,42%,44.16%,24/32,"159,758",0,0,
2023-04-23,2023-04-16,38.64%,42%,24/33,"155,894","73,444","82,450","-3,864"
2025-02-02,2025-01-26,40.23%,38.64%,24/29,"154,752","72,775","81,977","-1,142"
