投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2009-09-27,2009-09-22,62.68%,,14/17,"19,837",0,0,
2013-09-22,2013-09-17,58.21%,62.68%,14/17,,,,
2017-09-24,2017-09-19,59.45%,58.21%,12/15,"18,090",0,0,
2021-09-26,2021-09-21,59.13%,59.45%,12/14,"17,088","8,089","8,999","-1,002"
2025-09-28,2025-09-23,52.43%,59.13%,12/13,"15,923","7,509","8,414","-1,165"
