投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-09-09,2007-09-02,58.28%,,1/23,"61,655",0,0,
2011-09-11,2011-09-04,53.63%,58.28%,15/20,"61,801",0,0,146.0
2015-09-13,2015-09-06,55.71%,53.63%,15/19,,,,
2019-09-08,2019-09-01,48.85%,55.71%,15/19,,,,
2023-09-10,2023-09-03,49.84%,48.85%,15/22,"64,144","30,441","33,703",
