投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-20,50.84%,,30/36,"119,519",0,0,
2007-04-22,2007-04-15,48.65%,50.84%,22/26,"117,562",0,0,"-1,957"
2011-04-24,2011-04-17,48.85%,48.65%,22/27,"117,519",0,0,-43
2015-04-26,2015-04-19,45.91%,48.85%,22/26,,,,
2019-04-21,2019-04-14,44.92%,45.91%,22/31,"119,778",0,0,
2023-04-23,2023-04-16,44.84%,44.92%,22/32,"118,305","56,738","61,567","-1,473"
