投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2008-10-19,2008-10-14,53.09%,,1/2,"10,358",0,0,
2012-10-14,2012-10-09,61.34%,53.09%,1/2,"9,916",0,0,-442.0
2016-10-16,2016-10-11,53%,61.34%,1/2,"9,478",0,0,-438.0
2020-10-18,2020-10-13,53.69%,53%,1/2,,,,
2024-10-20,2024-10-15,48.98%,53.69%,1/2,"8,060","3,890","4,170",
