投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,,,1/1,,,,
2011-04-24,2011-04-17,49.19%,,1/3,"94,335",0,0,
2015-04-26,2015-04-19,49.19%,49.19%,1/1,,,,
2019-04-21,2019-04-14,46.34%,,1/3,"93,476",0,0,
2023-04-23,2023-04-16,46.34%,46.34%,1/1,"91,661","42,477","49,184","-1,815"
