投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,49.03%,,1/2,"288,278",0,0,
2011-04-24,2011-04-17,51.46%,49.03%,1/2,"287,241",0,0,"-1,037"
2015-04-26,2015-04-19,47.99%,51.46%,1/2,"285,555",0,0,"-1,686"
2019-04-21,2019-04-14,47.99%,47.99%,1/1,,,,
2023-04-23,2023-04-16,50.92%,,1/3,"291,293","136,971","154,322",
