投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2007-04-22,2007-04-15,49.46%,,24/26,"80,718",0,0,
2011-04-24,2011-04-17,51.63%,49.46%,23/28,"82,547",0,0,"+1,829"
2015-04-26,2015-04-19,51.76%,51.63%,22/32,"81,315",0,0,"-1,232"
2019-04-21,2019-04-14,55.53%,51.76%,22/29,"84,266",0,0,"+2,951"
2023-04-23,2023-04-16,50.31%,55.53%,22/30,"84,014","39,370","44,644",-252
