投票日,告示日,投票率,前回投票率,定数/候補者数,有権者数,男性,女性,前回より
2003-04-27,2003-04-20,52.26%,,17/22,"43,692",0,0,
2007-04-22,2007-04-15,54.74%,52.26%,16/18,"44,257",0,0,565.0
2011-04-24,2011-04-17,54.19%,54.74%,16/24,"44,381",0,0,124.0
2015-04-26,2015-04-19,47.67%,54.19%,12/16,,,,
2019-04-21,2019-04-14,50.93%,47.67%,12/15,"45,474",0,0,
2023-04-23,2023-04-16,43.79%,50.93%,12/13,"45,274","21,801","23,473",-200.0
