0,1,2,3,4,5
投票日,2017年04月16日,投票率,60.69%  ( ↑ ),定数/候補者数,14 / 18
告示日,2017年04月11日,前回投票率,58.02%,58.02%,58.02%
有権者数,"24,883人  前回より +417人  男性  0人  女性  0人","24,883人  前回より +417人  男性  0人  女性  0人","24,883人  前回より +417人  男性  0人  女性  0人","24,883人  前回より +417人  男性  0人  女性  0人","24,883人  前回より +417人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
