0,1,2,3,4,5
投票日,2013年01月27日,投票率,41.79%  ( ↓ ),定数/候補者数,30 / 39
告示日,2013年01月20日,前回投票率,45.23%,45.23%,45.23%
有権者数,"217,389人  前回より +3,349人  男性  0人  女性  0人","217,389人  前回より +3,349人  男性  0人  女性  0人","217,389人  前回より +3,349人  男性  0人  女性  0人","217,389人  前回より +3,349人  男性  0人  女性  0人","217,389人  前回より +3,349人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
