0,1,2,3,4,5
投票日,2017年01月15日,投票率,42.18%  ( ↓ ),定数/候補者数,1 / 2
告示日,2017年01月08日,前回投票率,43.39%,43.39%,43.39%
有権者数,"45,493人  前回より +845人  男性  0人  女性  0人","45,493人  前回より +845人  男性  0人  女性  0人","45,493人  前回より +845人  男性  0人  女性  0人","45,493人  前回より +845人  男性  0人  女性  0人","45,493人  前回より +845人  男性  0人  女性  0人"
事由・ポイント,その他,その他,その他,その他,その他
