0,1,2,3,4,5
投票日,2021年04月18日,投票率,59.91%  ( ↑ ),定数/候補者数,12 / 15
告示日,2021年04月13日,前回投票率,58.92%,58.92%,58.92%
有権者数,"8,580人  前回より -730人  男性  4,138人  女性  4,442人","8,580人  前回より -730人  男性  4,138人  女性  4,442人","8,580人  前回より -730人  男性  4,138人  女性  4,442人","8,580人  前回より -730人  男性  4,138人  女性  4,442人","8,580人  前回より -730人  男性  4,138人  女性  4,442人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
